|dates|Washington_Pennsylvania_UnitedStates.AveragePrecipitationTotal.data|Washington_Pennsylvania_UnitedStates.AveragePrecipitationTotal.missing|Washington_Pennsylvania_UnitedStates.AveragePrecipitation.data|Washington_Pennsylvania_UnitedStates.AveragePrecipitation.missing|Washington_Pennsylvania_UnitedStates.AverageWindDirection.data|Washington_Pennsylvania_UnitedStates.AverageWindDirection.missing|Washington_Pennsylvania_UnitedStates.AverageWindSpeed.data|Washington_Pennsylvania_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.002916666666666667|0|0.0007500000000000001|0|243.54166666666666|0|11.5|0
0|2020-01-02|0.0|0|0.0018055555555555557|0|189.23611111111111|0|10.409722222222221|0
0|2020-01-03|0.005208333333333333|0|0.02225694444444445|0|194.49503968253967|0|4.77311507936508|0
0|2020-01-04|0.006388888888888889|0|0.004256944444444444|0|275.35267857142856|0|7.997519841269841|0
0|2020-01-05|0.0005555555555555556|0|0.0004166666666666667|0|250.24305555555557|0|9.784722222222221|0
0|2020-01-06|0.0|0|0.0|0|245.83333333333334|0|12.5|0
0|2020-01-07|0.0|0|0.0|0|153.33333333333334|0|7.166666666666667|0
0|2020-01-08|0.0|0|0.0|0|265.3541666666667|0|10.862499999999999|0
0|2020-01-09|0.0|0|0.0|0|128.33333333333334|0|6.375|0
0|2020-01-10|0.0|0|0.0029166666666666664|0|161.25|0|8.625|0
0|2020-01-11|0.002916666666666667|0|0.005763888888888889|0|179.79166666666666|0|14.145833333333334|0
0|2020-01-12|0.0|0|0.001597222222222222|0|178.81944444444443|0|12.0625|0
0|2020-01-13|0.0|0|0.0|0|191.04166666666666|0|6.3125|0
0|2020-01-14|0.0|0|0.0|0|176.66666666666666|0|8.020833333333334|0
0|2020-01-15|0.0|0|0.000625|0|182.9861111111111|0|6.423611111111111|0
0|2020-01-16|0.0004166666666666667|0|0.0|0|274.45833333333337|0|12.473611111111111|0
0|2020-01-17|0.0|0|0.0|0|210.2777777777778|0|7.034722222222221|0
0|2020-01-18|0.0033333333333333335|0|0.02266666666666667|0|164.93055555555557|0|10.54513888888889|0
0|2020-01-19|0.028749999999999998|0|0.0004166666666666667|0|275.8125|0|13.081249999999997|0
0|2020-01-20|0.0|0|0.0|0|283.8194444444444|0|6.777777777777778|0
0|2020-01-21|0.0|0|0.0|0|191.38888888888889|0|3.8333333333333335|0
0|2020-01-22|0.0|0|0.0|0|128.125|0|4.541666666666667|0
0|2020-01-23|0.0|0|0.0|0|74.16666666666667|0|3.2083333333333335|0
0|2020-01-24|0.0|0|0.03162003968253968|0|111.67261904761908|0|8.121031746031747|0
0|2020-01-25|0.0076388888888888895|0|0.007604166666666669|0|213.9722222222222|0|9.497916666666667|0
0|2020-01-26|0.0009722222222222223|0|0.00020833333333333335|0|241.2847222222222|0|12.027083333333332|0
0|2020-01-27|0.0|0|0.0002777777777777778|0|217.04166666666666|0|7.6201388888888895|0
0|2020-01-28|0.0004166666666666667|0|0.0|0|244.6527777777778|0|7.253472222222222|0
0|2020-01-29|0.0|0|0.0|0|223.6111111111111|0|4.75|0
0|2020-01-30|0.0|0|0.0|0|88.33333333333333|0|1.5625|0
0|2020-01-31|0.0|0|0.003520833333333333|0|100.28472222222223|0|2.1166666666666667|0
0|2020-02-01|0.0016666666666666668|0|0.0004166666666666667|0|178.61805555555554|0|4.657638888888889|0
0|2020-02-02|0.0016666666666666668|0|0.001|0|249.7673611111111|0|13.230902777777777|0
0|2020-02-03|0.0008333333333333334|0|0.0|0|212.08333333333334|0|8.458333333333334|0
0|2020-02-04|0.0025|0|0.008125|0|252.22222222222226|0|12.548611111111112|0
0|2020-02-05|0.005416666666666667|0|0.007083333333333333|0|145.86805555555554|0|7.2430555555555545|0
0|2020-02-06|0.012916666666666667|0|0.007625000000000001|0|160.79166666666666|0|4.091319444444445|0
0|2020-02-07|0.005208333333333333|0|0.009361111111111113|0|262.74652777777777|0|10.859722222222222|0
0|2020-02-08|0.00375|0|0.00016666666666666666|0|197.19444444444446|0|7.821527777777779|0
0|2020-02-09|0.00020833333333333335|0|0.0004166666666666667|0|181.94444444444443|0|7.479166666666667|0
0|2020-02-10|0.005416666666666667|0|0.017173611111111108|0|194.76388888888889|0|9.770138888888889|0
0|2020-02-11|0.0017499999999999998|0|0.001|0|262.25000000000006|0|7.134722222222222|0
0|2020-02-12|0.00125|0|0.012492063492063494|0|137.90079365079364|0|5.472420634920636|0
0|2020-02-13|0.035416666666666666|0|0.008709325396825398|0|261.1021825396826|0|7.744642857142856|0
0|2020-02-14|0.0003125|0|0.0|0|257.0833333333333|0|8.673611111111112|0
0|2020-02-15|0.0|0|0.0|0|160.0|0|7.708333333333333|0
0|2020-02-16|0.0|0|0.0|0|212.08333333333334|0|6.458333333333333|0
0|2020-02-17|0.0|0|0.0|0|74.04761904761905|0|4.386904761904762|0
0|2020-02-18|0.0|0|0.0025|0|228.68055555555554|0|11.173611111111112|0
0|2020-02-19|0.0014583333333333334|0|0.0|0|274.65277777777777|0|7.319444444444444|0
0|2020-02-20|0.0|0|0.0|0|268.3333333333333|0|5.708333333333333|0
0|2020-02-21|0.0|0|0.0|0|222.08333333333334|0|6.083333333333333|0
