|dates|Madison_Missouri_UnitedStates.BLS_EmployedPopulation.data|Madison_Missouri_UnitedStates.BLS_EmployedPopulation.missing|Madison_Missouri_UnitedStates.BLS_UnemployedPopulation.data|Madison_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|Madison_Missouri_UnitedStates.BLS_UnemploymentRate.data|Madison_Missouri_UnitedStates.BLS_UnemploymentRate.missing|Madison_Missouri_UnitedStates.BLS_LaborForcePopulation.data|Madison_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-02|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-03|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-04|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-05|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-06|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-07|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-08|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-09|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-10|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-11|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-12|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-13|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-14|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-15|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-16|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-17|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-18|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-19|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-20|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-21|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-22|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-23|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-24|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-25|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-26|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-27|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-28|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-29|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-30|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-01-31|5293.5|0|244.0|0|4.4063205417607225|0|5537.5|0
0|2020-02-01|5278.5|0|253.5|0|4.582429501084599|0|5532.0|0
0|2020-02-02|5278.5|0|253.5|0|4.582429501084599|0|5532.0|0
0|2020-02-03|5278.5|0|253.5|0|4.582429501084599|0|5532.0|0
0|2020-02-04|5278.5|0|253.5|0|4.582429501084599|0|5532.0|0
0|2020-02-05|5278.5|0|253.5|0|4.582429501084599|0|5532.0|0
0|2020-02-06|5278.5|0|253.5|0|4.582429501084599|0|5532.0|0
0|2020-02-07|5278.5|0|253.5|0|4.582429501084599|0|5532.0|0
0|2020-02-08|5278.5|0|253.5|0|4.582429501084599|0|5532.0|0
0|2020-02-09|5278.5|0|253.5|0|4.582429501084599|0|5532.0|0
0|2020-02-10|5278.5|0|253.5|0|4.582429501084599|0|5532.0|0
0|2020-02-11|5278.5|0|253.5|0|4.582429501084599|0|5532.0|0
0|2020-02-12|5278.5|0|253.5|0|4.582429501084599|0|5532.0|0
0|2020-02-13|5278.5|0|253.5|0|4.582429501084599|0|5532.0|0
0|2020-02-14|5278.5|0|253.5|0|4.582429501084599|0|5532.0|0
0|2020-02-15|5278.5|0|253.5|0|4.582429501084599|0|5532.0|0
0|2020-02-16|5278.5|0|253.5|0|4.582429501084599|0|5532.0|0
0|2020-02-17|5278.5|0|253.5|0|4.582429501084599|0|5532.0|0
0|2020-02-18|5278.5|0|253.5|0|4.582429501084599|0|5532.0|0
0|2020-02-19|5278.5|0|253.5|0|4.582429501084599|0|5532.0|0
0|2020-02-20|5278.5|0|253.5|0|4.582429501084599|0|5532.0|0
