|dates|Teton_Wyoming_UnitedStates.JHU_ConfirmedCases.data|Teton_Wyoming_UnitedStates.JHU_ConfirmedCases.missing|Teton_Wyoming_UnitedStates.NYT_ConfirmedCases.data|Teton_Wyoming_UnitedStates.NYT_ConfirmedCases.missing|Teton_Wyoming_UnitedStates.JHU_ConfirmedDeaths.data|Teton_Wyoming_UnitedStates.JHU_ConfirmedDeaths.missing|Teton_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.data|Teton_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-19|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-21|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-22|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-23|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-24|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-25|5.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-26|7.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-27|10.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-28|13.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-29|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-30|16.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-31|20.0|0|23.0|0|0.0|0|0.0|100
0|2020-04-01|26.0|0|26.0|0|0.0|0|0.0|100
0|2020-04-02|29.0|0|29.0|0|0.0|0|0.0|100
0|2020-04-03|32.0|0|32.0|0|0.0|0|0.0|100
0|2020-04-04|36.0|0|36.0|0|0.0|0|0.0|100
0|2020-04-05|39.0|0|39.0|0|0.0|0|0.0|100
0|2020-04-06|40.0|0|40.0|0|0.0|0|0.0|100
0|2020-04-07|41.0|0|44.0|0|0.0|0|0.0|100
0|2020-04-08|44.0|0|39.0|0|0.0|0|0.0|100
0|2020-04-09|45.0|0|59.0|0|0.0|0|0.0|100
0|2020-04-10|50.0|0|66.0|0|0.0|0|0.0|100
0|2020-04-11|53.0|0|72.0|0|0.0|0|0.0|100
0|2020-04-12|56.0|0|79.0|0|0.0|0|0.0|100
0|2020-04-13|56.0|0|82.0|0|0.0|0|0.0|100
0|2020-04-14|57.0|0|82.0|0|0.0|0|0.0|100
0|2020-04-15|58.0|0|86.0|0|0.0|0|0.0|100
0|2020-04-16|59.0|0|87.0|0|0.0|0|0.0|100
0|2020-04-17|61.0|0|87.0|0|0.0|0|0.0|100
0|2020-04-18|62.0|0|89.0|0|0.0|0|0.0|100
0|2020-04-19|62.0|0|90.0|0|0.0|0|0.0|100
0|2020-04-20|62.0|0|89.0|0|0.0|0|0.0|100
0|2020-04-21|92.0|0|92.0|0|0.0|0|0.0|100
0|2020-04-22|93.0|0|93.0|0|0.0|0|0.0|100
0|2020-04-23|93.0|0|93.0|0|0.0|0|0.0|100
0|2020-04-24|95.0|0|95.0|0|0.0|0|0.0|100
0|2020-04-25|95.0|0|95.0|0|0.0|0|0.0|100
0|2020-04-26|95.0|0|95.0|0|0.0|0|0.0|100
0|2020-04-27|95.0|0|95.0|0|0.0|0|0.0|100
0|2020-04-28|96.0|0|96.0|0|0.0|0|0.0|100
0|2020-04-29|96.0|0|95.0|0|0.0|0|0.0|100
0|2020-04-30|96.0|0|96.0|0|0.0|0|0.0|100
0|2020-05-01|96.0|0|96.0|0|0.0|0|0.0|100
0|2020-05-02|97.0|0|97.0|0|0.0|0|0.0|100
0|2020-05-03|98.0|0|98.0|0|0.0|0|0.0|100
0|2020-05-04|98.0|0|98.0|0|0.0|0|0.0|100
0|2020-05-05|98.0|0|98.0|0|0.0|0|0.0|100
0|2020-05-06|98.0|0|98.0|0|0.0|0|0.0|100
0|2020-05-07|98.0|0|98.0|0|0.0|0|0.0|100
0|2020-05-08|98.0|0|98.0|0|0.0|0|0.0|100
0|2020-05-09|98.0|0|98.0|0|0.0|0|0.0|100
0|2020-05-10|98.0|0|98.0|0|0.0|0|0.0|100
0|2020-05-11|98.0|0|98.0|0|0.0|0|0.0|100
0|2020-05-12|98.0|0|98.0|0|0.0|0|0.0|100
0|2020-05-13|99.0|0|99.0|0|0.0|0|0.0|100
