|dates|Crawford_Wisconsin_UnitedStates.AverageDailyTemperature.data|Crawford_Wisconsin_UnitedStates.AverageDailyTemperature.missing|Crawford_Wisconsin_UnitedStates.AverageDewPoint.data|Crawford_Wisconsin_UnitedStates.AverageDewPoint.missing|Crawford_Wisconsin_UnitedStates.AverageRelativeHumidity.data|Crawford_Wisconsin_UnitedStates.AverageRelativeHumidity.missing|Crawford_Wisconsin_UnitedStates.AverageSurfaceAirPressure.data|Crawford_Wisconsin_UnitedStates.AverageSurfaceAirPressure.missing
0|2020-01-01|29.027777777777775|0|19.63888888888889|0|69.625|0|28.864444444444448|0
0|2020-01-02|40.3125|0|32.083333333333336|0|72.77083333333333|0|28.82770833333333|0
0|2020-01-03|34.427083333333336|0|27.006944444444443|0|74.60416666666667|0|29.126180555555553|0
0|2020-01-04|29.166666666666668|0|21.784722222222218|0|74.27083333333333|0|29.33819444444444|0
0|2020-01-05|33.708333333333336|0|23.875|0|67.625|0|29.215833333333336|0
0|2020-01-06|31.916666666666668|0|19.708333333333332|0|61.40277777777778|0|29.373194444444447|0
0|2020-01-07|30.722222222222218|0|19.17361111111111|0|63.09722222222223|0|29.30152777777778|0
0|2020-01-08|16.25|0|0.5833333333333334|0|50.708333333333336|0|29.604583333333327|0
0|2020-01-09|38.875|0|26.458333333333332|0|61.583333333333336|0|29.15333333333334|0
0|2020-01-10|30.284722222222225|0|22.267361111111114|0|72.51736111111111|0|29.38711805555555|0
0|2020-01-11|23.520833333333332|0|10.208333333333334|0|57.145833333333336|0|29.346666666666668|0
0|2020-01-12|21.35138888888889|0|13.834722222222224|0|73.15416666666667|0|29.501875000000002|0
0|2020-01-13|29.13888888888889|0|23.429166666666664|0|79.45|0|29.48109722222222|0
0|2020-01-14|31.108333333333334|0|25.590277777777775|0|80.42083333333333|0|29.36204166666668|0
0|2020-01-15|23.0|0|16.833333333333332|0|77.54166666666667|0|29.459166666666672|0
0|2020-01-16|6.666666666666667|0|-4.395833333333333|0|61.625|0|29.987291666666668|0
0|2020-01-17|17.20763888888889|0|10.189583333333333|0|73.96875|0|29.75215972222222|0
0|2020-01-18|19.24652777777778|0|12.60451388888889|0|75.46805555555555|0|29.168013888888893|0
0|2020-01-19|9.927083333333334|0|0.96875|0|67.14583333333333|0|29.674999999999997|0
0|2020-01-20|15.833333333333334|0|8.166666666666666|0|72.16666666666667|0|29.894583333333326|0
0|2020-01-21|12.895833333333334|0|5.3125|0|72.14583333333333|0|29.731875000000002|0
0|2020-01-22|29.745138888888885|0|21.774305555555554|0|72.41805555555555|0|29.350645833333342|0
0|2020-01-23|32.03055555555556|0|28.361111111111114|0|86.20694444444445|0|29.28328472222221|0
0|2020-01-24|34.854166666666664|0|30.734722222222228|0|85.06805555555555|0|29.18363194444444|0
0|2020-01-25|35.0|0|29.020833333333332|0|78.97916666666667|0|29.160763888888898|0
0|2020-01-26|30.0|0|23.777777777777782|0|77.66666666666667|0|29.21312500000001|0
0|2020-01-27|30.42361111111111|0|23.802083333333332|0|76.55208333333333|0|29.302222222222227|0
0|2020-01-28|26.75|0|19.770833333333332|0|74.91666666666667|0|29.406666666666663|0
0|2020-01-29|26.020833333333332|0|19.25|0|75.54166666666667|0|29.486666666666668|0
0|2020-01-30|28.75|0|21.875|0|75.70833333333333|0|29.460000000000008|0
0|2020-01-31|31.98611111111111|0|27.3125|0|83.08333333333333|0|29.372430555555557|0
0|2020-02-01|36.06944444444445|0|28.944444444444446|0|76.04861111111111|0|29.102048611111112|0
0|2020-02-02|42.125|0|30.5|0|64.58333333333333|0|28.882083333333327|0
0|2020-02-03|33.769444444444446|0|22.269444444444446|0|65.48958333333333|0|29.103263888888886|0
0|2020-02-04|28.375|0|8.291666666666666|0|43.541666666666664|0|29.43166666666666|0
0|2020-02-05|22.708333333333332|0|7.708333333333333|0|54.0|0|29.366249999999997|0
0|2020-02-06|23.569444444444446|0|11.486111111111109|0|63.291666666666664|0|29.009861111111125|0
0|2020-02-07|25.208333333333332|0|14.958333333333334|0|66.625|0|29.08666666666667|0
0|2020-02-08|23.145833333333332|0|12.708333333333334|0|65.77083333333333|0|29.386666666666674|0
0|2020-02-09|25.215277777777775|0|19.850694444444446|0|80.16319444444444|0|29.313194444444445|0
0|2020-02-10|16.662499999999998|0|10.154166666666667|0|76.63333333333334|0|29.42929166666666|0
0|2020-02-11|19.520833333333332|0|11.631944444444443|0|72.60416666666667|0|29.40381944444444|0
0|2020-02-12|24.961805555555557|0|16.99652777777778|0|73.58333333333333|0|29.18732638888889|0
0|2020-02-13|7.308333333333334|0|-4.986111111111111|0|57.63055555555555|0|29.533791666666673|0
0|2020-02-14|0.875|0|-12.833333333333334|0|55.5|0|29.714583333333326|0
0|2020-02-15|26.75|0|16.416666666666668|0|65.5|0|29.29416666666667|0
0|2020-02-16|26.180555555555557|0|18.722222222222225|0|74.40277777777777|0|29.38819444444444|0
0|2020-02-17|31.177083333333332|0|25.409722222222225|0|79.7986111111111|0|29.217708333333334|0
0|2020-02-18|26.319444444444443|0|17.36111111111111|0|69.375|0|29.495277777777773|0
0|2020-02-19|10.572916666666666|0|-1.53125|0|61.25|0|29.898645833333337|0
0|2020-02-20|5.229166666666667|0|-7.0625|0|59.625|0|29.987916666666678|0
0|2020-02-21|20.916666666666668|0|7.770833333333333|0|59.145833333333336|0|29.662291666666665|0
0|2020-02-22|32.583333333333336|0|21.583333333333332|0|65.33333333333333|0|29.356250000000003|0
0|2020-02-23|38.666666666666664|0|26.625|0|64.875|0|29.19583333333334|0
0|2020-02-24|33.041666666666664|0|22.958333333333332|0|68.33333333333333|0|29.220833333333342|0
0|2020-02-25|34.416666666666664|0|21.291666666666668|0|58.708333333333336|0|29.396666666666672|0
0|2020-02-26|28.791666666666668|0|14.291666666666666|0|54.958333333333336|0|29.473750000000006|0
0|2020-02-27|23.604166666666668|0|11.1875|0|59.854166666666664|0|29.374583333333337|0
0|2020-02-28|22.333333333333332|0|7.1944444444444455|0|54.25|0|29.39444444444445|0
0|2020-02-29|24.916666666666668|0|12.25|0|60.5|0|29.382083333333338|0
0|2020-03-01|41.5|0|28.777777777777775|0|61.36111111111111|0|29.025972222222226|0
0|2020-03-02|35.416666666666664|0|25.479166666666668|0|67.95833333333333|0|29.040000000000006|0
0|2020-03-03|37.01388888888889|0|27.3125|0|69.59722222222223|0|28.91326388888888|0
0|2020-03-04|38.125|0|21.958333333333332|0|54.458333333333336|0|29.221249999999998|0
0|2020-03-05|40.270833333333336|0|27.75|0|61.395833333333336|0|29.198749999999993|0
0|2020-03-06|32.583333333333336|0|17.208333333333332|0|55.875|0|29.69666666666667|0
0|2020-03-07|41.583333333333336|0|22.520833333333332|0|50.75|0|29.56124999999999|0
0|2020-03-08|55.416666666666664|0|29.375|0|37.875|0|29.281458333333333|0
0|2020-03-09|48.708333333333336|0|39.583333333333336|0|73.85416666666667|0|29.20958333333333|0
