|dates|SanMateo_California_UnitedStates.JHU_ConfirmedCases.data|SanMateo_California_UnitedStates.JHU_ConfirmedCases.missing|SanMateo_California_UnitedStates.NYT_ConfirmedCases.data|SanMateo_California_UnitedStates.NYT_ConfirmedCases.missing|SanMateo_California_UnitedStates.JHU_ConfirmedDeaths.data|SanMateo_California_UnitedStates.JHU_ConfirmedDeaths.missing|SanMateo_California_UnitedStates.JHU_ConfirmedRecoveries.data|SanMateo_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-03|2.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-04|2.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-05|2.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-06|2.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-07|2.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-08|2.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-09|2.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-10|8.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-11|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-12|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-03-13|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-03-14|32.0|0|32.0|0|0.0|0|0.0|100
0|2020-03-15|32.0|0|32.0|0|0.0|0|0.0|100
0|2020-03-16|41.0|0|42.0|0|1.0|0|0.0|100
0|2020-03-17|64.0|0|64.0|0|1.0|0|0.0|100
0|2020-03-18|80.0|0|80.0|0|1.0|0|0.0|100
0|2020-03-19|89.0|0|89.0|0|1.0|0|0.0|100
0|2020-03-20|100.0|0|100.0|0|1.0|0|0.0|100
0|2020-03-21|110.0|0|110.0|0|1.0|0|0.0|100
0|2020-03-22|117.0|0|117.0|0|1.0|0|0.0|100
0|2020-03-23|142.0|0|142.0|0|1.0|0|0.0|100
0|2020-03-24|161.0|0|161.0|0|1.0|0|0.0|100
0|2020-03-25|165.0|0|165.0|0|5.0|0|0.0|100
0|2020-03-26|195.0|0|195.0|0|5.0|0|0.0|100
0|2020-03-27|239.0|0|239.0|0|6.0|0|0.0|100
0|2020-03-28|274.0|0|274.0|0|6.0|0|0.0|100
0|2020-03-29|277.0|0|277.0|0|6.0|0|0.0|100
0|2020-03-30|309.0|0|309.0|0|6.0|0|0.0|100
0|2020-03-31|309.0|0|309.0|0|10.0|0|0.0|100
0|2020-04-01|388.0|0|388.0|0|10.0|0|0.0|100
0|2020-04-02|453.0|0|453.0|0|10.0|0|0.0|100
0|2020-04-03|486.0|0|486.0|0|13.0|0|0.0|100
0|2020-04-04|538.0|0|538.0|0|13.0|0|0.0|100
0|2020-04-05|555.0|0|555.0|0|13.0|0|0.0|100
0|2020-04-06|579.0|0|579.0|0|13.0|0|0.0|100
0|2020-04-07|589.0|0|589.0|0|21.0|0|0.0|100
0|2020-04-08|617.0|0|617.0|0|21.0|0|0.0|100
0|2020-04-09|633.0|0|633.0|0|21.0|0|0.0|100
0|2020-04-10|638.0|0|638.0|0|21.0|0|0.0|100
0|2020-04-11|652.0|0|652.0|0|21.0|0|0.0|100
0|2020-04-12|652.0|0|652.0|0|21.0|0|0.0|100
0|2020-04-13|701.0|0|701.0|0|21.0|0|0.0|100
0|2020-04-14|721.0|0|747.0|0|21.0|0|0.0|100
0|2020-04-15|747.0|0|767.0|0|21.0|0|0.0|100
0|2020-04-16|767.0|0|767.0|0|28.0|0|0.0|100
0|2020-04-17|797.0|0|797.0|0|28.0|0|0.0|100
0|2020-04-18|838.0|0|838.0|0|28.0|0|0.0|100
0|2020-04-19|838.0|0|838.0|0|28.0|0|0.0|100
0|2020-04-20|920.0|0|920.0|0|28.0|0|0.0|100
0|2020-04-21|935.0|0|935.0|0|28.0|0|0.0|100
0|2020-04-22|958.0|0|958.0|0|39.0|0|0.0|100
0|2020-04-23|966.0|0|966.0|0|39.0|0|0.0|100
0|2020-04-24|989.0|0|989.0|0|41.0|0|0.0|100
0|2020-04-25|1019.0|0|1019.0|0|41.0|0|0.0|100
0|2020-04-26|1019.0|0|1019.0|0|41.0|0|0.0|100
0|2020-04-27|1080.0|0|1080.0|0|41.0|0|0.0|100
0|2020-04-28|1099.0|0|1099.0|0|48.0|0|0.0|100
0|2020-04-29|1136.0|0|1136.0|0|48.0|0|0.0|100
0|2020-04-30|1177.0|0|1177.0|0|48.0|0|0.0|100
0|2020-05-01|1197.0|0|1197.0|0|51.0|0|0.0|100
0|2020-05-02|1233.0|0|1233.0|0|51.0|0|0.0|100
0|2020-05-03|1233.0|0|1272.0|0|51.0|0|0.0|100
0|2020-05-04|1281.0|0|1281.0|0|51.0|0|0.0|100
0|2020-05-05|1315.0|0|1315.0|0|56.0|0|0.0|100
0|2020-05-06|1341.0|0|1341.0|0|56.0|0|0.0|100
0|2020-05-07|1377.0|0|1377.0|0|56.0|0|0.0|100
0|2020-05-08|1397.0|0|1398.0|0|56.0|0|0.0|100
0|2020-05-09|1425.0|0|1425.0|0|56.0|0|0.0|100
0|2020-05-10|1425.0|0|1453.0|0|56.0|0|0.0|100
0|2020-05-11|1464.0|0|1464.0|0|56.0|0|0.0|100
0|2020-05-12|1497.0|0|1499.0|0|65.0|0|0.0|100
