|dates|Hendricks_Indiana_UnitedStates.JHU_ConfirmedCases.data|Hendricks_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Hendricks_Indiana_UnitedStates.NYT_ConfirmedCases.data|Hendricks_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Hendricks_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Hendricks_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Hendricks_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Hendricks_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-09|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-10|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-11|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-12|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-13|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-14|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-15|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-16|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-17|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-18|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-19|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-20|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-21|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-22|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-23|8.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-24|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-25|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-26|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-03-27|28.0|0|28.0|0|2.0|0|0.0|100
0|2020-03-28|36.0|0|36.0|0|2.0|0|0.0|100
0|2020-03-29|48.0|0|48.0|0|2.0|0|0.0|100
0|2020-03-30|58.0|0|58.0|0|1.0|0|0.0|100
0|2020-03-31|70.0|0|70.0|0|1.0|0|0.0|100
0|2020-04-01|91.0|0|91.0|0|1.0|0|0.0|100
0|2020-04-02|116.0|0|116.0|0|1.0|0|0.0|100
0|2020-04-03|138.0|0|138.0|0|1.0|0|0.0|100
0|2020-04-04|163.0|0|163.0|0|4.0|0|0.0|100
0|2020-04-05|177.0|0|177.0|0|4.0|0|0.0|100
0|2020-04-06|196.0|0|197.0|0|4.0|0|0.0|100
0|2020-04-07|225.0|0|226.0|0|5.0|0|0.0|100
0|2020-04-08|243.0|0|244.0|0|6.0|0|0.0|100
0|2020-04-09|256.0|0|259.0|0|8.0|0|0.0|100
0|2020-04-10|287.0|0|291.0|0|8.0|0|0.0|100
0|2020-04-11|301.0|0|307.0|0|9.0|0|0.0|100
0|2020-04-12|315.0|0|321.0|0|10.0|0|0.0|100
0|2020-04-13|330.0|0|336.0|0|10.0|0|0.0|100
0|2020-04-14|350.0|0|357.0|0|11.0|0|0.0|100
0|2020-04-15|360.0|0|367.0|0|12.0|0|0.0|100
0|2020-04-16|378.0|0|385.0|0|15.0|0|0.0|100
0|2020-04-17|407.0|0|414.0|0|17.0|0|0.0|100
0|2020-04-18|435.0|0|442.0|0|17.0|0|0.0|100
0|2020-04-19|471.0|0|478.0|0|17.0|0|0.0|100
0|2020-04-20|499.0|0|506.0|0|17.0|0|0.0|100
0|2020-04-21|511.0|0|519.0|0|18.0|0|0.0|100
0|2020-04-22|518.0|0|527.0|0|20.0|0|0.0|100
0|2020-04-23|565.0|0|577.0|0|25.0|0|0.0|100
0|2020-04-24|582.0|0|594.0|0|26.0|0|0.0|100
0|2020-04-25|611.0|0|623.0|0|26.0|0|0.0|100
0|2020-04-26|644.0|0|656.0|0|29.0|0|0.0|100
0|2020-04-27|643.0|0|656.0|0|29.0|0|0.0|100
0|2020-04-28|645.0|0|658.0|0|31.0|0|0.0|100
0|2020-04-29|658.0|0|671.0|0|33.0|0|0.0|100
0|2020-04-30|667.0|0|681.0|0|34.0|0|0.0|100
0|2020-05-01|701.0|0|716.0|0|40.0|0|0.0|100
0|2020-05-02|745.0|0|761.0|0|41.0|0|0.0|100
0|2020-05-03|764.0|0|780.0|0|41.0|0|0.0|100
0|2020-05-04|774.0|0|790.0|0|41.0|0|0.0|100
0|2020-05-05|785.0|0|801.0|0|44.0|0|0.0|100
0|2020-05-06|883.0|0|899.0|0|46.0|0|0.0|100
0|2020-05-07|893.0|0|910.0|0|49.0|0|0.0|100
0|2020-05-08|927.0|0|944.0|0|52.0|0|0.0|100
0|2020-05-09|951.0|0|969.0|0|53.0|0|0.0|100
0|2020-05-10|958.0|0|976.0|0|53.0|0|0.0|100
0|2020-05-11|973.0|0|991.0|0|54.0|0|0.0|100
0|2020-05-12|984.0|0|1003.0|0|55.0|0|0.0|100
0|2020-05-13|989.0|0|1007.0|0|56.0|0|0.0|100
