|dates|Cameron_Texas_UnitedStates.JHU_ConfirmedCases.data|Cameron_Texas_UnitedStates.JHU_ConfirmedCases.missing|Cameron_Texas_UnitedStates.NYT_ConfirmedCases.data|Cameron_Texas_UnitedStates.NYT_ConfirmedCases.missing|Cameron_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Cameron_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Cameron_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Cameron_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|2.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-22|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-23|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-24|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-25|7.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-26|10.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-27|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-28|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-29|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-03-30|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-03-31|26.0|0|26.0|0|0.0|0|0.0|100
0|2020-04-01|26.0|0|26.0|0|0.0|0|0.0|100
0|2020-04-02|37.0|0|37.0|0|0.0|0|0.0|100
0|2020-04-03|55.0|0|55.0|0|0.0|0|0.0|100
0|2020-04-04|62.0|0|62.0|0|0.0|0|0.0|100
0|2020-04-05|77.0|0|77.0|0|0.0|0|0.0|100
0|2020-04-06|87.0|0|87.0|0|0.0|0|0.0|100
0|2020-04-07|101.0|0|101.0|0|1.0|0|0.0|100
0|2020-04-08|108.0|0|108.0|0|1.0|0|0.0|100
0|2020-04-09|118.0|0|126.0|0|1.0|0|0.0|100
0|2020-04-10|147.0|0|147.0|0|3.0|0|0.0|100
0|2020-04-11|159.0|0|159.0|0|3.0|0|0.0|100
0|2020-04-12|195.0|0|195.0|0|3.0|0|0.0|100
0|2020-04-13|195.0|0|195.0|0|3.0|0|0.0|100
0|2020-04-14|216.0|0|216.0|0|3.0|0|0.0|100
0|2020-04-15|239.0|0|239.0|0|3.0|0|0.0|100
0|2020-04-16|254.0|0|254.0|0|3.0|0|0.0|100
0|2020-04-17|270.0|0|279.0|0|4.0|0|0.0|100
0|2020-04-18|279.0|0|298.0|0|5.0|0|0.0|100
0|2020-04-19|298.0|0|298.0|0|6.0|0|0.0|100
0|2020-04-20|298.0|0|298.0|0|6.0|0|0.0|100
0|2020-04-21|310.0|0|310.0|0|7.0|0|0.0|100
0|2020-04-22|321.0|0|321.0|0|9.0|0|0.0|100
0|2020-04-23|333.0|0|333.0|0|12.0|0|0.0|100
0|2020-04-24|344.0|0|344.0|0|14.0|0|0.0|100
0|2020-04-25|354.0|0|354.0|0|14.0|0|0.0|100
0|2020-04-26|366.0|0|366.0|0|14.0|0|0.0|100
0|2020-04-27|366.0|0|376.0|0|14.0|0|0.0|100
0|2020-04-28|376.0|0|376.0|0|14.0|0|0.0|100
0|2020-04-29|387.0|0|401.0|0|16.0|0|0.0|100
0|2020-04-30|401.0|0|401.0|0|17.0|0|0.0|100
0|2020-05-01|412.0|0|412.0|0|18.0|0|0.0|100
0|2020-05-02|421.0|0|421.0|0|18.0|0|0.0|100
0|2020-05-03|432.0|0|432.0|0|18.0|0|0.0|100
0|2020-05-04|432.0|0|443.0|0|18.0|0|0.0|100
0|2020-05-05|443.0|0|443.0|0|18.0|0|0.0|100
0|2020-05-06|454.0|0|469.0|0|18.0|0|0.0|100
0|2020-05-07|469.0|0|483.0|0|19.0|0|0.0|100
0|2020-05-08|483.0|0|483.0|0|20.0|0|0.0|100
0|2020-05-09|494.0|0|494.0|0|22.0|0|0.0|100
0|2020-05-10|512.0|0|512.0|0|22.0|0|0.0|100
0|2020-05-11|512.0|0|527.0|0|22.0|0|0.0|100
0|2020-05-12|527.0|0|527.0|0|23.0|0|0.0|100
0|2020-05-13|544.0|0|544.0|0|25.0|0|0.0|100
