|dates|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Columbus_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Columbus_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-28|2.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-29|3.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-30|3.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-31|4.0|0|2.0|0|0.0|0|0.0|100
0|2020-04-01|4.0|0|2.0|0|0.0|0|0.0|100
0|2020-04-02|4.0|0|2.0|0|0.0|0|0.0|100
0|2020-04-03|5.0|0|2.0|0|0.0|0|0.0|100
0|2020-04-04|6.0|0|4.0|0|0.0|0|0.0|100
0|2020-04-05|8.0|0|5.0|0|0.0|0|0.0|100
0|2020-04-06|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-04-07|13.0|0|13.0|0|1.0|0|0.0|100
0|2020-04-08|14.0|0|14.0|0|1.0|0|0.0|100
0|2020-04-09|20.0|0|16.0|0|1.0|0|0.0|100
0|2020-04-10|20.0|0|20.0|0|1.0|0|0.0|100
0|2020-04-11|31.0|0|31.0|0|1.0|0|0.0|100
0|2020-04-12|31.0|0|31.0|0|1.0|0|0.0|100
0|2020-04-13|37.0|0|37.0|0|1.0|0|0.0|100
0|2020-04-14|37.0|0|37.0|0|1.0|0|0.0|100
0|2020-04-15|40.0|0|37.0|0|1.0|0|0.0|100
0|2020-04-16|50.0|0|41.0|0|1.0|0|0.0|100
0|2020-04-17|55.0|0|50.0|0|2.0|0|0.0|100
0|2020-04-18|55.0|0|51.0|0|2.0|0|0.0|100
0|2020-04-19|58.0|0|57.0|0|3.0|0|0.0|100
0|2020-04-20|59.0|0|59.0|0|3.0|0|0.0|100
0|2020-04-21|61.0|0|61.0|0|3.0|0|0.0|100
0|2020-04-22|76.0|0|66.0|0|5.0|0|0.0|100
0|2020-04-23|76.0|0|74.0|0|5.0|0|0.0|100
0|2020-04-24|87.0|0|80.0|0|5.0|0|0.0|100
0|2020-04-25|87.0|0|87.0|0|5.0|0|0.0|100
0|2020-04-26|90.0|0|90.0|0|7.0|0|0.0|100
0|2020-04-27|94.0|0|90.0|0|8.0|0|0.0|100
0|2020-04-28|103.0|0|94.0|0|8.0|0|0.0|100
0|2020-04-29|103.0|0|102.0|0|8.0|0|0.0|100
0|2020-04-30|153.0|0|139.0|0|10.0|0|0.0|100
0|2020-05-01|153.0|0|149.0|0|10.0|0|0.0|100
0|2020-05-02|164.0|0|164.0|0|10.0|0|0.0|100
0|2020-05-03|166.0|0|166.0|0|10.0|0|0.0|100
0|2020-05-04|167.0|0|167.0|0|10.0|0|0.0|100
0|2020-05-05|167.0|0|167.0|0|11.0|0|0.0|100
0|2020-05-06|177.0|0|175.0|0|11.0|0|0.0|100
0|2020-05-07|184.0|0|184.0|0|11.0|0|0.0|100
0|2020-05-08|186.0|0|186.0|0|13.0|0|0.0|100
0|2020-05-09|196.0|0|196.0|0|13.0|0|0.0|100
0|2020-05-10|203.0|0|200.0|0|14.0|0|0.0|100
0|2020-05-11|213.0|0|205.0|0|16.0|0|0.0|100
0|2020-05-12|213.0|0|212.0|0|16.0|0|0.0|100
