|dates|Winkler_Texas_UnitedStates.AverageDailyTemperature.data|Winkler_Texas_UnitedStates.AverageDailyTemperature.missing|Winkler_Texas_UnitedStates.AverageDewPoint.data|Winkler_Texas_UnitedStates.AverageDewPoint.missing|Winkler_Texas_UnitedStates.AverageRelativeHumidity.data|Winkler_Texas_UnitedStates.AverageRelativeHumidity.missing|Winkler_Texas_UnitedStates.AverageSurfaceAirPressure.data|Winkler_Texas_UnitedStates.AverageSurfaceAirPressure.missing
0|2020-01-01|42.583333333333336|0|25.125|0|55.375|0|26.91125|0
0|2020-01-02|51.3125|0|30.375|0|46.291666666666664|0|26.724375|0
0|2020-01-03|44.84375|0|36.416666666666664|0|74.95833333333333|0|27.182479166666663|0
0|2020-01-04|44.5|0|27.083333333333332|0|57.375|0|27.339583333333326|0
0|2020-01-05|48.291666666666664|0|25.458333333333332|0|46.875|0|27.30666666666667|0
0|2020-01-06|45.083333333333336|0|21.916666666666668|0|48.875|0|27.266249999999996|0
0|2020-01-07|42.0|0|14.416666666666666|0|41.875|0|27.373333333333324|0
0|2020-01-08|49.666666666666664|0|22.166666666666668|0|37.333333333333336|0|27.090000000000007|0
0|2020-01-09|55.854166666666664|0|32.770833333333336|0|55.197916666666664|0|26.935625|0
0|2020-01-10|49.175000000000004|0|38.083333333333336|0|71.65833333333333|0|26.913916666666662|0
0|2020-01-11|43.125|0|25.229166666666668|0|55.666666666666664|0|27.156249999999996|0
0|2020-01-12|46.916666666666664|0|21.5|0|40.5|0|27.08208333333333|0
0|2020-01-13|48.541666666666664|0|25.375|0|49.625|0|27.10833333333333|0
0|2020-01-14|49.375|0|19.416666666666668|0|43.291666666666664|0|27.126666666666676|0
0|2020-01-15|54.322916666666664|0|24.416666666666668|0|33.677083333333336|0|27.13614583333333|0
0|2020-01-16|42.62847222222222|0|33.0625|0|72.36805555555556|0|27.36135416666667|0
0|2020-01-17|44.541666666666664|0|40.125|0|85.39583333333333|0|27.178402777777787|0
0|2020-01-18|44.79722222222222|0|31.45277777777778|0|64.93611111111112|0|27.350111111111108|0
0|2020-01-19|40.833333333333336|0|22.75|0|52.333333333333336|0|27.462500000000006|0
0|2020-01-20|44.958333333333336|0|24.583333333333332|0|46.416666666666664|0|27.464999999999993|0
0|2020-01-21|46.208333333333336|0|30.875|0|57.479166666666664|0|27.221666666666675|0
0|2020-01-22|50.458333333333336|0|38.020833333333336|0|67.41666666666667|0|26.99875|0
0|2020-01-23|48.291666666666664|0|31.125|0|53.916666666666664|0|27.1225|0
0|2020-01-24|47.833333333333336|0|33.083333333333336|0|60.125|0|27.13583333333334|0
0|2020-01-25|52.958333333333336|0|30.0|0|49.166666666666664|0|27.05|0
0|2020-01-26|52.791666666666664|0|26.125|0|39.75|0|27.09083333333332|0
0|2020-01-27|53.333333333333336|0|30.458333333333332|0|46.916666666666664|0|26.98166666666667|0
0|2020-01-28|49.083333333333336|0|26.625|0|43.875|0|27.081249999999997|0
0|2020-01-29|42.604166666666664|0|21.020833333333332|0|47.541666666666664|0|27.097499999999997|0
0|2020-01-30|39.229166666666664|0|31.1875|0|73.54166666666667|0|27.09354166666667|0
0|2020-01-31|38.041666666666664|0|33.0|0|82.66666666666667|0|27.254166666666652|0
0|2020-02-01|46.75|0|29.020833333333332|0|57.895833333333336|0|27.29854166666666|0
0|2020-02-02|51.208333333333336|0|23.833333333333332|0|42.958333333333336|0|27.082083333333333|0
0|2020-02-03|58.583333333333336|0|32.541666666666664|0|39.416666666666664|0|26.794583333333332|0
0|2020-02-04|43.06597222222222|0|35.96875|0|76.75|0|26.91145833333334|0
0|2020-02-05|26.9375|0|21.90892857142857|0|81.71914682539682|0|27.031146825396835|0
0|2020-02-06|35.166666666666664|0|21.916666666666668|0|63.916666666666664|0|26.89916666666667|0
0|2020-02-07|50.0|0|31.333333333333332|0|51.583333333333336|0|26.9575|0
0|2020-02-08|47.083333333333336|0|33.375|0|63.791666666666664|0|27.071666666666673|0
0|2020-02-09|56.24305555555555|0|34.94444444444444|0|54.166666666666664|0|26.981458333333332|0
0|2020-02-10|47.513888888888886|0|37.0|0|67.99999999999999|0|27.069027777777766|0
0|2020-02-11|36.56944444444445|0|34.454861111111114|0|92.17361111111113|0|27.142465277777777|0
0|2020-02-12|42.541666666666664|0|32.645833333333336|0|72.0625|0|27.069166666666664|0
0|2020-02-13|41.333333333333336|0|28.0|0|63.375|0|27.217708333333338|0
0|2020-02-14|42.32638888888889|0|33.18055555555556|0|72.5625|0|27.237222222222226|0
0|2020-02-15|52.541666666666664|0|33.875|0|56.708333333333336|0|27.121666666666673|0
0|2020-02-16|56.583333333333336|0|26.333333333333332|0|39.958333333333336|0|27.03625000000001|0
0|2020-02-17|60.458333333333336|0|27.166666666666668|0|31.041666666666668|0|26.920416666666664|0
0|2020-02-18|50.13194444444445|0|34.611111111111114|0|57.166666666666664|0|27.175347222222225|0
0|2020-02-19|44.020833333333336|0|34.291666666666664|0|69.45833333333333|0|27.265208333333334|0
0|2020-02-20|41.645833333333336|0|34.3125|0|76.33333333333333|0|27.428749999999997|0
0|2020-02-21|38.583333333333336|0|29.145833333333332|0|69.72916666666667|0|27.52104166666666|0
0|2020-02-22|51.125|0|35.583333333333336|0|57.083333333333336|0|27.1925|0
0|2020-02-23|56.125|0|33.583333333333336|0|48.791666666666664|0|27.011666666666667|0
0|2020-02-24|56.916666666666664|0|25.5|0|33.833333333333336|0|26.9725|0
0|2020-02-25|44.958333333333336|0|21.25|0|42.833333333333336|0|27.194166666666664|0
0|2020-02-26|35.875|0|11.666666666666666|0|38.833333333333336|0|27.49666666666666|0
0|2020-02-27|44.625|0|12.125|0|32.916666666666664|0|27.303749999999994|0
0|2020-02-28|49.666666666666664|0|16.166666666666668|0|31.708333333333332|0|27.33041666666666|0
0|2020-02-29|60.5|0|17.125|0|20.625|0|27.100000000000005|0
0|2020-03-01|59.25|0|30.875|0|37.375|0|26.95750000000001|0
0|2020-03-02|62.083333333333336|0|30.0|0|30.708333333333332|0|26.92208333333333|0
0|2020-03-03|54.416666666666664|0|49.270833333333336|0|83.375|0|26.913125000000004|0
0|2020-03-04|49.229166666666664|0|44.416666666666664|0|83.60416666666667|0|27.076666666666657|0
