|dates|Boulder_Colorado_UnitedStates.JHU_ConfirmedCases.data|Boulder_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Boulder_Colorado_UnitedStates.NYT_ConfirmedCases.data|Boulder_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Boulder_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Boulder_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Boulder_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Boulder_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|0.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-16|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-17|11.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-18|11.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-19|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-20|16.0|0|24.0|0|0.0|0|0.0|100
0|2020-03-21|30.0|0|30.0|0|0.0|0|0.0|100
0|2020-03-22|37.0|0|37.0|0|0.0|0|0.0|100
0|2020-03-23|39.0|0|39.0|0|0.0|0|0.0|100
0|2020-03-24|39.0|0|49.0|0|0.0|0|0.0|100
0|2020-03-25|49.0|0|51.0|0|0.0|0|0.0|100
0|2020-03-26|66.0|0|66.0|0|0.0|0|0.0|100
0|2020-03-27|66.0|0|76.0|0|0.0|0|0.0|100
0|2020-03-28|76.0|0|84.0|0|1.0|0|0.0|100
0|2020-03-29|90.0|0|90.0|0|1.0|0|0.0|100
0|2020-03-30|90.0|0|100.0|0|1.0|0|0.0|100
0|2020-03-31|107.0|0|107.0|0|2.0|0|0.0|100
0|2020-04-01|107.0|0|114.0|0|2.0|0|0.0|100
0|2020-04-02|114.0|0|132.0|0|2.0|0|0.0|100
0|2020-04-03|132.0|0|143.0|0|2.0|0|0.0|100
0|2020-04-04|143.0|0|159.0|0|2.0|0|0.0|100
0|2020-04-05|177.0|0|177.0|0|3.0|0|0.0|100
0|2020-04-06|189.0|0|189.0|0|3.0|0|0.0|100
0|2020-04-07|206.0|0|206.0|0|3.0|0|0.0|100
0|2020-04-08|207.0|0|207.0|0|3.0|0|0.0|100
0|2020-04-09|207.0|0|217.0|0|3.0|0|0.0|100
0|2020-04-10|217.0|0|234.0|0|3.0|0|0.0|100
0|2020-04-11|234.0|0|246.0|0|7.0|0|0.0|100
0|2020-04-12|264.0|0|264.0|0|11.0|0|0.0|100
0|2020-04-13|284.0|0|284.0|0|12.0|0|0.0|100
0|2020-04-14|293.0|0|293.0|0|14.0|0|0.0|100
0|2020-04-15|299.0|0|300.0|0|15.0|0|0.0|100
0|2020-04-16|300.0|0|312.0|0|15.0|0|0.0|100
0|2020-04-17|312.0|0|327.0|0|15.0|0|0.0|100
0|2020-04-18|327.0|0|342.0|0|15.0|0|0.0|100
0|2020-04-19|352.0|0|352.0|0|17.0|0|0.0|100
0|2020-04-20|352.0|0|360.0|0|17.0|0|0.0|100
0|2020-04-21|390.0|0|390.0|0|18.0|0|0.0|100
0|2020-04-22|417.0|0|417.0|0|20.0|0|0.0|100
0|2020-04-23|426.0|0|426.0|0|25.0|0|0.0|100
0|2020-04-24|470.0|0|470.0|0|28.0|0|0.0|100
0|2020-04-25|497.0|0|497.0|0|29.0|0|0.0|100
0|2020-04-26|500.0|0|500.0|0|30.0|0|0.0|100
0|2020-04-27|515.0|0|515.0|0|33.0|0|0.0|100
0|2020-04-28|543.0|0|543.0|0|33.0|0|0.0|100
0|2020-04-29|565.0|0|565.0|0|39.0|0|0.0|100
0|2020-04-30|580.0|0|580.0|0|40.0|0|0.0|100
0|2020-05-01|618.0|0|618.0|0|40.0|0|0.0|100
0|2020-05-02|646.0|0|646.0|0|42.0|0|0.0|100
0|2020-05-03|661.0|0|661.0|0|44.0|0|0.0|100
0|2020-05-04|679.0|0|679.0|0|44.0|0|0.0|100
0|2020-05-05|685.0|0|685.0|0|46.0|0|0.0|100
0|2020-05-06|700.0|0|700.0|0|46.0|0|0.0|100
0|2020-05-07|720.0|0|720.0|0|49.0|0|0.0|100
0|2020-05-08|743.0|0|743.0|0|50.0|0|0.0|100
0|2020-05-09|757.0|0|757.0|0|50.0|0|0.0|100
0|2020-05-10|767.0|0|767.0|0|53.0|0|0.0|100
0|2020-05-11|777.0|0|777.0|0|55.0|0|0.0|100
0|2020-05-12|788.0|0|788.0|0|56.0|0|0.0|100
0|2020-05-13|797.0|0|797.0|0|57.0|0|0.0|100
