|dates|AnneArundel_Maryland_UnitedStates.JHU_ConfirmedCases.data|AnneArundel_Maryland_UnitedStates.JHU_ConfirmedCases.missing|AnneArundel_Maryland_UnitedStates.NYT_ConfirmedCases.data|AnneArundel_Maryland_UnitedStates.NYT_ConfirmedCases.missing|AnneArundel_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|AnneArundel_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|AnneArundel_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|AnneArundel_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-17|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-18|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-19|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-20|9.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-21|15.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-22|18.0|0|19.0|0|0.0|0|0.0|100
0|2020-03-23|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-03-24|24.0|0|24.0|0|0.0|0|0.0|100
0|2020-03-25|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-03-26|41.0|0|42.0|0|0.0|0|0.0|100
0|2020-03-27|63.0|0|63.0|0|0.0|0|0.0|100
0|2020-03-28|88.0|0|88.0|0|0.0|0|0.0|100
0|2020-03-29|99.0|0|99.0|0|0.0|0|0.0|100
0|2020-03-30|110.0|0|110.0|0|0.0|0|0.0|100
0|2020-03-31|127.0|0|127.0|0|1.0|0|0.0|100
0|2020-04-01|158.0|0|158.0|0|1.0|0|0.0|100
0|2020-04-02|206.0|0|206.0|0|3.0|0|0.0|100
0|2020-04-03|249.0|0|249.0|0|4.0|0|0.0|100
0|2020-04-04|289.0|0|289.0|0|6.0|0|0.0|100
0|2020-04-05|319.0|0|319.0|0|6.0|0|0.0|100
0|2020-04-06|343.0|0|343.0|0|8.0|0|0.0|100
0|2020-04-07|370.0|0|370.0|0|8.0|0|0.0|100
0|2020-04-08|466.0|0|466.0|0|12.0|0|0.0|100
0|2020-04-09|505.0|0|505.0|0|12.0|0|0.0|100
0|2020-04-10|554.0|0|554.0|0|16.0|0|0.0|100
0|2020-04-11|615.0|0|615.0|0|19.0|0|0.0|100
0|2020-04-12|659.0|0|659.0|0|27.0|0|0.0|100
0|2020-04-13|724.0|0|724.0|0|29.0|0|0.0|100
0|2020-04-14|783.0|0|783.0|0|32.0|0|0.0|100
0|2020-04-15|845.0|0|850.0|0|32.0|0|0.0|100
0|2020-04-16|896.0|0|902.0|0|32.0|0|0.0|100
0|2020-04-17|966.0|0|972.0|0|34.0|0|0.0|100
0|2020-04-18|1005.0|0|1012.0|0|41.0|0|0.0|100
0|2020-04-19|1047.0|0|1053.0|0|46.0|0|0.0|100
0|2020-04-20|1098.0|0|1104.0|0|48.0|0|0.0|100
0|2020-04-21|1157.0|0|1164.0|0|52.0|0|0.0|100
0|2020-04-22|1190.0|0|1197.0|0|56.0|0|0.0|100
0|2020-04-23|1294.0|0|1301.0|0|61.0|0|0.0|100
0|2020-04-24|1294.0|0|1380.0|0|61.0|0|0.0|100
0|2020-04-25|1430.0|0|1438.0|0|70.0|0|0.0|100
0|2020-04-26|1510.0|0|1518.0|0|71.0|0|0.0|100
0|2020-04-27|1544.0|0|1552.0|0|74.0|0|0.0|100
0|2020-04-28|1571.0|0|1579.0|0|78.0|0|0.0|100
0|2020-04-29|1662.0|0|1670.0|0|83.0|0|0.0|100
0|2020-04-30|1725.0|0|1733.0|0|91.0|0|0.0|100
0|2020-05-01|1807.0|0|1815.0|0|90.0|0|0.0|100
0|2020-05-02|1885.0|0|1893.0|0|94.0|0|0.0|100
0|2020-05-03|1959.0|0|1967.0|0|96.0|0|0.0|100
0|2020-05-04|2018.0|0|2026.0|0|101.0|0|0.0|100
0|2020-05-05|2045.0|0|2054.0|0|107.0|0|0.0|100
0|2020-05-06|2085.0|0|2094.0|0|108.0|0|0.0|100
0|2020-05-07|2194.0|0|2203.0|0|111.0|0|0.0|100
0|2020-05-08|2290.0|0|2300.0|0|115.0|0|0.0|100
0|2020-05-09|2372.0|0|2381.0|0|117.0|0|0.0|100
0|2020-05-10|2463.0|0|2472.0|0|121.0|0|0.0|100
0|2020-05-11|2492.0|0|2501.0|0|124.0|0|0.0|100
