|dates|Tipton_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Tipton_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Tipton_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Tipton_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Tipton_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Tipton_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Tipton_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Tipton_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-22|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-23|6.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-24|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-25|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-26|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-27|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-28|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-29|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-30|15.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-31|21.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-01|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-04-02|24.0|0|24.0|0|0.0|0|0.0|100
0|2020-04-03|28.0|0|28.0|0|0.0|0|0.0|100
0|2020-04-04|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-04-05|33.0|0|33.0|0|0.0|0|0.0|100
0|2020-04-06|36.0|0|36.0|0|0.0|0|0.0|100
0|2020-04-07|38.0|0|38.0|0|0.0|0|0.0|100
0|2020-04-08|38.0|0|38.0|0|0.0|0|0.0|100
0|2020-04-09|39.0|0|39.0|0|0.0|0|0.0|100
0|2020-04-10|43.0|0|43.0|0|0.0|0|0.0|100
0|2020-04-11|44.0|0|44.0|0|0.0|0|0.0|100
0|2020-04-12|49.0|0|44.0|0|0.0|0|0.0|100
0|2020-04-13|50.0|0|50.0|0|0.0|0|0.0|100
0|2020-04-14|52.0|0|52.0|0|0.0|0|0.0|100
0|2020-04-15|52.0|0|53.0|0|0.0|0|0.0|100
0|2020-04-16|53.0|0|54.0|0|0.0|0|0.0|100
0|2020-04-17|54.0|0|55.0|0|0.0|0|0.0|100
0|2020-04-18|55.0|0|57.0|0|0.0|0|0.0|100
0|2020-04-19|56.0|0|56.0|0|0.0|0|0.0|100
0|2020-04-20|83.0|0|83.0|0|0.0|0|0.0|100
0|2020-04-21|83.0|0|83.0|0|0.0|0|0.0|100
0|2020-04-22|83.0|0|83.0|0|0.0|0|0.0|100
0|2020-04-23|87.0|0|87.0|0|0.0|0|0.0|100
0|2020-04-24|88.0|0|88.0|0|0.0|0|0.0|100
0|2020-04-25|91.0|0|91.0|0|0.0|0|0.0|100
0|2020-04-26|94.0|0|94.0|0|0.0|0|0.0|100
0|2020-04-27|95.0|0|95.0|0|0.0|0|0.0|100
0|2020-04-28|96.0|0|96.0|0|0.0|0|0.0|100
0|2020-04-29|98.0|0|98.0|0|0.0|0|0.0|100
0|2020-04-30|98.0|0|98.0|0|0.0|0|0.0|100
0|2020-05-01|98.0|0|98.0|0|0.0|0|0.0|100
0|2020-05-02|99.0|0|99.0|0|0.0|0|0.0|100
0|2020-05-03|146.0|0|146.0|0|0.0|0|0.0|100
0|2020-05-04|148.0|0|148.0|0|1.0|0|0.0|100
0|2020-05-05|149.0|0|149.0|0|1.0|0|0.0|100
0|2020-05-06|155.0|0|155.0|0|2.0|0|0.0|100
0|2020-05-07|158.0|0|158.0|0|2.0|0|0.0|100
0|2020-05-08|158.0|0|158.0|0|2.0|0|0.0|100
0|2020-05-09|158.0|0|158.0|0|2.0|0|0.0|100
0|2020-05-10|159.0|0|159.0|0|2.0|0|0.0|100
0|2020-05-11|373.0|0|373.0|0|2.0|0|0.0|100
0|2020-05-12|395.0|0|395.0|0|2.0|0|0.0|100
0|2020-05-13|400.0|0|400.0|0|2.0|0|0.0|100
