|dates|Hernando_Florida_UnitedStates.JHU_ConfirmedCases.data|Hernando_Florida_UnitedStates.JHU_ConfirmedCases.missing|Hernando_Florida_UnitedStates.NYT_ConfirmedCases.data|Hernando_Florida_UnitedStates.NYT_ConfirmedCases.missing|Hernando_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Hernando_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Hernando_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Hernando_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-20|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-21|6.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-22|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-23|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-24|5.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-25|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-26|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-27|10.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-28|13.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-29|14.0|0|20.0|0|0.0|0|0.0|100
0|2020-03-30|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-03-31|24.0|0|24.0|0|0.0|0|0.0|100
0|2020-04-01|24.0|0|28.0|0|0.0|0|0.0|100
0|2020-04-02|34.0|0|34.0|0|0.0|0|0.0|100
0|2020-04-03|38.0|0|38.0|0|0.0|0|0.0|100
0|2020-04-04|40.0|0|40.0|0|0.0|0|0.0|100
0|2020-04-05|43.0|0|43.0|0|0.0|0|0.0|100
0|2020-04-06|48.0|0|48.0|0|0.0|0|0.0|100
0|2020-04-07|51.0|0|51.0|0|0.0|0|0.0|100
0|2020-04-08|56.0|0|57.0|0|1.0|0|0.0|100
0|2020-04-09|58.0|0|62.0|0|1.0|0|0.0|100
0|2020-04-10|62.0|0|64.0|0|2.0|0|0.0|100
0|2020-04-11|65.0|0|69.0|0|2.0|0|0.0|100
0|2020-04-12|71.0|0|71.0|0|2.0|0|0.0|100
0|2020-04-13|71.0|0|71.0|0|2.0|0|0.0|100
0|2020-04-14|71.0|0|71.0|0|2.0|0|0.0|100
0|2020-04-15|76.0|0|76.0|0|2.0|0|0.0|100
0|2020-04-16|76.0|0|76.0|0|2.0|0|0.0|100
0|2020-04-17|83.0|0|83.0|0|2.0|0|0.0|100
0|2020-04-18|84.0|0|84.0|0|3.0|0|0.0|100
0|2020-04-19|84.0|0|84.0|0|3.0|0|0.0|100
0|2020-04-20|84.0|0|84.0|0|3.0|0|0.0|100
0|2020-04-21|84.0|0|84.0|0|3.0|0|0.0|100
0|2020-04-22|84.0|0|84.0|0|3.0|0|0.0|100
0|2020-04-23|83.0|0|83.0|0|3.0|0|0.0|100
0|2020-04-24|86.0|0|86.0|0|3.0|0|0.0|100
0|2020-04-25|89.0|0|89.0|0|3.0|0|0.0|100
0|2020-04-26|89.0|0|88.0|0|3.0|0|0.0|100
0|2020-04-27|89.0|0|89.0|0|4.0|0|0.0|100
0|2020-04-28|89.0|0|89.0|0|4.0|0|0.0|100
0|2020-04-29|89.0|0|89.0|0|4.0|0|0.0|100
0|2020-04-30|90.0|0|90.0|0|5.0|0|0.0|100
0|2020-05-01|92.0|0|92.0|0|5.0|0|0.0|100
0|2020-05-02|92.0|0|92.0|0|5.0|0|0.0|100
0|2020-05-03|94.0|0|94.0|0|5.0|0|0.0|100
0|2020-05-04|96.0|0|96.0|0|5.0|0|0.0|100
0|2020-05-05|96.0|0|96.0|0|5.0|0|0.0|100
0|2020-05-06|97.0|0|97.0|0|5.0|0|0.0|100
0|2020-05-07|97.0|0|97.0|0|5.0|0|0.0|100
0|2020-05-08|98.0|0|98.0|0|5.0|0|0.0|100
0|2020-05-09|98.0|0|98.0|0|5.0|0|0.0|100
0|2020-05-10|100.0|0|100.0|0|5.0|0|0.0|100
0|2020-05-11|101.0|0|101.0|0|5.0|0|0.0|100
0|2020-05-12|101.0|0|101.0|0|5.0|0|0.0|100
0|2020-05-13|101.0|0|101.0|0|5.0|0|0.0|100
