|dates|Delaware_Ohio_UnitedStates.JHU_ConfirmedCases.data|Delaware_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Delaware_Ohio_UnitedStates.NYT_ConfirmedCases.data|Delaware_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Delaware_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Delaware_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Delaware_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Delaware_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-19|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-20|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-21|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-22|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-23|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-24|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-25|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-26|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-27|20.0|0|22.0|0|0.0|0|0.0|100
0|2020-03-28|26.0|0|26.0|0|0.0|0|0.0|100
0|2020-03-29|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-03-30|38.0|0|38.0|0|1.0|0|0.0|100
0|2020-03-31|42.0|0|40.0|0|1.0|0|0.0|100
0|2020-04-01|47.0|0|47.0|0|1.0|0|0.0|100
0|2020-04-02|50.0|0|50.0|0|1.0|0|0.0|100
0|2020-04-03|61.0|0|61.0|0|1.0|0|0.0|100
0|2020-04-04|69.0|0|69.0|0|1.0|0|0.0|100
0|2020-04-05|70.0|0|70.0|0|1.0|0|0.0|100
0|2020-04-06|77.0|0|77.0|0|1.0|0|0.0|100
0|2020-04-07|77.0|0|77.0|0|1.0|0|0.0|100
0|2020-04-08|79.0|0|79.0|0|1.0|0|0.0|100
0|2020-04-09|84.0|0|84.0|0|2.0|0|0.0|100
0|2020-04-10|88.0|0|88.0|0|2.0|0|0.0|100
0|2020-04-11|89.0|0|89.0|0|2.0|0|0.0|100
0|2020-04-12|94.0|0|94.0|0|2.0|0|0.0|100
0|2020-04-13|96.0|0|96.0|0|2.0|0|0.0|100
0|2020-04-14|99.0|0|99.0|0|2.0|0|0.0|100
0|2020-04-15|108.0|0|108.0|0|3.0|0|0.0|100
0|2020-04-16|114.0|0|114.0|0|3.0|0|0.0|100
0|2020-04-17|119.0|0|119.0|0|3.0|0|0.0|100
0|2020-04-18|119.0|0|119.0|0|3.0|0|0.0|100
0|2020-04-19|123.0|0|123.0|0|3.0|0|0.0|100
0|2020-04-20|122.0|0|122.0|0|3.0|0|0.0|100
0|2020-04-21|127.0|0|127.0|0|3.0|0|0.0|100
0|2020-04-22|128.0|0|128.0|0|3.0|0|0.0|100
0|2020-04-23|132.0|0|132.0|0|3.0|0|0.0|100
0|2020-04-24|137.0|0|137.0|0|3.0|0|0.0|100
0|2020-04-25|138.0|0|138.0|0|3.0|0|0.0|100
0|2020-04-26|143.0|0|143.0|0|3.0|0|0.0|100
0|2020-04-27|148.0|0|148.0|0|3.0|0|0.0|100
0|2020-04-28|151.0|0|151.0|0|3.0|0|0.0|100
0|2020-04-29|153.0|0|153.0|0|4.0|0|0.0|100
0|2020-04-30|160.0|0|160.0|0|4.0|0|0.0|100
0|2020-05-01|163.0|0|163.0|0|4.0|0|0.0|100
0|2020-05-02|168.0|0|168.0|0|4.0|0|0.0|100
0|2020-05-03|175.0|0|175.0|0|4.0|0|0.0|100
0|2020-05-04|179.0|0|179.0|0|4.0|0|0.0|100
0|2020-05-05|184.0|0|184.0|0|4.0|0|0.0|100
0|2020-05-06|190.0|0|190.0|0|4.0|0|0.0|100
0|2020-05-07|196.0|0|196.0|0|4.0|0|0.0|100
0|2020-05-08|199.0|0|199.0|0|4.0|0|0.0|100
0|2020-05-09|211.0|0|211.0|0|4.0|0|0.0|100
0|2020-05-10|220.0|0|220.0|0|4.0|0|0.0|100
0|2020-05-11|222.0|0|222.0|0|4.0|0|0.0|100
0|2020-05-12|232.0|0|232.0|0|4.0|0|0.0|100
0|2020-05-13|234.0|0|234.0|0|4.0|0|0.0|100
