|dates|Ulster_NewYork_UnitedStates.JHU_ConfirmedCases.data|Ulster_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Ulster_NewYork_UnitedStates.NYT_ConfirmedCases.data|Ulster_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Ulster_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Ulster_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Ulster_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Ulster_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-09|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-10|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-11|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-12|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-13|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-14|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-15|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-16|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-17|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-18|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-19|9.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-20|9.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-21|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-22|18.0|0|26.0|0|0.0|0|0.0|100
0|2020-03-23|18.0|0|35.0|0|0.0|0|0.0|100
0|2020-03-24|35.0|0|47.0|0|0.0|0|0.0|100
0|2020-03-25|65.0|0|65.0|0|0.0|0|0.0|100
0|2020-03-26|78.0|0|89.0|0|0.0|0|0.0|100
0|2020-03-27|98.0|0|98.0|0|0.0|0|0.0|100
0|2020-03-28|133.0|0|128.0|0|0.0|0|0.0|100
0|2020-03-29|146.0|0|179.0|0|0.0|0|0.0|100
0|2020-03-30|190.0|0|207.0|0|0.0|0|0.0|100
0|2020-03-31|207.0|0|215.0|0|0.0|0|0.0|100
0|2020-04-01|222.0|0|222.0|0|3.0|0|0.0|100
0|2020-04-02|240.0|0|243.0|0|3.0|0|0.0|100
0|2020-04-03|263.0|0|243.0|0|3.0|0|0.0|100
0|2020-04-04|290.0|0|318.0|0|4.0|0|0.0|100
0|2020-04-05|358.0|0|358.0|0|4.0|0|0.0|100
0|2020-04-06|382.0|0|382.0|0|4.0|0|0.0|100
0|2020-04-07|398.0|0|402.0|0|5.0|0|0.0|100
0|2020-04-08|462.0|0|422.0|0|7.0|0|0.0|100
0|2020-04-09|462.0|0|460.0|0|8.0|0|0.0|100
0|2020-04-10|530.0|0|530.0|0|8.0|0|0.0|100
0|2020-04-11|589.0|0|589.0|0|8.0|0|0.0|100
0|2020-04-12|655.0|0|612.0|0|11.0|0|0.0|100
0|2020-04-13|716.0|0|630.0|0|11.0|0|0.0|100
0|2020-04-14|716.0|0|690.0|0|13.0|0|0.0|100
0|2020-04-15|745.0|0|733.0|0|13.0|0|0.0|100
0|2020-04-16|845.0|0|761.0|0|15.0|0|0.0|100
0|2020-04-17|880.0|0|788.0|0|15.0|0|0.0|100
0|2020-04-18|880.0|0|820.0|0|16.0|0|0.0|100
0|2020-04-19|960.0|0|854.0|0|16.0|0|0.0|100
0|2020-04-20|997.0|0|877.0|0|16.0|0|0.0|100
0|2020-04-21|1018.0|0|893.0|0|17.0|0|0.0|100
0|2020-04-22|1018.0|0|913.0|0|17.0|0|0.0|100
0|2020-04-23|942.0|0|942.0|0|21.0|0|0.0|100
0|2020-04-24|976.0|0|976.0|0|23.0|0|0.0|100
0|2020-04-25|1166.0|0|1166.0|0|23.0|0|0.0|100
0|2020-04-26|1190.0|0|1190.0|0|23.0|0|0.0|100
0|2020-04-27|1219.0|0|1219.0|0|24.0|0|0.0|100
0|2020-04-28|1230.0|0|1230.0|0|24.0|0|0.0|100
0|2020-04-29|1252.0|0|1252.0|0|30.0|0|0.0|100
0|2020-04-30|1279.0|0|1279.0|0|30.0|0|0.0|100
0|2020-05-01|1298.0|0|1298.0|0|37.0|0|0.0|100
0|2020-05-02|1327.0|0|1327.0|0|37.0|0|0.0|100
0|2020-05-03|1341.0|0|1341.0|0|37.0|0|0.0|100
0|2020-05-04|1354.0|0|1354.0|0|44.0|0|0.0|100
0|2020-05-05|1357.0|0|1357.0|0|44.0|0|0.0|100
0|2020-05-06|1383.0|0|1383.0|0|49.0|0|0.0|100
0|2020-05-07|1416.0|0|1416.0|0|51.0|0|0.0|100
0|2020-05-08|1429.0|0|1429.0|0|54.0|0|0.0|100
0|2020-05-09|1440.0|0|1440.0|0|54.0|0|0.0|100
0|2020-05-10|1450.0|0|1450.0|0|54.0|0|0.0|100
0|2020-05-11|1454.0|0|1454.0|0|58.0|0|0.0|100
0|2020-05-12|1465.0|0|1465.0|0|60.0|0|0.0|100
