|dates|Richland_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Richland_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Richland_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Richland_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Richland_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Richland_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Richland_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Richland_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-18|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-19|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-20|22.0|0|22.0|0|0.0|0|0.0|100
0|2020-03-21|27.0|0|28.0|0|0.0|0|0.0|100
0|2020-03-22|29.0|0|31.0|0|0.0|0|0.0|100
0|2020-03-23|43.0|0|43.0|0|0.0|0|0.0|100
0|2020-03-24|45.0|0|45.0|0|0.0|0|0.0|100
0|2020-03-25|59.0|0|59.0|0|0.0|0|0.0|100
0|2020-03-26|59.0|0|60.0|0|0.0|0|0.0|100
0|2020-03-27|65.0|0|65.0|0|1.0|0|0.0|100
0|2020-03-28|81.0|0|81.0|0|2.0|0|0.0|100
0|2020-03-29|95.0|0|98.0|0|2.0|0|0.0|100
0|2020-03-30|135.0|0|135.0|0|2.0|0|0.0|100
0|2020-03-31|148.0|0|148.0|0|2.0|0|0.0|100
0|2020-04-01|176.0|0|176.0|0|3.0|0|0.0|100
0|2020-04-02|200.0|0|200.0|0|3.0|0|0.0|100
0|2020-04-03|224.0|0|224.0|0|5.0|0|0.0|100
0|2020-04-04|242.0|0|242.0|0|6.0|0|0.0|100
0|2020-04-05|298.0|0|298.0|0|6.0|0|0.0|100
0|2020-04-06|311.0|0|311.0|0|7.0|0|0.0|100
0|2020-04-07|340.0|0|340.0|0|7.0|0|0.0|100
0|2020-04-08|340.0|0|372.0|0|7.0|0|0.0|100
0|2020-04-09|417.0|0|417.0|0|10.0|0|0.0|100
0|2020-04-10|452.0|0|452.0|0|10.0|0|0.0|100
0|2020-04-11|479.0|0|479.0|0|10.0|0|0.0|100
0|2020-04-12|494.0|0|494.0|0|10.0|0|0.0|100
0|2020-04-13|494.0|0|524.0|0|10.0|0|0.0|100
0|2020-04-14|535.0|0|535.0|0|11.0|0|0.0|100
0|2020-04-15|548.0|0|548.0|0|12.0|0|0.0|100
0|2020-04-16|579.0|0|579.0|0|13.0|0|0.0|100
0|2020-04-17|612.0|0|612.0|0|14.0|0|0.0|100
0|2020-04-18|626.0|0|626.0|0|14.0|0|0.0|100
0|2020-04-19|652.0|0|652.0|0|14.0|0|0.0|100
0|2020-04-20|657.0|0|657.0|0|14.0|0|0.0|100
0|2020-04-21|657.0|0|689.0|0|14.0|0|0.0|100
0|2020-04-22|725.0|0|725.0|0|15.0|0|0.0|100
0|2020-04-23|736.0|0|736.0|0|17.0|0|0.0|100
0|2020-04-24|766.0|0|766.0|0|17.0|0|0.0|100
0|2020-04-25|787.0|0|787.0|0|18.0|0|0.0|100
0|2020-04-26|837.0|0|837.0|0|19.0|0|0.0|100
0|2020-04-27|840.0|0|840.0|0|19.0|0|0.0|100
0|2020-04-28|864.0|0|864.0|0|21.0|0|0.0|100
0|2020-04-29|884.0|0|884.0|0|30.0|0|0.0|100
0|2020-04-30|899.0|0|899.0|0|33.0|0|0.0|100
0|2020-05-01|913.0|0|913.0|0|34.0|0|0.0|100
0|2020-05-02|946.0|0|946.0|0|38.0|0|0.0|100
0|2020-05-03|964.0|0|964.0|0|40.0|0|0.0|100
0|2020-05-04|977.0|0|977.0|0|42.0|0|0.0|100
0|2020-05-05|990.0|0|990.0|0|47.0|0|0.0|100
0|2020-05-06|1014.0|0|1014.0|0|49.0|0|0.0|100
0|2020-05-07|1043.0|0|1043.0|0|52.0|0|0.0|100
0|2020-05-08|1057.0|0|1057.0|0|52.0|0|0.0|100
0|2020-05-09|1082.0|0|1082.0|0|54.0|0|0.0|100
0|2020-05-10|1100.0|0|1100.0|0|54.0|0|0.0|100
0|2020-05-11|1119.0|0|1119.0|0|57.0|0|0.0|100
0|2020-05-12|1145.0|0|1145.0|0|59.0|0|0.0|100
