|dates|Iberia_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Iberia_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Iberia_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Iberia_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Iberia_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Iberia_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Iberia_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Iberia_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-21|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-22|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-23|3.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-24|2.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-25|2.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-26|3.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-27|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-28|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-29|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-30|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-31|36.0|0|36.0|0|0.0|0|0.0|100
0|2020-04-01|49.0|0|49.0|0|1.0|0|0.0|100
0|2020-04-02|67.0|0|67.0|0|1.0|0|0.0|100
0|2020-04-03|78.0|0|78.0|0|3.0|0|0.0|100
0|2020-04-04|68.0|0|68.0|0|3.0|0|0.0|100
0|2020-04-05|69.0|0|69.0|0|3.0|0|0.0|100
0|2020-04-06|83.0|0|83.0|0|5.0|0|0.0|100
0|2020-04-07|89.0|0|89.0|0|5.0|0|0.0|100
0|2020-04-08|97.0|0|97.0|0|4.0|0|0.0|100
0|2020-04-09|108.0|0|108.0|0|5.0|0|0.0|100
0|2020-04-10|121.0|0|121.0|0|5.0|0|0.0|100
0|2020-04-11|128.0|0|128.0|0|5.0|0|0.0|100
0|2020-04-12|136.0|0|136.0|0|5.0|0|0.0|100
0|2020-04-13|142.0|0|142.0|0|5.0|0|0.0|100
0|2020-04-14|148.0|0|148.0|0|5.0|0|0.0|100
0|2020-04-15|159.0|0|159.0|0|7.0|0|0.0|100
0|2020-04-16|164.0|0|164.0|0|6.0|0|0.0|100
0|2020-04-17|175.0|0|175.0|0|8.0|0|0.0|100
0|2020-04-18|176.0|0|176.0|0|8.0|0|0.0|100
0|2020-04-19|184.0|0|184.0|0|8.0|0|0.0|100
0|2020-04-20|194.0|0|194.0|0|9.0|0|0.0|100
0|2020-04-21|195.0|0|195.0|0|10.0|0|0.0|100
0|2020-04-22|217.0|0|217.0|0|11.0|0|0.0|100
0|2020-04-23|228.0|0|228.0|0|12.0|0|0.0|100
0|2020-04-24|231.0|0|231.0|0|13.0|0|0.0|100
0|2020-04-25|240.0|0|240.0|0|15.0|0|0.0|100
0|2020-04-26|243.0|0|243.0|0|16.0|0|0.0|100
0|2020-04-27|245.0|0|245.0|0|17.0|0|0.0|100
0|2020-04-28|247.0|0|247.0|0|18.0|0|0.0|100
0|2020-04-29|248.0|0|248.0|0|19.0|0|0.0|100
0|2020-04-30|257.0|0|257.0|0|21.0|0|0.0|100
0|2020-05-01|261.0|0|261.0|0|21.0|0|0.0|100
0|2020-05-02|265.0|0|265.0|0|22.0|0|0.0|100
0|2020-05-03|267.0|0|267.0|0|23.0|0|0.0|100
0|2020-05-04|270.0|0|270.0|0|23.0|0|0.0|100
0|2020-05-05|274.0|0|274.0|0|23.0|0|0.0|100
0|2020-05-06|278.0|0|278.0|0|24.0|0|0.0|100
0|2020-05-07|281.0|0|281.0|0|26.0|0|0.0|100
0|2020-05-08|283.0|0|283.0|0|26.0|0|0.0|100
0|2020-05-09|285.0|0|285.0|0|26.0|0|0.0|100
0|2020-05-10|285.0|0|285.0|0|26.0|0|0.0|100
0|2020-05-11|286.0|0|286.0|0|26.0|0|0.0|100
0|2020-05-12|287.0|0|287.0|0|26.0|0|0.0|100
0|2020-05-13|352.0|0|352.0|0|26.0|0|0.0|100
