|dates|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Berkeley_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Berkeley_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Berkeley_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-22|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-23|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-24|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-25|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-26|5.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-27|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-28|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-29|14.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-30|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-31|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-04-01|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-04-02|33.0|0|33.0|0|0.0|0|0.0|100
0|2020-04-03|42.0|0|42.0|0|0.0|0|0.0|100
0|2020-04-04|45.0|0|45.0|0|0.0|0|0.0|100
0|2020-04-05|46.0|0|46.0|0|0.0|0|0.0|100
0|2020-04-06|52.0|0|52.0|0|0.0|0|0.0|100
0|2020-04-07|55.0|0|55.0|0|0.0|0|0.0|100
0|2020-04-08|55.0|0|56.0|0|0.0|0|0.0|100
0|2020-04-09|61.0|0|61.0|0|0.0|0|0.0|100
0|2020-04-10|67.0|0|67.0|0|1.0|0|0.0|100
0|2020-04-11|67.0|0|67.0|0|1.0|0|0.0|100
0|2020-04-12|83.0|0|83.0|0|1.0|0|0.0|100
0|2020-04-13|90.0|0|90.0|0|1.0|0|0.0|100
0|2020-04-14|98.0|0|98.0|0|3.0|0|0.0|100
0|2020-04-15|101.0|0|101.0|0|3.0|0|0.0|100
0|2020-04-16|116.0|0|116.0|0|3.0|0|0.0|100
0|2020-04-17|123.0|0|123.0|0|3.0|0|0.0|100
0|2020-04-18|124.0|0|124.0|0|3.0|0|0.0|100
0|2020-04-19|132.0|0|132.0|0|3.0|0|0.0|100
0|2020-04-20|138.0|0|138.0|0|3.0|0|0.0|100
0|2020-04-21|138.0|0|142.0|0|3.0|0|0.0|100
0|2020-04-22|143.0|0|143.0|0|6.0|0|0.0|100
0|2020-04-23|152.0|0|152.0|0|6.0|0|0.0|100
0|2020-04-24|162.0|0|162.0|0|6.0|0|0.0|100
0|2020-04-25|181.0|0|181.0|0|8.0|0|0.0|100
0|2020-04-26|181.0|0|173.0|0|8.0|0|0.0|100
0|2020-04-27|171.0|0|171.0|0|8.0|0|0.0|100
0|2020-04-28|174.0|0|174.0|0|9.0|0|0.0|100
0|2020-04-29|174.0|0|174.0|0|10.0|0|0.0|100
0|2020-04-30|180.0|0|180.0|0|10.0|0|0.0|100
0|2020-05-01|183.0|0|183.0|0|10.0|0|0.0|100
0|2020-05-02|185.0|0|185.0|0|10.0|0|0.0|100
0|2020-05-03|186.0|0|186.0|0|11.0|0|0.0|100
0|2020-05-04|190.0|0|190.0|0|11.0|0|0.0|100
0|2020-05-05|188.0|0|188.0|0|14.0|0|0.0|100
0|2020-05-06|189.0|0|189.0|0|14.0|0|0.0|100
0|2020-05-07|189.0|0|189.0|0|14.0|0|0.0|100
0|2020-05-08|191.0|0|191.0|0|14.0|0|0.0|100
0|2020-05-09|192.0|0|192.0|0|15.0|0|0.0|100
0|2020-05-10|192.0|0|192.0|0|15.0|0|0.0|100
0|2020-05-11|195.0|0|195.0|0|15.0|0|0.0|100
0|2020-05-12|197.0|0|197.0|0|15.0|0|0.0|100
