|dates|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Jefferson_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-09|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-10|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-11|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-12|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-13|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-14|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-15|4.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-16|6.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-17|7.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-18|8.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-19|8.0|0|14.0|0|1.0|0|0.0|100
0|2020-03-20|25.0|0|23.0|0|1.0|0|0.0|100
0|2020-03-21|25.0|0|25.0|0|1.0|0|0.0|100
0|2020-03-22|25.0|0|26.0|0|1.0|0|0.0|100
0|2020-03-23|33.0|0|31.0|0|1.0|0|0.0|100
0|2020-03-24|33.0|0|40.0|0|1.0|0|0.0|100
0|2020-03-25|35.0|0|43.0|0|2.0|0|0.0|100
0|2020-03-26|35.0|0|57.0|0|2.0|0|0.0|100
0|2020-03-27|35.0|0|76.0|0|2.0|0|0.0|100
0|2020-03-28|103.0|0|99.0|0|3.0|0|0.0|100
0|2020-03-29|97.0|0|108.0|0|3.0|0|0.0|100
0|2020-03-30|116.0|0|125.0|0|3.0|0|0.0|100
0|2020-03-31|206.0|0|190.0|0|3.0|0|0.0|100
0|2020-04-01|206.0|0|221.0|0|7.0|0|0.0|100
0|2020-04-02|228.0|0|249.0|0|7.0|0|0.0|100
0|2020-04-03|228.0|0|249.0|0|11.0|0|0.0|100
0|2020-04-04|299.0|0|294.0|0|11.0|0|0.0|100
0|2020-04-05|304.0|0|304.0|0|17.0|0|0.0|100
0|2020-04-06|304.0|0|313.0|0|17.0|0|0.0|100
0|2020-04-07|319.0|0|402.0|0|22.0|0|0.0|100
0|2020-04-08|319.0|0|402.0|0|22.0|0|0.0|100
0|2020-04-09|380.0|0|436.0|0|26.0|0|0.0|100
0|2020-04-10|380.0|0|495.0|0|26.0|0|0.0|100
0|2020-04-11|380.0|0|495.0|0|26.0|0|0.0|100
0|2020-04-12|495.0|0|503.0|0|26.0|0|0.0|100
0|2020-04-13|550.0|0|531.0|0|42.0|0|0.0|100
0|2020-04-14|531.0|0|573.0|0|46.0|0|0.0|100
0|2020-04-15|573.0|0|582.0|0|46.0|0|0.0|100
0|2020-04-16|600.0|0|600.0|0|56.0|0|0.0|100
0|2020-04-17|599.0|0|600.0|0|60.0|0|0.0|100
0|2020-04-18|689.0|0|689.0|0|60.0|0|0.0|100
0|2020-04-19|814.0|0|814.0|0|60.0|0|0.0|100
0|2020-04-20|867.0|0|867.0|0|67.0|0|0.0|100
0|2020-04-21|925.0|0|925.0|0|70.0|0|0.0|100
0|2020-04-22|954.0|0|954.0|0|76.0|0|0.0|100
0|2020-04-23|1008.0|0|1008.0|0|78.0|0|0.0|100
0|2020-04-24|1121.0|0|1121.0|0|78.0|0|0.0|100
0|2020-04-25|1121.0|0|1121.0|0|81.0|0|0.0|100
0|2020-04-26|1120.0|0|1121.0|0|81.0|0|0.0|100
0|2020-04-27|1140.0|0|1140.0|0|83.0|0|0.0|100
0|2020-04-28|1224.0|0|1224.0|0|85.0|0|0.0|100
0|2020-04-29|1281.0|0|1281.0|0|90.0|0|0.0|100
0|2020-04-30|1307.0|0|1307.0|0|91.0|0|0.0|100
0|2020-05-01|1352.0|0|1352.0|0|93.0|0|0.0|100
0|2020-05-02|1352.0|0|1365.0|0|93.0|0|0.0|100
0|2020-05-03|1403.0|0|1403.0|0|95.0|0|0.0|100
0|2020-05-04|1419.0|0|1419.0|0|101.0|0|0.0|100
0|2020-05-05|1497.0|0|1497.0|0|105.0|0|0.0|100
0|2020-05-06|1535.0|0|1535.0|0|106.0|0|0.0|100
0|2020-05-07|1578.0|0|1578.0|0|107.0|0|0.0|100
0|2020-05-08|1610.0|0|1610.0|0|108.0|0|0.0|100
0|2020-05-09|1642.0|0|1642.0|0|109.0|0|0.0|100
0|2020-05-10|1642.0|0|1642.0|0|109.0|0|0.0|100
0|2020-05-11|1691.0|0|1691.0|0|112.0|0|0.0|100
