|dates|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Hamilton_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Hamilton_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-17|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-18|3.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-19|5.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-21|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-22|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-23|12.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-24|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-25|26.0|0|15.0|0|1.0|0|0.0|100
0|2020-03-26|30.0|0|28.0|0|1.0|0|0.0|100
0|2020-03-27|30.0|0|30.0|0|1.0|0|0.0|100
0|2020-03-28|35.0|0|35.0|0|1.0|0|0.0|100
0|2020-03-29|35.0|0|35.0|0|1.0|0|0.0|100
0|2020-03-30|35.0|0|40.0|0|1.0|0|0.0|100
0|2020-03-31|50.0|0|48.0|0|3.0|0|0.0|100
0|2020-04-01|50.0|0|50.0|0|3.0|0|0.0|100
0|2020-04-02|61.0|0|61.0|0|5.0|0|0.0|100
0|2020-04-03|67.0|0|67.0|0|5.0|0|0.0|100
0|2020-04-04|71.0|0|71.0|0|8.0|0|0.0|100
0|2020-04-05|74.0|0|79.0|0|8.0|0|0.0|100
0|2020-04-06|83.0|0|83.0|0|9.0|0|0.0|100
0|2020-04-07|95.0|0|95.0|0|9.0|0|0.0|100
0|2020-04-08|95.0|0|95.0|0|9.0|0|0.0|100
0|2020-04-09|98.0|0|98.0|0|10.0|0|0.0|100
0|2020-04-10|102.0|0|102.0|0|10.0|0|0.0|100
0|2020-04-11|105.0|0|105.0|0|10.0|0|0.0|100
0|2020-04-12|107.0|0|105.0|0|10.0|0|0.0|100
0|2020-04-13|109.0|0|109.0|0|10.0|0|0.0|100
0|2020-04-14|110.0|0|110.0|0|11.0|0|0.0|100
0|2020-04-15|110.0|0|110.0|0|11.0|0|0.0|100
0|2020-04-16|109.0|0|110.0|0|11.0|0|0.0|100
0|2020-04-17|110.0|0|115.0|0|11.0|0|0.0|100
0|2020-04-18|114.0|0|116.0|0|11.0|0|0.0|100
0|2020-04-19|116.0|0|116.0|0|12.0|0|0.0|100
0|2020-04-20|118.0|0|118.0|0|12.0|0|0.0|100
0|2020-04-21|124.0|0|124.0|0|12.0|0|0.0|100
0|2020-04-22|124.0|0|127.0|0|12.0|0|0.0|100
0|2020-04-23|129.0|0|129.0|0|13.0|0|0.0|100
0|2020-04-24|133.0|0|133.0|0|13.0|0|0.0|100
0|2020-04-25|140.0|0|140.0|0|13.0|0|0.0|100
0|2020-04-26|141.0|0|141.0|0|13.0|0|0.0|100
0|2020-04-27|146.0|0|146.0|0|13.0|0|0.0|100
0|2020-04-28|149.0|0|149.0|0|13.0|0|0.0|100
0|2020-04-29|152.0|0|152.0|0|13.0|0|0.0|100
0|2020-04-30|156.0|0|156.0|0|13.0|0|0.0|100
0|2020-05-01|160.0|0|160.0|0|13.0|0|0.0|100
0|2020-05-02|168.0|0|168.0|0|13.0|0|0.0|100
0|2020-05-03|172.0|0|172.0|0|13.0|0|0.0|100
0|2020-05-04|180.0|0|180.0|0|13.0|0|0.0|100
0|2020-05-05|184.0|0|184.0|0|13.0|0|0.0|100
0|2020-05-06|196.0|0|196.0|0|13.0|0|0.0|100
0|2020-05-07|211.0|0|211.0|0|13.0|0|0.0|100
0|2020-05-08|229.0|0|229.0|0|13.0|0|0.0|100
0|2020-05-09|232.0|0|232.0|0|13.0|0|0.0|100
0|2020-05-10|233.0|0|233.0|0|13.0|0|0.0|100
0|2020-05-11|240.0|0|240.0|0|13.0|0|0.0|100
0|2020-05-12|258.0|0|258.0|0|14.0|0|0.0|100
0|2020-05-13|286.0|0|286.0|0|13.0|0|0.0|100
