|dates|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Durham_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Durham_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-17|16.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-18|27.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-19|35.0|0|32.0|0|0.0|0|0.0|100
0|2020-03-20|39.0|0|33.0|0|0.0|0|0.0|100
0|2020-03-21|40.0|0|33.0|0|0.0|0|0.0|100
0|2020-03-22|41.0|0|40.0|0|0.0|0|0.0|100
0|2020-03-23|41.0|0|40.0|0|0.0|0|0.0|100
0|2020-03-24|71.0|0|63.0|0|0.0|0|0.0|100
0|2020-03-25|74.0|0|74.0|0|0.0|0|0.0|100
0|2020-03-26|93.0|0|75.0|0|0.0|0|0.0|100
0|2020-03-27|93.0|0|83.0|0|0.0|0|0.0|100
0|2020-03-28|113.0|0|101.0|0|0.0|0|0.0|100
0|2020-03-29|113.0|0|105.0|0|0.0|0|0.0|100
0|2020-03-30|107.0|0|106.0|0|0.0|0|0.0|100
0|2020-03-31|122.0|0|122.0|0|0.0|0|0.0|100
0|2020-04-01|126.0|0|126.0|0|0.0|0|0.0|100
0|2020-04-02|147.0|0|147.0|0|0.0|0|0.0|100
0|2020-04-03|159.0|0|159.0|0|0.0|0|0.0|100
0|2020-04-04|182.0|0|181.0|0|1.0|0|0.0|100
0|2020-04-05|186.0|0|186.0|0|1.0|0|0.0|100
0|2020-04-06|191.0|0|191.0|0|1.0|0|0.0|100
0|2020-04-07|219.0|0|205.0|0|1.0|0|0.0|100
0|2020-04-08|236.0|0|236.0|0|1.0|0|0.0|100
0|2020-04-09|243.0|0|243.0|0|1.0|0|0.0|100
0|2020-04-10|259.0|0|259.0|0|1.0|0|0.0|100
0|2020-04-11|275.0|0|275.0|0|1.0|0|0.0|100
0|2020-04-12|278.0|0|278.0|0|1.0|0|0.0|100
0|2020-04-13|290.0|0|287.0|0|1.0|0|0.0|100
0|2020-04-14|324.0|0|297.0|0|1.0|0|0.0|100
0|2020-04-15|349.0|0|330.0|0|2.0|0|0.0|100
0|2020-04-16|376.0|0|350.0|0|2.0|0|0.0|100
0|2020-04-17|388.0|0|360.0|0|4.0|0|0.0|100
0|2020-04-18|399.0|0|380.0|0|4.0|0|0.0|100
0|2020-04-19|409.0|0|383.0|0|5.0|0|0.0|100
0|2020-04-20|435.0|0|392.0|0|5.0|0|0.0|100
0|2020-04-21|439.0|0|398.0|0|6.0|0|0.0|100
0|2020-04-22|439.0|0|438.0|0|6.0|0|0.0|100
0|2020-04-23|500.0|0|459.0|0|9.0|0|0.0|100
0|2020-04-24|541.0|0|494.0|0|9.0|0|0.0|100
0|2020-04-25|546.0|0|517.0|0|11.0|0|0.0|100
0|2020-04-26|555.0|0|535.0|0|15.0|0|0.0|100
0|2020-04-27|555.0|0|539.0|0|15.0|0|0.0|100
0|2020-04-28|712.0|0|702.0|0|17.0|0|0.0|100
0|2020-04-29|724.0|0|708.0|0|20.0|0|0.0|100
0|2020-04-30|733.0|0|728.0|0|21.0|0|0.0|100
0|2020-05-01|741.0|0|736.0|0|23.0|0|0.0|100
0|2020-05-02|755.0|0|755.0|0|23.0|0|0.0|100
0|2020-05-03|767.0|0|767.0|0|24.0|0|0.0|100
0|2020-05-04|767.0|0|790.0|0|24.0|0|0.0|100
0|2020-05-05|800.0|0|800.0|0|28.0|0|0.0|100
0|2020-05-06|818.0|0|818.0|0|30.0|0|0.0|100
0|2020-05-07|841.0|0|841.0|0|30.0|0|0.0|100
0|2020-05-08|872.0|0|841.0|0|31.0|0|0.0|100
0|2020-05-09|876.0|0|876.0|0|32.0|0|0.0|100
0|2020-05-10|886.0|0|886.0|0|34.0|0|0.0|100
0|2020-05-11|886.0|0|897.0|0|34.0|0|0.0|100
0|2020-05-12|914.0|0|914.0|0|37.0|0|0.0|100
0|2020-05-13|932.0|0|932.0|0|37.0|0|0.0|100
