|dates|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Sumter_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Sumter_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-22|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-23|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-24|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-25|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-26|10.0|0|10.0|0|2.0|0|0.0|100
0|2020-03-27|10.0|0|10.0|0|2.0|0|0.0|100
0|2020-03-28|24.0|0|24.0|0|2.0|0|0.0|100
0|2020-03-29|30.0|0|30.0|0|2.0|0|0.0|100
0|2020-03-30|34.0|0|34.0|0|2.0|0|0.0|100
0|2020-03-31|39.0|0|39.0|0|2.0|0|0.0|100
0|2020-04-01|48.0|0|48.0|0|2.0|0|0.0|100
0|2020-04-02|66.0|0|66.0|0|3.0|0|0.0|100
0|2020-04-03|75.0|0|75.0|0|3.0|0|0.0|100
0|2020-04-04|79.0|0|79.0|0|3.0|0|0.0|100
0|2020-04-05|80.0|0|80.0|0|3.0|0|0.0|100
0|2020-04-06|90.0|0|90.0|0|3.0|0|0.0|100
0|2020-04-07|105.0|0|105.0|0|3.0|0|0.0|100
0|2020-04-08|105.0|0|117.0|0|3.0|0|0.0|100
0|2020-04-09|126.0|0|126.0|0|3.0|0|0.0|100
0|2020-04-10|142.0|0|142.0|0|3.0|0|0.0|100
0|2020-04-11|146.0|0|146.0|0|4.0|0|0.0|100
0|2020-04-12|148.0|0|148.0|0|4.0|0|0.0|100
0|2020-04-13|148.0|0|152.0|0|4.0|0|0.0|100
0|2020-04-14|156.0|0|156.0|0|4.0|0|0.0|100
0|2020-04-15|161.0|0|161.0|0|5.0|0|0.0|100
0|2020-04-16|168.0|0|168.0|0|5.0|0|0.0|100
0|2020-04-17|176.0|0|176.0|0|6.0|0|0.0|100
0|2020-04-18|181.0|0|181.0|0|6.0|0|0.0|100
0|2020-04-19|181.0|0|181.0|0|6.0|0|0.0|100
0|2020-04-20|185.0|0|185.0|0|6.0|0|0.0|100
0|2020-04-21|185.0|0|199.0|0|6.0|0|0.0|100
0|2020-04-22|206.0|0|206.0|0|6.0|0|0.0|100
0|2020-04-23|207.0|0|207.0|0|6.0|0|0.0|100
0|2020-04-24|209.0|0|209.0|0|6.0|0|0.0|100
0|2020-04-25|213.0|0|213.0|0|6.0|0|0.0|100
0|2020-04-26|214.0|0|214.0|0|6.0|0|0.0|100
0|2020-04-27|215.0|0|215.0|0|6.0|0|0.0|100
0|2020-04-28|220.0|0|220.0|0|7.0|0|0.0|100
0|2020-04-29|223.0|0|223.0|0|11.0|0|0.0|100
0|2020-04-30|228.0|0|228.0|0|11.0|0|0.0|100
0|2020-05-01|230.0|0|230.0|0|11.0|0|0.0|100
0|2020-05-02|248.0|0|248.0|0|12.0|0|0.0|100
0|2020-05-03|251.0|0|251.0|0|12.0|0|0.0|100
0|2020-05-04|264.0|0|264.0|0|12.0|0|0.0|100
0|2020-05-05|270.0|0|270.0|0|12.0|0|0.0|100
0|2020-05-06|271.0|0|271.0|0|12.0|0|0.0|100
0|2020-05-07|277.0|0|277.0|0|12.0|0|0.0|100
0|2020-05-08|281.0|0|281.0|0|12.0|0|0.0|100
0|2020-05-09|286.0|0|286.0|0|12.0|0|0.0|100
0|2020-05-10|287.0|0|287.0|0|12.0|0|0.0|100
0|2020-05-11|290.0|0|290.0|0|13.0|0|0.0|100
0|2020-05-12|294.0|0|294.0|0|13.0|0|0.0|100
