|dates|Adams_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Adams_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Adams_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Adams_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Adams_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Adams_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Adams_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Adams_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-19|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-22|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-23|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-24|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-25|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-26|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-27|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-28|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-29|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-30|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-31|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-04-01|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-04-02|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-04-03|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-04-04|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-04-05|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-04-06|13.0|0|15.0|0|0.0|0|0.0|100
0|2020-04-07|15.0|0|19.0|0|0.0|0|0.0|100
0|2020-04-08|27.0|0|27.0|0|0.0|0|0.0|100
0|2020-04-09|28.0|0|28.0|0|0.0|0|0.0|100
0|2020-04-10|38.0|0|39.0|0|0.0|0|0.0|100
0|2020-04-11|45.0|0|45.0|0|0.0|0|0.0|100
0|2020-04-12|54.0|0|54.0|0|0.0|0|0.0|100
0|2020-04-13|54.0|0|58.0|0|0.0|0|0.0|100
0|2020-04-14|62.0|0|62.0|0|0.0|0|0.0|100
0|2020-04-15|62.0|0|65.0|0|0.0|0|0.0|100
0|2020-04-16|65.0|0|73.0|0|0.0|0|0.0|100
0|2020-04-17|64.0|0|85.0|0|0.0|0|0.0|100
0|2020-04-18|85.0|0|94.0|0|0.0|0|0.0|100
0|2020-04-19|98.0|0|98.0|0|0.0|0|0.0|100
0|2020-04-20|100.0|0|100.0|0|0.0|0|0.0|100
0|2020-04-21|101.0|0|101.0|0|0.0|0|0.0|100
0|2020-04-22|103.0|0|103.0|0|0.0|0|0.0|100
0|2020-04-23|111.0|0|111.0|0|2.0|0|0.0|100
0|2020-04-24|120.0|0|120.0|0|2.0|0|0.0|100
0|2020-04-25|125.0|0|125.0|0|2.0|0|0.0|100
0|2020-04-26|129.0|0|133.0|0|2.0|0|0.0|100
0|2020-04-27|141.0|0|141.0|0|2.0|0|0.0|100
0|2020-04-28|143.0|0|143.0|0|2.0|0|0.0|100
0|2020-04-29|147.0|0|147.0|0|2.0|0|0.0|100
0|2020-04-30|164.0|0|164.0|0|3.0|0|0.0|100
0|2020-05-01|187.0|0|187.0|0|3.0|0|0.0|100
0|2020-05-02|202.0|0|202.0|0|3.0|0|0.0|100
0|2020-05-03|203.0|0|203.0|0|3.0|0|0.0|100
0|2020-05-04|204.0|0|203.0|0|3.0|0|0.0|100
0|2020-05-05|204.0|0|204.0|0|3.0|0|0.0|100
0|2020-05-06|212.0|0|212.0|0|3.0|0|0.0|100
0|2020-05-07|216.0|0|216.0|0|3.0|0|0.0|100
0|2020-05-08|218.0|0|218.0|0|3.0|0|0.0|100
0|2020-05-09|223.0|0|223.0|0|3.0|0|0.0|100
0|2020-05-10|223.0|0|223.0|0|3.0|0|0.0|100
0|2020-05-11|227.0|0|227.0|0|3.0|0|0.0|100
0|2020-05-12|228.0|0|228.0|0|3.0|0|0.0|100
0|2020-05-13|236.0|0|236.0|0|3.0|0|0.0|100
