|dates|Unassigned_Illinois_UnitedStates.JHU_ConfirmedCases.data|Unassigned_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_Illinois_UnitedStates.NYT_ConfirmedCases.data|Unassigned_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|6.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|167.0|0|0.0|100|1.0|0|0.0|100
0|2020-03-21|3.0|0|0.0|100|1.0|0|0.0|100
0|2020-03-22|2.0|0|0.0|100|3.0|0|0.0|100
0|2020-03-23|63.0|0|58.0|0|0.0|0|0.0|100
0|2020-03-24|0.0|0|30.0|0|4.0|0|0.0|100
0|2020-03-25|2.0|0|29.0|0|0.0|0|0.0|100
0|2020-03-26|668.0|0|58.0|0|0.0|0|0.0|100
0|2020-03-27|668.0|0|58.0|0|0.0|0|0.0|100
0|2020-03-28|8.0|0|31.0|0|0.0|0|0.0|100
0|2020-03-29|8.0|0|58.0|0|0.0|0|0.0|100
0|2020-03-30|13.0|0|31.0|0|0.0|0|0.0|100
0|2020-03-31|18.0|0|32.0|0|0.0|0|0.0|100
0|2020-04-01|28.0|0|37.0|0|0.0|0|0.0|100
0|2020-04-02|37.0|0|28.0|0|0.0|0|0.0|100
0|2020-04-03|415.0|0|40.0|0|1.0|0|0.0|100
0|2020-04-04|58.0|0|16.0|0|1.0|0|0.0|100
0|2020-04-05|62.0|0|48.0|0|0.0|0|0.0|100
0|2020-04-06|72.0|0|62.0|0|1.0|0|0.0|100
0|2020-04-07|72.0|0|34.0|0|1.0|0|0.0|100
0|2020-04-08|73.0|0|61.0|0|1.0|0|0.0|100
0|2020-04-09|73.0|0|63.0|0|1.0|0|0.0|100
0|2020-04-10|81.0|0|79.0|0|1.0|0|0.0|100
0|2020-04-11|85.0|0|84.0|0|0.0|0|0.0|100
0|2020-04-12|101.0|0|93.0|0|1.0|0|0.0|100
0|2020-04-13|65.0|0|64.0|0|1.0|0|0.0|100
0|2020-04-14|54.0|0|43.0|0|1.0|0|0.0|100
0|2020-04-15|45.0|0|40.0|0|1.0|0|0.0|100
0|2020-04-16|55.0|0|53.0|0|1.0|0|0.0|100
0|2020-04-17|74.0|0|71.0|0|1.0|0|0.0|100
0|2020-04-18|84.0|0|83.0|0|3.0|0|0.0|100
0|2020-04-19|115.0|0|114.0|0|3.0|0|0.0|100
0|2020-04-20|130.0|0|129.0|0|3.0|0|0.0|100
0|2020-04-21|192.0|0|191.0|0|2.0|0|0.0|100
0|2020-04-22|228.0|0|210.0|0|1.0|0|0.0|100
0|2020-04-23|193.0|0|192.0|0|0.0|0|0.0|100
0|2020-04-24|218.0|0|218.0|0|1.0|0|0.0|100
0|2020-04-25|274.0|0|274.0|0|1.0|0|0.0|100
0|2020-04-26|307.0|0|308.0|0|0.0|0|0.0|100
0|2020-04-27|338.0|0|338.0|0|0.0|0|0.0|100
0|2020-04-28|335.0|0|335.0|0|0.0|0|0.0|100
0|2020-04-29|354.0|0|354.0|0|0.0|0|0.0|100
0|2020-04-30|378.0|0|378.0|0|1.0|0|0.0|100
0|2020-05-01|363.0|0|363.0|0|2.0|0|0.0|100
0|2020-05-02|278.0|0|278.0|0|1.0|0|0.0|100
0|2020-05-03|257.0|0|257.0|0|0.0|0|0.0|100
0|2020-05-04|214.0|0|277.0|0|0.0|0|0.0|100
0|2020-05-05|236.0|0|236.0|0|0.0|0|0.0|100
0|2020-05-06|105.0|0|105.0|0|0.0|0|0.0|100
0|2020-05-07|100.0|0|102.0|0|0.0|0|0.0|100
0|2020-05-08|48.0|0|48.0|0|0.0|0|0.0|100
0|2020-05-09|73.0|0|73.0|0|0.0|0|0.0|100
0|2020-05-10|84.0|0|84.0|0|0.0|0|0.0|100
0|2020-05-11|66.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-12|61.0|0|0.0|100|1.0|0|0.0|100
0|2020-05-13|46.0|0|0.0|100|1.0|0|0.0|100
