|dates|Carroll_Georgia_UnitedStates.JHU_ConfirmedCases.data|Carroll_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Carroll_Georgia_UnitedStates.NYT_ConfirmedCases.data|Carroll_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Carroll_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Carroll_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Carroll_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Carroll_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|7.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-21|14.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-22|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-23|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-03-24|26.0|0|26.0|0|0.0|0|0.0|100
0|2020-03-25|27.0|0|50.0|0|0.0|0|0.0|100
0|2020-03-26|50.0|0|52.0|0|0.0|0|0.0|100
0|2020-03-27|55.0|0|61.0|0|0.0|0|0.0|100
0|2020-03-28|64.0|0|64.0|0|0.0|0|0.0|100
0|2020-03-29|64.0|0|70.0|0|0.0|0|0.0|100
0|2020-03-30|81.0|0|97.0|0|0.0|0|0.0|100
0|2020-03-31|123.0|0|123.0|0|1.0|0|0.0|100
0|2020-04-01|131.0|0|133.0|0|1.0|0|0.0|100
0|2020-04-02|133.0|0|139.0|0|2.0|0|0.0|100
0|2020-04-03|143.0|0|147.0|0|2.0|0|0.0|100
0|2020-04-04|149.0|0|158.0|0|2.0|0|0.0|100
0|2020-04-05|158.0|0|158.0|0|2.0|0|0.0|100
0|2020-04-06|163.0|0|163.0|0|2.0|0|0.0|100
0|2020-04-07|177.0|0|183.0|0|4.0|0|0.0|100
0|2020-04-08|183.0|0|184.0|0|4.0|0|0.0|100
0|2020-04-09|183.0|0|195.0|0|4.0|0|0.0|100
0|2020-04-10|197.0|0|200.0|0|5.0|0|0.0|100
0|2020-04-11|201.0|0|204.0|0|5.0|0|0.0|100
0|2020-04-12|204.0|0|210.0|0|5.0|0|0.0|100
0|2020-04-13|214.0|0|229.0|0|5.0|0|0.0|100
0|2020-04-14|235.0|0|235.0|0|6.0|0|0.0|100
0|2020-04-15|237.0|0|242.0|0|6.0|0|0.0|100
0|2020-04-16|243.0|0|258.0|0|7.0|0|0.0|100
0|2020-04-17|260.0|0|261.0|0|7.0|0|0.0|100
0|2020-04-18|270.0|0|271.0|0|9.0|0|0.0|100
0|2020-04-19|281.0|0|282.0|0|9.0|0|0.0|100
0|2020-04-20|305.0|0|305.0|0|11.0|0|0.0|100
0|2020-04-21|307.0|0|313.0|0|11.0|0|0.0|100
0|2020-04-22|311.0|0|304.0|0|11.0|0|0.0|100
0|2020-04-23|314.0|0|314.0|0|11.0|0|0.0|100
0|2020-04-24|320.0|0|320.0|0|11.0|0|0.0|100
0|2020-04-25|325.0|0|325.0|0|11.0|0|0.0|100
0|2020-04-26|326.0|0|326.0|0|11.0|0|0.0|100
0|2020-04-27|329.0|0|329.0|0|13.0|0|0.0|100
0|2020-04-28|334.0|0|342.0|0|13.0|0|0.0|100
0|2020-04-29|346.0|0|348.0|0|14.0|0|0.0|100
0|2020-04-30|358.0|0|358.0|0|14.0|0|0.0|100
0|2020-05-01|375.0|0|375.0|0|14.0|0|0.0|100
0|2020-05-02|383.0|0|383.0|0|14.0|0|0.0|100
0|2020-05-03|386.0|0|386.0|0|14.0|0|0.0|100
0|2020-05-04|382.0|0|382.0|0|15.0|0|0.0|100
0|2020-05-05|387.0|0|387.0|0|15.0|0|0.0|100
0|2020-05-06|391.0|0|391.0|0|15.0|0|0.0|100
0|2020-05-07|389.0|0|389.0|0|16.0|0|0.0|100
0|2020-05-08|390.0|0|390.0|0|17.0|0|0.0|100
0|2020-05-09|393.0|0|393.0|0|17.0|0|0.0|100
0|2020-05-10|395.0|0|395.0|0|17.0|0|0.0|100
0|2020-05-11|395.0|0|395.0|0|18.0|0|0.0|100
0|2020-05-12|398.0|0|398.0|0|19.0|0|0.0|100
0|2020-05-13|397.0|0|397.0|0|19.0|0|0.0|100
