|dates|Summit_Colorado_UnitedStates.JHU_ConfirmedCases.data|Summit_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Summit_Colorado_UnitedStates.NYT_ConfirmedCases.data|Summit_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Summit_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Summit_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Summit_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Summit_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-14|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-15|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-17|5.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-18|5.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-19|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-20|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-21|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-22|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-23|7.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-24|8.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-25|10.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-26|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-27|11.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-28|13.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-29|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-30|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-31|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-04-01|34.0|0|23.0|0|0.0|0|0.0|100
0|2020-04-02|34.0|0|26.0|0|0.0|0|0.0|100
0|2020-04-03|40.0|0|35.0|0|0.0|0|0.0|100
0|2020-04-04|50.0|0|43.0|0|0.0|0|0.0|100
0|2020-04-05|54.0|0|45.0|0|0.0|0|0.0|100
0|2020-04-06|58.0|0|47.0|0|0.0|0|0.0|100
0|2020-04-07|53.0|0|53.0|0|0.0|0|0.0|100
0|2020-04-08|56.0|0|56.0|0|0.0|0|0.0|100
0|2020-04-09|56.0|0|57.0|0|0.0|0|0.0|100
0|2020-04-10|57.0|0|61.0|0|0.0|0|0.0|100
0|2020-04-11|64.0|0|68.0|0|0.0|0|0.0|100
0|2020-04-12|72.0|0|68.0|0|1.0|0|0.0|100
0|2020-04-13|72.0|0|72.0|0|1.0|0|0.0|100
0|2020-04-14|74.0|0|74.0|0|1.0|0|0.0|100
0|2020-04-15|74.0|0|76.0|0|1.0|0|0.0|100
0|2020-04-16|82.0|0|77.0|0|1.0|0|0.0|100
0|2020-04-17|93.0|0|82.0|0|1.0|0|0.0|100
0|2020-04-18|93.0|0|86.0|0|1.0|0|0.0|100
0|2020-04-19|93.0|0|86.0|0|1.0|0|0.0|100
0|2020-04-20|93.0|0|88.0|0|1.0|0|0.0|100
0|2020-04-21|93.0|0|88.0|0|1.0|0|0.0|100
0|2020-04-22|101.0|0|88.0|0|1.0|0|0.0|100
0|2020-04-23|105.0|0|89.0|0|1.0|0|0.0|100
0|2020-04-24|97.0|0|97.0|0|1.0|0|0.0|100
0|2020-04-25|97.0|0|97.0|0|1.0|0|0.0|100
0|2020-04-26|105.0|0|105.0|0|1.0|0|0.0|100
0|2020-04-27|106.0|0|106.0|0|1.0|0|0.0|100
0|2020-04-28|119.0|0|119.0|0|1.0|0|0.0|100
0|2020-04-29|121.0|0|121.0|0|1.0|0|0.0|100
0|2020-04-30|128.0|0|128.0|0|1.0|0|0.0|100
0|2020-05-01|130.0|0|130.0|0|1.0|0|0.0|100
0|2020-05-02|136.0|0|136.0|0|1.0|0|0.0|100
0|2020-05-03|144.0|0|144.0|0|1.0|0|0.0|100
0|2020-05-04|144.0|0|144.0|0|1.0|0|0.0|100
0|2020-05-05|151.0|0|151.0|0|1.0|0|0.0|100
0|2020-05-06|155.0|0|155.0|0|1.0|0|0.0|100
0|2020-05-07|155.0|0|155.0|0|1.0|0|0.0|100
0|2020-05-08|156.0|0|156.0|0|1.0|0|0.0|100
0|2020-05-09|162.0|0|162.0|0|1.0|0|0.0|100
0|2020-05-10|165.0|0|165.0|0|1.0|0|0.0|100
0|2020-05-11|169.0|0|169.0|0|1.0|0|0.0|100
0|2020-05-12|171.0|0|171.0|0|1.0|0|0.0|100
0|2020-05-13|174.0|0|174.0|0|1.0|0|0.0|100
