|dates|LewisandClark_Montana_UnitedStates.JHU_ConfirmedCases.data|LewisandClark_Montana_UnitedStates.JHU_ConfirmedCases.missing|LewisandClark_Montana_UnitedStates.NYT_ConfirmedCases.data|LewisandClark_Montana_UnitedStates.NYT_ConfirmedCases.missing|LewisandClark_Montana_UnitedStates.JHU_ConfirmedDeaths.data|LewisandClark_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|LewisandClark_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|LewisandClark_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-17|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-18|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-19|0.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-20|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-21|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-22|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-23|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-24|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-25|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-26|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-27|8.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-28|9.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-29|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-30|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-31|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-04-01|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-04-02|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-04-03|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-04-04|13.0|0|14.0|0|0.0|0|0.0|100
0|2020-04-05|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-04-06|14.0|0|15.0|0|0.0|0|0.0|100
0|2020-04-07|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-04-08|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-09|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-10|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-11|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-12|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-13|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-14|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-15|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-16|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-17|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-18|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-19|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-20|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-21|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-22|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-23|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-24|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-25|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-26|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-27|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-28|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-29|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-30|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-05-01|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-05-02|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-05-03|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-05-04|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-05-05|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-05-06|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-05-07|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-05-08|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-05-09|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-05-10|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-05-11|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-05-12|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-05-13|16.0|0|16.0|0|0.0|0|0.0|100
