|dates|Wake_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Wake_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Wake_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Wake_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Wake_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Wake_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Wake_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Wake_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-04|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-05|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-06|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-07|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-08|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-09|1.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-10|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-11|6.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-12|7.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-13|8.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-14|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-15|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-16|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-17|15.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-18|22.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-19|25.0|0|25.0|0|0.0|0|0.0|100
0|2020-03-20|32.0|0|25.0|0|0.0|0|0.0|100
0|2020-03-21|32.0|0|49.0|0|0.0|0|0.0|100
0|2020-03-22|52.0|0|49.0|0|0.0|0|0.0|100
0|2020-03-23|52.0|0|52.0|0|0.0|0|0.0|100
0|2020-03-24|66.0|0|54.0|0|0.0|0|0.0|100
0|2020-03-25|73.0|0|73.0|0|0.0|0|0.0|100
0|2020-03-26|100.0|0|83.0|0|0.0|0|0.0|100
0|2020-03-27|123.0|0|121.0|0|0.0|0|0.0|100
0|2020-03-28|123.0|0|124.0|0|0.0|0|0.0|100
0|2020-03-29|146.0|0|146.0|0|0.0|0|0.0|100
0|2020-03-30|166.0|0|166.0|0|0.0|0|0.0|100
0|2020-03-31|193.0|0|192.0|0|0.0|0|0.0|100
0|2020-04-01|213.0|0|195.0|0|0.0|0|0.0|100
0|2020-04-02|251.0|0|234.0|0|0.0|0|0.0|100
0|2020-04-03|275.0|0|258.0|0|0.0|0|0.0|100
0|2020-04-04|283.0|0|283.0|0|0.0|0|0.0|100
0|2020-04-05|304.0|0|304.0|0|0.0|0|0.0|100
0|2020-04-06|314.0|0|314.0|0|0.0|0|0.0|100
0|2020-04-07|351.0|0|336.0|0|0.0|0|0.0|100
0|2020-04-08|365.0|0|363.0|0|0.0|0|0.0|100
0|2020-04-09|385.0|0|371.0|0|0.0|0|0.0|100
0|2020-04-10|391.0|0|391.0|0|0.0|0|0.0|100
0|2020-04-11|424.0|0|424.0|0|0.0|0|0.0|100
0|2020-04-12|470.0|0|470.0|0|0.0|0|0.0|100
0|2020-04-13|476.0|0|476.0|0|0.0|0|0.0|100
0|2020-04-14|501.0|0|501.0|0|0.0|0|0.0|100
0|2020-04-15|537.0|0|510.0|0|1.0|0|0.0|100
0|2020-04-16|556.0|0|552.0|0|3.0|0|0.0|100
0|2020-04-17|574.0|0|566.0|0|3.0|0|0.0|100
0|2020-04-18|579.0|0|579.0|0|4.0|0|0.0|100
0|2020-04-19|592.0|0|592.0|0|4.0|0|0.0|100
0|2020-04-20|605.0|0|599.0|0|8.0|0|0.0|100
0|2020-04-21|613.0|0|611.0|0|9.0|0|0.0|100
0|2020-04-22|613.0|0|616.0|0|9.0|0|0.0|100
0|2020-04-23|633.0|0|626.0|0|11.0|0|0.0|100
0|2020-04-24|640.0|0|633.0|0|12.0|0|0.0|100
0|2020-04-25|651.0|0|645.0|0|13.0|0|0.0|100
0|2020-04-26|663.0|0|663.0|0|13.0|0|0.0|100
0|2020-04-27|752.0|0|671.0|0|14.0|0|0.0|100
0|2020-04-28|782.0|0|769.0|0|16.0|0|0.0|100
0|2020-04-29|814.0|0|788.0|0|17.0|0|0.0|100
0|2020-04-30|833.0|0|821.0|0|18.0|0|0.0|100
0|2020-05-01|855.0|0|839.0|0|19.0|0|0.0|100
0|2020-05-02|870.0|0|870.0|0|19.0|0|0.0|100
0|2020-05-03|887.0|0|874.0|0|19.0|0|0.0|100
0|2020-05-04|891.0|0|891.0|0|19.0|0|0.0|100
0|2020-05-05|928.0|0|919.0|0|21.0|0|0.0|100
0|2020-05-06|958.0|0|937.0|0|21.0|0|0.0|100
0|2020-05-07|981.0|0|961.0|0|21.0|0|0.0|100
0|2020-05-08|1008.0|0|986.0|0|23.0|0|0.0|100
0|2020-05-09|1022.0|0|1013.0|0|23.0|0|0.0|100
0|2020-05-10|1038.0|0|1030.0|0|23.0|0|0.0|100
0|2020-05-11|1051.0|0|1048.0|0|23.0|0|0.0|100
0|2020-05-12|1076.0|0|1061.0|0|25.0|0|0.0|100
