|dates|Taney_Missouri_UnitedStates.JHU_ConfirmedCases.data|Taney_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Taney_Missouri_UnitedStates.NYT_ConfirmedCases.data|Taney_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Taney_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Taney_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Taney_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Taney_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|12.0|0|12.0|0|2.0|0|0.0|100
0|2020-05-15|12.0|0|12.0|0|2.0|0|0.0|100
0|2020-05-16|12.0|0|12.0|0|2.0|0|0.0|100
0|2020-05-17|12.0|0|12.0|0|2.0|0|0.0|100
0|2020-05-18|12.0|0|12.0|0|2.0|0|0.0|100
0|2020-05-19|12.0|0|12.0|0|2.0|0|0.0|100
0|2020-05-20|12.0|0|12.0|0|2.0|0|0.0|100
0|2020-05-21|14.0|0|12.0|0|2.0|0|0.0|100
0|2020-05-22|14.0|0|12.0|0|2.0|0|0.0|100
0|2020-05-23|14.0|0|12.0|0|2.0|0|0.0|100
0|2020-05-24|14.0|0|13.0|0|2.0|0|0.0|100
0|2020-05-25|14.0|0|13.0|0|2.0|0|0.0|100
0|2020-05-26|14.0|0|13.0|0|2.0|0|0.0|100
0|2020-05-27|14.0|0|13.0|0|2.0|0|0.0|100
0|2020-05-28|14.0|0|13.0|0|2.0|0|0.0|100
0|2020-05-29|14.0|0|13.0|0|2.0|0|0.0|100
0|2020-05-30|14.0|0|13.0|0|2.0|0|0.0|100
0|2020-05-31|14.0|0|13.0|0|2.0|0|0.0|100
0|2020-06-01|14.0|0|13.0|0|2.0|0|0.0|100
0|2020-06-02|14.0|0|13.0|0|2.0|0|0.0|100
0|2020-06-03|14.0|0|13.0|0|2.0|0|0.0|100
0|2020-06-04|14.0|0|13.0|0|2.0|0|0.0|100
0|2020-06-05|14.0|0|13.0|0|2.0|0|0.0|100
0|2020-06-06|14.0|0|13.0|0|2.0|0|0.0|100
0|2020-06-07|14.0|0|13.0|0|2.0|0|0.0|100
0|2020-06-08|14.0|0|13.0|0|2.0|0|0.0|100
0|2020-06-09|14.0|0|13.0|0|2.0|0|0.0|100
0|2020-06-10|14.0|0|13.0|0|2.0|0|0.0|100
0|2020-06-11|15.0|0|15.0|0|2.0|0|0.0|100
0|2020-06-12|15.0|0|15.0|0|2.0|0|0.0|100
0|2020-06-13|15.0|0|15.0|0|2.0|0|0.0|100
0|2020-06-14|15.0|0|15.0|0|2.0|0|0.0|100
0|2020-06-15|24.0|0|24.0|0|2.0|0|0.0|100
0|2020-06-16|26.0|0|26.0|0|2.0|0|0.0|100
0|2020-06-17|27.0|0|27.0|0|2.0|0|0.0|100
0|2020-06-18|29.0|0|29.0|0|2.0|0|0.0|100
0|2020-06-19|30.0|0|30.0|0|2.0|0|0.0|100
0|2020-06-20|30.0|0|30.0|0|2.0|0|0.0|100
0|2020-06-21|30.0|0|30.0|0|2.0|0|0.0|100
0|2020-06-22|32.0|0|32.0|0|2.0|0|0.0|100
0|2020-06-23|34.0|0|34.0|0|2.0|0|0.0|100
0|2020-06-24|35.0|0|35.0|0|2.0|0|0.0|100
0|2020-06-25|39.0|0|39.0|0|2.0|0|0.0|100
0|2020-06-26|40.0|0|40.0|0|2.0|0|0.0|100
0|2020-06-27|48.0|0|48.0|0|2.0|0|0.0|100
0|2020-06-28|48.0|0|56.0|0|2.0|0|0.0|100
0|2020-06-29|48.0|0|60.0|0|2.0|0|0.0|100
0|2020-06-30|48.0|0|60.0|0|2.0|0|0.0|100
0|2020-07-01|48.0|0|63.0|0|2.0|0|0.0|100
0|2020-07-02|67.0|0|67.0|0|2.0|0|0.0|100
0|2020-07-03|74.0|0|74.0|0|2.0|0|0.0|100
0|2020-07-04|83.0|0|83.0|0|2.0|0|0.0|100
0|2020-07-05|84.0|0|84.0|0|2.0|0|0.0|100
0|2020-07-06|96.0|0|96.0|0|2.0|0|0.0|100
0|2020-07-07|105.0|0|105.0|0|2.0|0|0.0|100
0|2020-07-08|112.0|0|112.0|0|2.0|0|0.0|100
0|2020-07-09|119.0|0|119.0|0|2.0|0|0.0|100
0|2020-07-10|122.0|0|122.0|0|2.0|0|0.0|100
0|2020-07-11|123.0|0|123.0|0|3.0|0|0.0|100
0|2020-07-12|123.0|0|123.0|0|3.0|0|0.0|100
0|2020-07-13|126.0|0|126.0|0|3.0|0|0.0|100
0|2020-07-14|135.0|0|135.0|0|3.0|0|0.0|100
0|2020-07-15|142.0|0|142.0|0|3.0|0|0.0|100
0|2020-07-16|147.0|0|147.0|0|3.0|0|0.0|100
0|2020-07-17|155.0|0|155.0|0|3.0|0|0.0|100
0|2020-07-18|166.0|0|166.0|0|3.0|0|0.0|100
0|2020-07-19|174.0|0|174.0|0|3.0|0|0.0|100
0|2020-07-20|178.0|0|178.0|0|3.0|0|0.0|100
0|2020-07-21|184.0|0|184.0|0|3.0|0|0.0|100
0|2020-07-22|205.0|0|205.0|0|3.0|0|0.0|100
0|2020-07-23|212.0|0|212.0|0|3.0|0|0.0|100
0|2020-07-24|226.0|0|226.0|0|3.0|0|0.0|100
0|2020-07-25|237.0|0|237.0|0|3.0|0|0.0|100
0|2020-07-26|249.0|0|249.0|0|3.0|0|0.0|100
0|2020-07-27|267.0|0|267.0|0|3.0|0|0.0|100
0|2020-07-28|284.0|0|284.0|0|3.0|0|0.0|100
0|2020-07-29|304.0|0|304.0|0|3.0|0|0.0|100
0|2020-07-30|374.0|0|374.0|0|3.0|0|0.0|100
0|2020-07-31|391.0|0|391.0|0|3.0|0|0.0|100
0|2020-08-01|403.0|0|403.0|0|3.0|0|0.0|100
0|2020-08-02|428.0|0|428.0|0|3.0|0|0.0|100
0|2020-08-03|456.0|0|456.0|0|3.0|0|0.0|100
0|2020-08-04|480.0|0|480.0|0|3.0|0|0.0|100
0|2020-08-05|507.0|0|507.0|0|3.0|0|0.0|100
0|2020-08-06|521.0|0|521.0|0|3.0|0|0.0|100
0|2020-08-07|548.0|0|548.0|0|3.0|0|0.0|100
0|2020-08-08|548.0|0|548.0|0|3.0|0|0.0|100
0|2020-08-09|589.0|0|589.0|0|3.0|0|0.0|100
0|2020-08-10|616.0|0|616.0|0|3.0|0|0.0|100
0|2020-08-11|632.0|0|632.0|0|3.0|0|0.0|100
0|2020-08-12|658.0|0|658.0|0|3.0|0|0.0|100
0|2020-08-13|678.0|0|678.0|0|3.0|0|0.0|100
0|2020-08-14|685.0|0|685.0|0|3.0|0|0.0|100
0|2020-08-15|708.0|0|708.0|0|3.0|0|0.0|100
0|2020-08-16|739.0|0|739.0|0|3.0|0|0.0|100
0|2020-08-17|763.0|0|763.0|0|3.0|0|0.0|100
0|2020-08-18|778.0|0|778.0|0|3.0|0|0.0|100
0|2020-08-19|800.0|0|800.0|0|3.0|0|0.0|100
0|2020-08-20|816.0|0|816.0|0|3.0|0|0.0|100
0|2020-08-21|832.0|0|832.0|0|3.0|0|0.0|100
0|2020-08-22|846.0|0|846.0|0|3.0|0|0.0|100
0|2020-08-23|855.0|0|855.0|0|3.0|0|0.0|100
0|2020-08-24|864.0|0|864.0|0|3.0|0|0.0|100
0|2020-08-25|868.0|0|868.0|0|3.0|0|0.0|100
0|2020-08-26|879.0|0|879.0|0|3.0|0|0.0|100
0|2020-08-27|886.0|0|886.0|0|3.0|0|0.0|100
0|2020-08-28|893.0|0|893.0|0|11.0|0|0.0|100
0|2020-08-29|900.0|0|900.0|0|14.0|0|0.0|100
0|2020-08-30|906.0|0|906.0|0|14.0|0|0.0|100
0|2020-08-31|913.0|0|913.0|0|14.0|0|0.0|100
0|2020-09-01|914.0|0|914.0|0|14.0|0|0.0|100
0|2020-09-02|929.0|0|929.0|0|14.0|0|0.0|100
0|2020-09-03|933.0|0|933.0|0|14.0|0|0.0|100
0|2020-09-04|939.0|0|939.0|0|15.0|0|0.0|100
0|2020-09-05|953.0|0|953.0|0|19.0|0|0.0|100
0|2020-09-06|960.0|0|960.0|0|22.0|0|0.0|100
0|2020-09-07|964.0|0|964.0|0|22.0|0|0.0|100
0|2020-09-08|964.0|0|976.0|0|22.0|0|0.0|100
0|2020-09-09|993.0|0|993.0|0|22.0|0|0.0|100
0|2020-09-10|1008.0|0|1008.0|0|22.0|0|0.0|100
0|2020-09-11|1021.0|0|1021.0|0|22.0|0|0.0|100
0|2020-09-12|1021.0|0|1034.0|0|22.0|0|0.0|100
0|2020-09-13|1050.0|0|1050.0|0|22.0|0|0.0|100
0|2020-09-14|1050.0|0|1053.0|0|22.0|0|0.0|100
0|2020-09-15|1061.0|0|1061.0|0|22.0|0|0.0|100
0|2020-09-16|1075.0|0|1075.0|0|22.0|0|0.0|100
0|2020-09-17|1091.0|0|1091.0|0|22.0|0|0.0|100
0|2020-09-18|1102.0|0|1102.0|0|24.0|0|0.0|100
0|2020-09-19|1116.0|0|1116.0|0|28.0|0|0.0|100
0|2020-09-20|1116.0|0|1127.0|0|28.0|0|0.0|100
0|2020-09-21|1135.0|0|1135.0|0|28.0|0|0.0|100
0|2020-09-22|1142.0|0|1142.0|0|28.0|0|0.0|100
0|2020-09-23|1157.0|0|1157.0|0|31.0|0|0.0|100
0|2020-09-24|1172.0|0|1172.0|0|31.0|0|0.0|100
0|2020-09-25|1184.0|0|1184.0|0|31.0|0|0.0|100
0|2020-09-26|1193.0|0|1193.0|0|31.0|0|0.0|100
0|2020-09-27|1213.0|0|1213.0|0|31.0|0|0.0|100
0|2020-09-28|1219.0|0|1219.0|0|31.0|0|0.0|100
0|2020-09-29|1219.0|0|1219.0|0|31.0|0|0.0|100
0|2020-09-30|1219.0|0|1317.0|0|31.0|0|0.0|100
0|2020-10-01|1219.0|0|1339.0|0|31.0|0|0.0|100
0|2020-10-02|1354.0|0|1354.0|0|36.0|0|0.0|100
0|2020-10-03|1376.0|0|1376.0|0|36.0|0|0.0|100
0|2020-10-04|1387.0|0|1387.0|0|36.0|0|0.0|100
0|2020-10-05|1405.0|0|1405.0|0|36.0|0|0.0|100
0|2020-10-06|1414.0|0|1414.0|0|36.0|0|0.0|100
0|2020-10-07|1422.0|0|1422.0|0|37.0|0|0.0|100
0|2020-10-08|1439.0|0|1439.0|0|37.0|0|0.0|100
0|2020-10-09|1450.0|0|1450.0|0|38.0|0|0.0|100
0|2020-10-10|1480.0|0|1480.0|0|38.0|0|0.0|100
0|2020-10-11|1480.0|0|1480.0|0|38.0|0|0.0|100
0|2020-10-12|1480.0|0|1480.0|0|38.0|0|0.0|100
0|2020-10-13|1480.0|0|1480.0|0|38.0|0|0.0|100
0|2020-10-14|1479.0|0|1479.0|0|33.0|0|0.0|100
0|2020-10-15|1502.0|0|1502.0|0|34.0|0|0.0|100
0|2020-10-16|1520.0|0|1520.0|0|33.0|0|0.0|100
0|2020-10-17|1533.0|0|1533.0|0|33.0|0|0.0|100
0|2020-10-18|1556.0|0|1556.0|0|33.0|0|0.0|100
0|2020-10-19|1567.0|0|1567.0|0|33.0|0|0.0|100
0|2020-10-20|1579.0|0|1567.0|0|33.0|0|0.0|100
0|2020-10-21|1591.0|0|1579.0|0|33.0|0|0.0|100
0|2020-10-22|1591.0|0|1626.0|0|33.0|0|0.0|100
0|2020-10-23|1591.0|0|1641.0|0|33.0|0|0.0|100
0|2020-10-24|1591.0|0|1663.0|0|33.0|0|0.0|100
0|2020-10-25|1591.0|0|1691.0|0|33.0|0|0.0|100
0|2020-10-26|1591.0|0|1714.0|0|33.0|0|0.0|100
0|2020-10-27|1591.0|0|1725.0|0|33.0|0|0.0|100
0|2020-10-28|1591.0|0|1752.0|0|33.0|0|0.0|100
0|2020-10-29|1591.0|0|1785.0|0|33.0|0|0.0|100
0|2020-10-30|1591.0|0|1828.0|0|33.0|0|0.0|100
0|2020-10-31|1591.0|0|1858.0|0|33.0|0|0.0|100
0|2020-11-01|1591.0|0|1879.0|0|33.0|0|0.0|100
0|2020-11-02|1916.0|0|1916.0|0|35.0|0|0.0|100
0|2020-11-03|1916.0|0|1928.0|0|35.0|0|0.0|100
0|2020-11-04|1916.0|0|1944.0|0|35.0|0|0.0|100
0|2020-11-05|1916.0|0|1974.0|0|35.0|0|0.0|100
0|2020-11-06|1916.0|0|2002.0|0|35.0|0|0.0|100
0|2020-11-07|1916.0|0|2057.0|0|35.0|0|0.0|100
0|2020-11-08|2085.0|0|2085.0|0|36.0|0|0.0|100
0|2020-11-09|2085.0|0|2124.0|0|36.0|0|0.0|100
0|2020-11-10|2085.0|0|2149.0|0|36.0|0|0.0|100
0|2020-11-11|2085.0|0|2172.0|0|36.0|0|0.0|100
0|2020-11-12|2194.0|0|2194.0|0|36.0|0|0.0|100
0|2020-11-13|2194.0|0|2248.0|0|36.0|0|0.0|100
0|2020-11-14|2306.0|0|2306.0|0|36.0|0|0.0|100
0|2020-11-15|2306.0|0|2306.0|0|36.0|0|0.0|100
0|2020-11-16|2306.0|0|2349.0|0|36.0|0|0.0|100
0|2020-11-17|2306.0|0|2413.0|0|36.0|0|0.0|100
0|2020-11-18|2306.0|0|2445.0|0|36.0|0|0.0|100
0|2020-11-19|2306.0|0|2474.0|0|36.0|0|0.0|100
0|2020-11-20|2523.0|0|2523.0|0|37.0|0|0.0|100
0|2020-11-21|2523.0|0|2562.0|0|37.0|0|0.0|100
0|2020-11-22|2523.0|0|2618.0|0|37.0|0|0.0|100
0|2020-11-23|2523.0|0|2660.0|0|37.0|0|0.0|100
0|2020-11-24|2523.0|0|2685.0|0|40.0|0|0.0|100
0|2020-11-25|2523.0|0|2709.0|0|40.0|0|0.0|100
0|2020-11-26|2523.0|0|2757.0|0|40.0|0|0.0|100
0|2020-11-27|2523.0|0|2803.0|0|40.0|0|0.0|100
0|2020-11-28|2523.0|0|2823.0|0|40.0|0|0.0|100
0|2020-11-29|2523.0|0|2845.0|0|40.0|0|0.0|100
0|2020-11-30|2523.0|0|2905.0|0|40.0|0|0.0|100
0|2020-12-01|2523.0|0|2929.0|0|40.0|0|0.0|100
0|2020-12-02|2941.0|0|2941.0|0|40.0|0|0.0|100
0|2020-12-03|2941.0|0|2970.0|0|40.0|0|0.0|100
0|2020-12-04|2941.0|0|3042.0|0|40.0|0|0.0|100
0|2020-12-05|2941.0|0|3105.0|0|40.0|0|0.0|100
0|2020-12-06|3148.0|0|3148.0|0|39.0|0|0.0|100
0|2020-12-07|3148.0|0|3182.0|0|39.0|0|0.0|100
0|2020-12-08|3148.0|0|3215.0|0|39.0|0|0.0|100
0|2020-12-09|3148.0|0|3248.0|0|39.0|0|0.0|100
0|2020-12-10|3284.0|0|3284.0|0|39.0|0|0.0|100
0|2020-12-11|3284.0|0|3284.0|0|46.0|0|0.0|100
0|2020-12-12|3284.0|0|3380.0|0|46.0|0|0.0|100
0|2020-12-13|3402.0|0|3402.0|0|46.0|0|0.0|100
0|2020-12-14|3423.0|0|3423.0|0|46.0|0|0.0|100
0|2020-12-15|3423.0|0|3439.0|0|46.0|0|0.0|100
0|2020-12-16|3423.0|0|3454.0|0|46.0|0|0.0|100
0|2020-12-17|3423.0|0|3488.0|0|46.0|0|0.0|100
0|2020-12-18|3525.0|0|3525.0|0|47.0|0|0.0|100
0|2020-12-19|3538.0|0|3538.0|0|47.0|0|0.0|100
0|2020-12-20|3553.0|0|3553.0|0|47.0|0|0.0|100
0|2020-12-21|3571.0|0|3571.0|0|47.0|0|0.0|100
0|2020-12-22|3591.0|0|3591.0|0|49.0|0|0.0|100
0|2020-12-23|3608.0|0|3608.0|0|51.0|0|0.0|100
0|2020-12-24|3642.0|0|3642.0|0|51.0|0|0.0|100
0|2020-12-25|3650.0|0|3650.0|0|51.0|0|0.0|100
0|2020-12-26|3660.0|0|3660.0|0|51.0|0|0.0|100
0|2020-12-27|3685.0|0|3685.0|0|51.0|0|0.0|100
0|2020-12-28|3685.0|0|3692.0|0|51.0|0|0.0|100
0|2020-12-29|3696.0|0|3696.0|0|52.0|0|0.0|100
0|2020-12-30|3709.0|0|3709.0|0|52.0|0|0.0|100
0|2020-12-31|3709.0|0|3752.0|0|52.0|0|0.0|100
0|2021-01-01|3827.0|0|3827.0|0|52.0|0|0.0|100
0|2021-01-02|3832.0|0|3832.0|0|52.0|0|0.0|100
0|2021-01-03|3832.0|0|3851.0|0|52.0|0|0.0|100
0|2021-01-04|3832.0|0|3851.0|0|52.0|0|0.0|100
0|2021-01-05|3832.0|0|3894.0|0|52.0|0|0.0|100
0|2021-01-06|3907.0|0|3907.0|0|56.0|0|0.0|100
0|2021-01-07|3907.0|0|3929.0|0|56.0|0|0.0|100
0|2021-01-08|3977.0|0|3977.0|0|56.0|0|0.0|100
0|2021-01-09|3977.0|0|4022.0|0|56.0|0|0.0|100
0|2021-01-10|4052.0|0|4052.0|0|57.0|0|0.0|100
0|2021-01-11|4052.0|0|4089.0|0|57.0|0|0.0|100
0|2021-01-12|4113.0|0|4113.0|0|60.0|0|0.0|100
0|2021-01-13|4134.0|0|4134.0|0|60.0|0|0.0|100
0|2021-01-14|4134.0|0|4168.0|0|60.0|0|0.0|100
0|2021-01-15|4173.0|0|4173.0|0|60.0|0|0.0|100
0|2021-01-16|4173.0|0|4188.0|0|60.0|0|0.0|100
0|2021-01-17|4211.0|0|4211.0|0|60.0|0|0.0|100
0|2021-01-18|4211.0|0|4222.0|0|60.0|0|0.0|100
0|2021-01-19|4239.0|0|4239.0|0|60.0|0|0.0|100
0|2021-01-20|4239.0|0|4247.0|0|60.0|0|0.0|100
0|2021-01-21|4239.0|0|4265.0|0|60.0|0|0.0|100
0|2021-01-22|4239.0|0|4288.0|0|60.0|0|0.0|100
0|2021-01-23|4305.0|0|4305.0|0|68.0|0|0.0|100
0|2021-01-24|4305.0|0|4314.0|0|68.0|0|0.0|100
0|2021-01-25|4305.0|0|4320.0|0|68.0|0|0.0|100
0|2021-01-26|4333.0|0|4333.0|0|68.0|0|0.0|100
0|2021-01-27|4352.0|0|4352.0|0|68.0|0|0.0|100
0|2021-01-28|4352.0|0|4379.0|0|68.0|0|0.0|100
0|2021-01-29|4395.0|0|4395.0|0|68.0|0|0.0|100
0|2021-01-30|4395.0|0|4403.0|0|68.0|0|0.0|100
0|2021-01-31|4395.0|0|4413.0|0|68.0|0|0.0|100
0|2021-02-01|4420.0|0|4420.0|0|68.0|0|0.0|100
0|2021-02-02|4427.0|0|4427.0|0|73.0|0|0.0|100
