|dates|Knox_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Knox_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Knox_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Knox_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Knox_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Knox_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Knox_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Knox_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-13|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-17|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-18|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-19|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-20|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-21|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-22|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-23|12.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-24|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-25|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-03-26|26.0|0|26.0|0|0.0|0|0.0|100
0|2020-03-27|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-03-28|33.0|0|33.0|0|0.0|0|0.0|100
0|2020-03-29|38.0|0|38.0|0|0.0|0|0.0|100
0|2020-03-30|57.0|0|52.0|0|1.0|0|0.0|100
0|2020-03-31|66.0|0|66.0|0|1.0|0|0.0|100
0|2020-04-01|78.0|0|78.0|0|1.0|0|0.0|100
0|2020-04-02|92.0|0|92.0|0|1.0|0|0.0|100
0|2020-04-03|98.0|0|98.0|0|1.0|0|0.0|100
0|2020-04-04|99.0|0|99.0|0|1.0|0|0.0|100
0|2020-04-05|115.0|0|115.0|0|1.0|0|0.0|100
0|2020-04-06|119.0|0|119.0|0|3.0|0|0.0|100
0|2020-04-07|143.0|0|143.0|0|3.0|0|0.0|100
0|2020-04-08|148.0|0|148.0|0|4.0|0|0.0|100
0|2020-04-09|157.0|0|157.0|0|3.0|0|0.0|100
0|2020-04-10|164.0|0|164.0|0|3.0|0|0.0|100
0|2020-04-11|169.0|0|169.0|0|3.0|0|0.0|100
0|2020-04-12|169.0|0|169.0|0|3.0|0|0.0|100
0|2020-04-13|173.0|0|173.0|0|4.0|0|0.0|100
0|2020-04-14|174.0|0|174.0|0|4.0|0|0.0|100
0|2020-04-15|174.0|0|179.0|0|4.0|0|0.0|100
0|2020-04-16|179.0|0|186.0|0|4.0|0|0.0|100
0|2020-04-17|182.0|0|194.0|0|4.0|0|0.0|100
0|2020-04-18|194.0|0|194.0|0|4.0|0|0.0|100
0|2020-04-19|194.0|0|194.0|0|4.0|0|0.0|100
0|2020-04-20|193.0|0|193.0|0|4.0|0|0.0|100
0|2020-04-21|196.0|0|196.0|0|4.0|0|0.0|100
0|2020-04-22|196.0|0|199.0|0|4.0|0|0.0|100
0|2020-04-23|203.0|0|203.0|0|4.0|0|0.0|100
0|2020-04-24|204.0|0|207.0|0|4.0|0|0.0|100
0|2020-04-25|210.0|0|210.0|0|4.0|0|0.0|100
0|2020-04-26|210.0|0|210.0|0|4.0|0|0.0|100
0|2020-04-27|214.0|0|214.0|0|4.0|0|0.0|100
0|2020-04-28|214.0|0|214.0|0|5.0|0|0.0|100
0|2020-04-29|221.0|0|221.0|0|5.0|0|0.0|100
0|2020-04-30|228.0|0|228.0|0|5.0|0|0.0|100
0|2020-05-01|233.0|0|233.0|0|5.0|0|0.0|100
0|2020-05-02|236.0|0|236.0|0|5.0|0|0.0|100
0|2020-05-03|243.0|0|243.0|0|5.0|0|0.0|100
0|2020-05-04|249.0|0|249.0|0|5.0|0|0.0|100
0|2020-05-05|251.0|0|251.0|0|5.0|0|0.0|100
0|2020-05-06|252.0|0|252.0|0|5.0|0|0.0|100
0|2020-05-07|253.0|0|253.0|0|5.0|0|0.0|100
0|2020-05-08|255.0|0|255.0|0|5.0|0|0.0|100
0|2020-05-09|262.0|0|262.0|0|5.0|0|0.0|100
0|2020-05-10|263.0|0|263.0|0|5.0|0|0.0|100
0|2020-05-11|280.0|0|280.0|0|5.0|0|0.0|100
0|2020-05-12|286.0|0|286.0|0|5.0|0|0.0|100
0|2020-05-13|295.0|0|295.0|0|5.0|0|0.0|100
