|dates|Duval_Florida_UnitedStates.JHU_ConfirmedCases.data|Duval_Florida_UnitedStates.JHU_ConfirmedCases.missing|Duval_Florida_UnitedStates.NYT_ConfirmedCases.data|Duval_Florida_UnitedStates.NYT_ConfirmedCases.missing|Duval_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Duval_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Duval_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Duval_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-13|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-16|4.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-17|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-18|13.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-19|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-20|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-21|25.0|0|25.0|0|1.0|0|0.0|100
0|2020-03-22|39.0|0|39.0|0|1.0|0|0.0|100
0|2020-03-23|50.0|0|50.0|0|1.0|0|0.0|100
0|2020-03-24|50.0|0|50.0|0|1.0|0|0.0|100
0|2020-03-25|56.0|0|60.0|0|3.0|0|0.0|100
0|2020-03-26|74.0|0|82.0|0|3.0|0|0.0|100
0|2020-03-27|90.0|0|99.0|0|3.0|0|0.0|100
0|2020-03-28|115.0|0|120.0|0|3.0|0|0.0|100
0|2020-03-29|125.0|0|142.0|0|3.0|0|0.0|100
0|2020-03-30|158.0|0|163.0|0|3.0|0|0.0|100
0|2020-03-31|207.0|0|207.0|0|4.0|0|0.0|100
0|2020-04-01|218.0|0|239.0|0|4.0|0|0.0|100
0|2020-04-02|286.0|0|286.0|0|9.0|0|0.0|100
0|2020-04-03|323.0|0|323.0|0|9.0|0|0.0|100
0|2020-04-04|387.0|0|387.0|0|9.0|0|0.0|100
0|2020-04-05|413.0|0|413.0|0|9.0|0|0.0|100
0|2020-04-06|475.0|0|478.0|0|9.0|0|0.0|100
0|2020-04-07|521.0|0|521.0|0|9.0|0|0.0|100
0|2020-04-08|549.0|0|557.0|0|10.0|0|0.0|100
0|2020-04-09|589.0|0|595.0|0|11.0|0|0.0|100
0|2020-04-10|609.0|0|618.0|0|11.0|0|0.0|100
0|2020-04-11|635.0|0|639.0|0|11.0|0|0.0|100
0|2020-04-12|668.0|0|668.0|0|13.0|0|0.0|100
0|2020-04-13|691.0|0|691.0|0|13.0|0|0.0|100
0|2020-04-14|718.0|0|718.0|0|13.0|0|0.0|100
0|2020-04-15|745.0|0|746.0|0|14.0|0|0.0|100
0|2020-04-16|776.0|0|776.0|0|14.0|0|0.0|100
0|2020-04-17|817.0|0|817.0|0|15.0|0|0.0|100
0|2020-04-18|835.0|0|835.0|0|15.0|0|0.0|100
0|2020-04-19|854.0|0|854.0|0|15.0|0|0.0|100
0|2020-04-20|896.0|0|896.0|0|16.0|0|0.0|100
0|2020-04-21|909.0|0|909.0|0|17.0|0|0.0|100
0|2020-04-22|925.0|0|925.0|0|17.0|0|0.0|100
0|2020-04-23|956.0|0|956.0|0|17.0|0|0.0|100
0|2020-04-24|955.0|0|955.0|0|18.0|0|0.0|100
0|2020-04-25|965.0|0|965.0|0|18.0|0|0.0|100
0|2020-04-26|984.0|0|984.0|0|18.0|0|0.0|100
0|2020-04-27|990.0|0|990.0|0|19.0|0|0.0|100
0|2020-04-28|1001.0|0|1001.0|0|20.0|0|0.0|100
0|2020-04-29|1007.0|0|1007.0|0|20.0|0|0.0|100
0|2020-04-30|1012.0|0|1012.0|0|20.0|0|0.0|100
0|2020-05-01|1025.0|0|1025.0|0|22.0|0|0.0|100
0|2020-05-02|1038.0|0|1038.0|0|23.0|0|0.0|100
0|2020-05-03|1045.0|0|1045.0|0|24.0|0|0.0|100
0|2020-05-04|1072.0|0|1072.0|0|26.0|0|0.0|100
0|2020-05-05|1084.0|0|1084.0|0|26.0|0|0.0|100
0|2020-05-06|1077.0|0|1077.0|0|26.0|0|0.0|100
0|2020-05-07|1083.0|0|1083.0|0|28.0|0|0.0|100
0|2020-05-08|1088.0|0|1088.0|0|29.0|0|0.0|100
0|2020-05-09|1134.0|0|1134.0|0|29.0|0|0.0|100
0|2020-05-10|1164.0|0|1164.0|0|29.0|0|0.0|100
0|2020-05-11|1171.0|0|1171.0|0|29.0|0|0.0|100
0|2020-05-12|1186.0|0|1186.0|0|29.0|0|0.0|100
0|2020-05-13|1199.0|0|1199.0|0|32.0|0|0.0|100
