|dates|Franklin_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Franklin_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Massachusetts_UnitedStates.NYT_ConfirmedCases.data|Franklin_Massachusetts_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-19|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|6.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-22|6.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-23|6.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-24|10.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-25|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-26|16.0|0|16.0|0|1.0|0|0.0|100
0|2020-03-27|24.0|0|24.0|0|2.0|0|0.0|100
0|2020-03-28|39.0|0|39.0|0|2.0|0|0.0|100
0|2020-03-29|41.0|0|41.0|0|2.0|0|0.0|100
0|2020-03-30|49.0|0|49.0|0|2.0|0|0.0|100
0|2020-03-31|61.0|0|61.0|0|4.0|0|0.0|100
0|2020-04-01|72.0|0|72.0|0|7.0|0|0.0|100
0|2020-04-02|85.0|0|85.0|0|8.0|0|0.0|100
0|2020-04-03|89.0|0|89.0|0|11.0|0|0.0|100
0|2020-04-04|95.0|0|95.0|0|12.0|0|0.0|100
0|2020-04-05|100.0|0|100.0|0|12.0|0|0.0|100
0|2020-04-06|107.0|0|107.0|0|13.0|0|0.0|100
0|2020-04-07|118.0|0|118.0|0|17.0|0|0.0|100
0|2020-04-08|117.0|0|117.0|0|21.0|0|0.0|100
0|2020-04-09|128.0|0|128.0|0|21.0|0|0.0|100
0|2020-04-10|135.0|0|135.0|0|21.0|0|0.0|100
0|2020-04-11|138.0|0|138.0|0|23.0|0|0.0|100
0|2020-04-12|143.0|0|143.0|0|25.0|0|0.0|100
0|2020-04-13|148.0|0|148.0|0|25.0|0|0.0|100
0|2020-04-14|155.0|0|155.0|0|25.0|0|0.0|100
0|2020-04-15|160.0|0|160.0|0|25.0|0|0.0|100
0|2020-04-16|170.0|0|170.0|0|25.0|0|0.0|100
0|2020-04-17|173.0|0|173.0|0|25.0|0|0.0|100
0|2020-04-18|177.0|0|177.0|0|25.0|0|0.0|100
0|2020-04-19|181.0|0|181.0|0|26.0|0|0.0|100
0|2020-04-20|181.0|0|187.0|0|26.0|0|0.0|100
0|2020-04-21|192.0|0|192.0|0|29.0|0|0.0|100
0|2020-04-22|196.0|0|196.0|0|29.0|0|0.0|100
0|2020-04-23|203.0|0|203.0|0|29.0|0|0.0|100
0|2020-04-24|217.0|0|217.0|0|29.0|0|0.0|100
0|2020-04-25|225.0|0|225.0|0|32.0|0|0.0|100
0|2020-04-26|226.0|0|226.0|0|32.0|0|0.0|100
0|2020-04-27|231.0|0|231.0|0|33.0|0|0.0|100
0|2020-04-28|237.0|0|237.0|0|33.0|0|0.0|100
0|2020-04-29|252.0|0|252.0|0|35.0|0|0.0|100
0|2020-04-30|257.0|0|257.0|0|37.0|0|0.0|100
0|2020-05-01|260.0|0|260.0|0|37.0|0|0.0|100
0|2020-05-02|263.0|0|263.0|0|37.0|0|0.0|100
0|2020-05-03|269.0|0|269.0|0|37.0|0|0.0|100
0|2020-05-04|273.0|0|273.0|0|37.0|0|0.0|100
0|2020-05-05|275.0|0|275.0|0|37.0|0|0.0|100
0|2020-05-06|278.0|0|278.0|0|38.0|0|0.0|100
0|2020-05-07|285.0|0|285.0|0|39.0|0|0.0|100
0|2020-05-08|289.0|0|289.0|0|41.0|0|0.0|100
0|2020-05-09|294.0|0|294.0|0|42.0|0|0.0|100
0|2020-05-10|294.0|0|294.0|0|42.0|0|0.0|100
0|2020-05-11|296.0|0|296.0|0|42.0|0|0.0|100
0|2020-05-12|297.0|0|297.0|0|42.0|0|0.0|100
0|2020-05-13|302.0|0|302.0|0|43.0|0|0.0|100
