|dates|Bell_Texas_UnitedStates.JHU_ConfirmedCases.data|Bell_Texas_UnitedStates.JHU_ConfirmedCases.missing|Bell_Texas_UnitedStates.NYT_ConfirmedCases.data|Bell_Texas_UnitedStates.NYT_ConfirmedCases.missing|Bell_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Bell_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Bell_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Bell_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|2.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-17|2.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-18|3.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-19|6.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|7.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-21|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-22|10.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-23|16.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-24|18.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-25|19.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-26|20.0|0|20.0|0|1.0|0|0.0|100
0|2020-03-27|25.0|0|25.0|0|1.0|0|0.0|100
0|2020-03-28|28.0|0|28.0|0|1.0|0|0.0|100
0|2020-03-29|28.0|0|28.0|0|1.0|0|0.0|100
0|2020-03-30|36.0|0|28.0|0|1.0|0|0.0|100
0|2020-03-31|44.0|0|36.0|0|1.0|0|0.0|100
0|2020-04-01|46.0|0|44.0|0|1.0|0|0.0|100
0|2020-04-02|51.0|0|46.0|0|1.0|0|0.0|100
0|2020-04-03|51.0|0|51.0|0|1.0|0|0.0|100
0|2020-04-04|58.0|0|51.0|0|1.0|0|0.0|100
0|2020-04-05|58.0|0|58.0|0|1.0|0|0.0|100
0|2020-04-06|68.0|0|68.0|0|2.0|0|0.0|100
0|2020-04-07|71.0|0|68.0|0|2.0|0|0.0|100
0|2020-04-08|74.0|0|74.0|0|2.0|0|0.0|100
0|2020-04-09|84.0|0|84.0|0|3.0|0|0.0|100
0|2020-04-10|84.0|0|84.0|0|3.0|0|0.0|100
0|2020-04-11|91.0|0|91.0|0|3.0|0|0.0|100
0|2020-04-12|101.0|0|101.0|0|3.0|0|0.0|100
0|2020-04-13|101.0|0|101.0|0|3.0|0|0.0|100
0|2020-04-14|107.0|0|107.0|0|3.0|0|0.0|100
0|2020-04-15|110.0|0|110.0|0|3.0|0|0.0|100
0|2020-04-16|115.0|0|115.0|0|3.0|0|0.0|100
0|2020-04-17|124.0|0|124.0|0|3.0|0|0.0|100
0|2020-04-18|126.0|0|126.0|0|3.0|0|0.0|100
0|2020-04-19|126.0|0|126.0|0|3.0|0|0.0|100
0|2020-04-20|126.0|0|126.0|0|3.0|0|0.0|100
0|2020-04-21|135.0|0|135.0|0|3.0|0|0.0|100
0|2020-04-22|145.0|0|145.0|0|3.0|0|0.0|100
0|2020-04-23|153.0|0|153.0|0|3.0|0|0.0|100
0|2020-04-24|161.0|0|161.0|0|3.0|0|0.0|100
0|2020-04-25|165.0|0|165.0|0|3.0|0|0.0|100
0|2020-04-26|165.0|0|165.0|0|3.0|0|0.0|100
0|2020-04-27|165.0|0|165.0|0|3.0|0|0.0|100
0|2020-04-28|173.0|0|173.0|0|3.0|0|0.0|100
0|2020-04-29|180.0|0|180.0|0|3.0|0|0.0|100
0|2020-04-30|189.0|0|189.0|0|3.0|0|0.0|100
0|2020-05-01|189.0|0|189.0|0|3.0|0|0.0|100
0|2020-05-02|193.0|0|193.0|0|3.0|0|0.0|100
0|2020-05-03|194.0|0|194.0|0|3.0|0|0.0|100
0|2020-05-04|194.0|0|194.0|0|3.0|0|0.0|100
0|2020-05-05|210.0|0|210.0|0|3.0|0|0.0|100
0|2020-05-06|210.0|0|210.0|0|3.0|0|0.0|100
0|2020-05-07|213.0|0|213.0|0|3.0|0|0.0|100
0|2020-05-08|218.0|0|218.0|0|3.0|0|0.0|100
0|2020-05-09|220.0|0|220.0|0|3.0|0|0.0|100
0|2020-05-10|220.0|0|220.0|0|3.0|0|0.0|100
0|2020-05-11|220.0|0|220.0|0|3.0|0|0.0|100
0|2020-05-12|223.0|0|223.0|0|3.0|0|0.0|100
0|2020-05-13|231.0|0|231.0|0|3.0|0|0.0|100
0|2020-05-14|237.0|0|237.0|0|3.0|0|0.0|100
