|dates|Clarendon_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Clarendon_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Clarendon_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Clarendon_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Clarendon_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Clarendon_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Clarendon_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Clarendon_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|1.0|0|1.0|0|1.0|0|0.0|100
0|2020-03-21|1.0|0|1.0|0|1.0|0|0.0|100
0|2020-03-22|1.0|0|1.0|0|1.0|0|0.0|100
0|2020-03-23|4.0|0|4.0|0|1.0|0|0.0|100
0|2020-03-24|5.0|0|5.0|0|1.0|0|0.0|100
0|2020-03-25|5.0|0|5.0|0|1.0|0|0.0|100
0|2020-03-26|5.0|0|5.0|0|1.0|0|0.0|100
0|2020-03-27|6.0|0|6.0|0|1.0|0|0.0|100
0|2020-03-28|7.0|0|7.0|0|1.0|0|0.0|100
0|2020-03-29|16.0|0|16.0|0|1.0|0|0.0|100
0|2020-03-30|18.0|0|18.0|0|1.0|0|0.0|100
0|2020-03-31|25.0|0|25.0|0|1.0|0|0.0|100
0|2020-04-01|28.0|0|28.0|0|1.0|0|0.0|100
0|2020-04-02|31.0|0|31.0|0|1.0|0|0.0|100
0|2020-04-03|34.0|0|34.0|0|1.0|0|0.0|100
0|2020-04-04|45.0|0|45.0|0|1.0|0|0.0|100
0|2020-04-05|54.0|0|54.0|0|1.0|0|0.0|100
0|2020-04-06|58.0|0|58.0|0|2.0|0|0.0|100
0|2020-04-07|68.0|0|68.0|0|2.0|0|0.0|100
0|2020-04-08|68.0|0|72.0|0|2.0|0|0.0|100
0|2020-04-09|75.0|0|75.0|0|3.0|0|0.0|100
0|2020-04-10|80.0|0|80.0|0|3.0|0|0.0|100
0|2020-04-11|85.0|0|85.0|0|4.0|0|0.0|100
0|2020-04-12|85.0|0|85.0|0|4.0|0|0.0|100
0|2020-04-13|86.0|0|86.0|0|4.0|0|0.0|100
0|2020-04-14|89.0|0|89.0|0|6.0|0|0.0|100
0|2020-04-15|90.0|0|90.0|0|6.0|0|0.0|100
0|2020-04-16|98.0|0|98.0|0|6.0|0|0.0|100
0|2020-04-17|106.0|0|106.0|0|6.0|0|0.0|100
0|2020-04-18|109.0|0|109.0|0|6.0|0|0.0|100
0|2020-04-19|112.0|0|112.0|0|6.0|0|0.0|100
0|2020-04-20|120.0|0|120.0|0|7.0|0|0.0|100
0|2020-04-21|120.0|0|126.0|0|7.0|0|0.0|100
0|2020-04-22|138.0|0|138.0|0|9.0|0|0.0|100
0|2020-04-23|151.0|0|151.0|0|9.0|0|0.0|100
0|2020-04-24|163.0|0|163.0|0|9.0|0|0.0|100
0|2020-04-25|172.0|0|172.0|0|9.0|0|0.0|100
0|2020-04-26|181.0|0|181.0|0|11.0|0|0.0|100
0|2020-04-27|185.0|0|185.0|0|12.0|0|0.0|100
0|2020-04-28|194.0|0|194.0|0|14.0|0|0.0|100
0|2020-04-29|201.0|0|201.0|0|17.0|0|0.0|100
0|2020-04-30|210.0|0|210.0|0|18.0|0|0.0|100
0|2020-05-01|214.0|0|214.0|0|21.0|0|0.0|100
0|2020-05-02|218.0|0|218.0|0|21.0|0|0.0|100
0|2020-05-03|229.0|0|229.0|0|22.0|0|0.0|100
0|2020-05-04|232.0|0|232.0|0|24.0|0|0.0|100
0|2020-05-05|237.0|0|237.0|0|24.0|0|0.0|100
0|2020-05-06|248.0|0|248.0|0|24.0|0|0.0|100
0|2020-05-07|253.0|0|253.0|0|24.0|0|0.0|100
0|2020-05-08|258.0|0|258.0|0|25.0|0|0.0|100
0|2020-05-09|262.0|0|262.0|0|26.0|0|0.0|100
0|2020-05-10|263.0|0|263.0|0|26.0|0|0.0|100
0|2020-05-11|265.0|0|265.0|0|27.0|0|0.0|100
0|2020-05-12|267.0|0|267.0|0|27.0|0|0.0|100
