|dates|Ottawa_Michigan_UnitedStates.JHU_ConfirmedCases.data|Ottawa_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Ottawa_Michigan_UnitedStates.NYT_ConfirmedCases.data|Ottawa_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Ottawa_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Ottawa_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Ottawa_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Ottawa_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-17|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-18|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-19|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-22|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-23|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-24|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-25|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-26|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-27|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-03-28|23.0|0|23.0|0|0.0|0|0.0|100
0|2020-03-29|25.0|0|25.0|0|0.0|0|0.0|100
0|2020-03-30|28.0|0|28.0|0|0.0|0|0.0|100
0|2020-03-31|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-04-01|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-04-02|35.0|0|35.0|0|0.0|0|0.0|100
0|2020-04-03|37.0|0|37.0|0|0.0|0|0.0|100
0|2020-04-04|39.0|0|39.0|0|0.0|0|0.0|100
0|2020-04-05|44.0|0|44.0|0|0.0|0|0.0|100
0|2020-04-06|44.0|0|44.0|0|0.0|0|0.0|100
0|2020-04-07|52.0|0|52.0|0|0.0|0|0.0|100
0|2020-04-08|55.0|0|55.0|0|0.0|0|0.0|100
0|2020-04-09|59.0|0|59.0|0|1.0|0|0.0|100
0|2020-04-10|61.0|0|61.0|0|1.0|0|0.0|100
0|2020-04-11|64.0|0|64.0|0|2.0|0|0.0|100
0|2020-04-12|66.0|0|66.0|0|2.0|0|0.0|100
0|2020-04-13|69.0|0|69.0|0|2.0|0|0.0|100
0|2020-04-14|67.0|0|67.0|0|2.0|0|0.0|100
0|2020-04-15|74.0|0|74.0|0|2.0|0|0.0|100
0|2020-04-16|82.0|0|82.0|0|2.0|0|0.0|100
0|2020-04-17|88.0|0|88.0|0|5.0|0|0.0|100
0|2020-04-18|98.0|0|98.0|0|5.0|0|0.0|100
0|2020-04-19|107.0|0|107.0|0|5.0|0|0.0|100
0|2020-04-20|119.0|0|119.0|0|7.0|0|0.0|100
0|2020-04-21|129.0|0|129.0|0|7.0|0|0.0|100
0|2020-04-22|149.0|0|149.0|0|7.0|0|0.0|100
0|2020-04-23|161.0|0|161.0|0|7.0|0|0.0|100
0|2020-04-24|167.0|0|167.0|0|8.0|0|0.0|100
0|2020-04-25|173.0|0|173.0|0|8.0|0|0.0|100
0|2020-04-26|180.0|0|180.0|0|9.0|0|0.0|100
0|2020-04-27|191.0|0|191.0|0|9.0|0|0.0|100
0|2020-04-28|210.0|0|210.0|0|9.0|0|0.0|100
0|2020-04-29|224.0|0|224.0|0|9.0|0|0.0|100
0|2020-04-30|236.0|0|236.0|0|9.0|0|0.0|100
0|2020-05-01|254.0|0|254.0|0|11.0|0|0.0|100
0|2020-05-02|261.0|0|261.0|0|12.0|0|0.0|100
0|2020-05-03|321.0|0|275.0|0|16.0|0|0.0|100
0|2020-05-04|321.0|0|281.0|0|16.0|0|0.0|100
0|2020-05-05|346.0|0|295.0|0|16.0|0|0.0|100
0|2020-05-06|368.0|0|313.0|0|19.0|0|0.0|100
0|2020-05-07|368.0|0|331.0|0|19.0|0|0.0|100
0|2020-05-08|413.0|0|353.0|0|23.0|0|0.0|100
0|2020-05-09|432.0|0|373.0|0|23.0|0|0.0|100
0|2020-05-10|432.0|0|388.0|0|23.0|0|0.0|100
0|2020-05-11|420.0|0|420.0|0|19.0|0|0.0|100
0|2020-05-12|430.0|0|430.0|0|20.0|0|0.0|100
0|2020-05-13|444.0|0|444.0|0|21.0|0|0.0|100
