|dates|Shelby_Indiana_UnitedStates.JHU_ConfirmedCases.data|Shelby_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Shelby_Indiana_UnitedStates.NYT_ConfirmedCases.data|Shelby_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Shelby_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Shelby_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Shelby_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Shelby_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-22|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-23|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-24|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-25|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-26|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-27|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-28|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-29|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-30|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-31|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-04-01|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-04-02|24.0|0|24.0|0|0.0|0|0.0|100
0|2020-04-03|26.0|0|26.0|0|0.0|0|0.0|100
0|2020-04-04|32.0|0|32.0|0|0.0|0|0.0|100
0|2020-04-05|37.0|0|37.0|0|0.0|0|0.0|100
0|2020-04-06|45.0|0|46.0|0|0.0|0|0.0|100
0|2020-04-07|51.0|0|52.0|0|0.0|0|0.0|100
0|2020-04-08|56.0|0|60.0|0|1.0|0|0.0|100
0|2020-04-09|61.0|0|65.0|0|2.0|0|0.0|100
0|2020-04-10|63.0|0|67.0|0|2.0|0|0.0|100
0|2020-04-11|68.0|0|73.0|0|2.0|0|0.0|100
0|2020-04-12|71.0|0|77.0|0|2.0|0|0.0|100
0|2020-04-13|75.0|0|81.0|0|3.0|0|0.0|100
0|2020-04-14|77.0|0|83.0|0|3.0|0|0.0|100
0|2020-04-15|79.0|0|85.0|0|3.0|0|0.0|100
0|2020-04-16|86.0|0|92.0|0|4.0|0|0.0|100
0|2020-04-17|97.0|0|103.0|0|4.0|0|0.0|100
0|2020-04-18|99.0|0|105.0|0|4.0|0|0.0|100
0|2020-04-19|105.0|0|111.0|0|4.0|0|0.0|100
0|2020-04-20|111.0|0|118.0|0|4.0|0|0.0|100
0|2020-04-21|120.0|0|127.0|0|6.0|0|0.0|100
0|2020-04-22|125.0|0|132.0|0|6.0|0|0.0|100
0|2020-04-23|145.0|0|153.0|0|6.0|0|0.0|100
0|2020-04-24|154.0|0|162.0|0|6.0|0|0.0|100
0|2020-04-25|176.0|0|184.0|0|6.0|0|0.0|100
0|2020-04-26|180.0|0|188.0|0|6.0|0|0.0|100
0|2020-04-27|184.0|0|192.0|0|8.0|0|0.0|100
0|2020-04-28|191.0|0|199.0|0|10.0|0|0.0|100
0|2020-04-29|194.0|0|203.0|0|12.0|0|0.0|100
0|2020-04-30|201.0|0|217.0|0|12.0|0|0.0|100
0|2020-05-01|213.0|0|230.0|0|12.0|0|0.0|100
0|2020-05-02|218.0|0|248.0|0|12.0|0|0.0|100
0|2020-05-03|222.0|0|252.0|0|12.0|0|0.0|100
0|2020-05-04|224.0|0|254.0|0|13.0|0|0.0|100
0|2020-05-05|229.0|0|275.0|0|14.0|0|0.0|100
0|2020-05-06|241.0|0|294.0|0|14.0|0|0.0|100
0|2020-05-07|243.0|0|300.0|0|15.0|0|0.0|100
0|2020-05-08|250.0|0|311.0|0|15.0|0|0.0|100
0|2020-05-09|255.0|0|319.0|0|16.0|0|0.0|100
0|2020-05-10|261.0|0|325.0|0|16.0|0|0.0|100
0|2020-05-11|272.0|0|336.0|0|16.0|0|0.0|100
0|2020-05-12|272.0|0|354.0|0|17.0|0|0.0|100
0|2020-05-13|273.0|0|357.0|0|18.0|0|0.0|100
