|dates|Craven_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Craven_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Craven_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Craven_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Craven_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Craven_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Craven_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Craven_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|79.0|0|72.0|0|4.0|0|0.0|100
0|2020-05-15|81.0|0|81.0|0|4.0|0|0.0|100
0|2020-05-16|84.0|0|84.0|0|4.0|0|0.0|100
0|2020-05-17|125.0|0|94.0|0|4.0|0|0.0|100
0|2020-05-18|129.0|0|127.0|0|4.0|0|0.0|100
0|2020-05-19|129.0|0|133.0|0|4.0|0|0.0|100
0|2020-05-20|135.0|0|135.0|0|4.0|0|0.0|100
0|2020-05-21|135.0|0|140.0|0|4.0|0|0.0|100
0|2020-05-22|168.0|0|142.0|0|4.0|0|0.0|100
0|2020-05-23|177.0|0|177.0|0|4.0|0|0.0|100
0|2020-05-24|189.0|0|189.0|0|4.0|0|0.0|100
0|2020-05-25|192.0|0|192.0|0|4.0|0|0.0|100
0|2020-05-26|192.0|0|192.0|0|4.0|0|0.0|100
0|2020-05-27|192.0|0|192.0|0|4.0|0|0.0|100
0|2020-05-28|192.0|0|192.0|0|5.0|0|0.0|100
0|2020-05-29|192.0|0|192.0|0|5.0|0|0.0|100
0|2020-05-30|204.0|0|204.0|0|5.0|0|0.0|100
0|2020-05-31|207.0|0|204.0|0|5.0|0|0.0|100
0|2020-06-01|209.0|0|209.0|0|5.0|0|0.0|100
0|2020-06-02|210.0|0|210.0|0|5.0|0|0.0|100
0|2020-06-03|210.0|0|210.0|0|5.0|0|0.0|100
0|2020-06-04|216.0|0|216.0|0|5.0|0|0.0|100
0|2020-06-05|218.0|0|218.0|0|5.0|0|0.0|100
0|2020-06-06|223.0|0|223.0|0|5.0|0|0.0|100
0|2020-06-07|232.0|0|232.0|0|5.0|0|0.0|100
0|2020-06-08|239.0|0|237.0|0|5.0|0|0.0|100
0|2020-06-09|240.0|0|238.0|0|5.0|0|0.0|100
0|2020-06-10|241.0|0|241.0|0|5.0|0|0.0|100
0|2020-06-11|243.0|0|243.0|0|5.0|0|0.0|100
0|2020-06-12|256.0|0|256.0|0|5.0|0|0.0|100
0|2020-06-13|256.0|0|255.0|0|5.0|0|0.0|100
0|2020-06-14|264.0|0|264.0|0|5.0|0|0.0|100
0|2020-06-15|276.0|0|276.0|0|5.0|0|0.0|100
0|2020-06-16|276.0|0|275.0|0|5.0|0|0.0|100
0|2020-06-17|280.0|0|280.0|0|5.0|0|0.0|100
0|2020-06-18|283.0|0|283.0|0|5.0|0|0.0|100
0|2020-06-19|292.0|0|292.0|0|5.0|0|0.0|100
0|2020-06-20|300.0|0|300.0|0|6.0|0|0.0|100
0|2020-06-21|310.0|0|310.0|0|6.0|0|0.0|100
0|2020-06-22|315.0|0|312.0|0|6.0|0|0.0|100
0|2020-06-23|318.0|0|318.0|0|6.0|0|0.0|100
0|2020-06-24|328.0|0|328.0|0|6.0|0|0.0|100
0|2020-06-25|332.0|0|332.0|0|6.0|0|0.0|100
0|2020-06-26|338.0|0|338.0|0|6.0|0|0.0|100
0|2020-06-27|350.0|0|350.0|0|6.0|0|0.0|100
0|2020-06-28|354.0|0|354.0|0|6.0|0|0.0|100
0|2020-06-29|365.0|0|365.0|0|6.0|0|0.0|100
0|2020-06-30|365.0|0|365.0|0|6.0|0|0.0|100
0|2020-07-01|372.0|0|372.0|0|6.0|0|0.0|100
0|2020-07-02|382.0|0|382.0|0|6.0|0|0.0|100
0|2020-07-03|391.0|0|391.0|0|6.0|0|0.0|100
0|2020-07-04|387.0|0|387.0|0|6.0|0|0.0|100
0|2020-07-05|396.0|0|396.0|0|6.0|0|0.0|100
0|2020-07-06|402.0|0|402.0|0|6.0|0|0.0|100
0|2020-07-07|405.0|0|405.0|0|7.0|0|0.0|100
0|2020-07-08|411.0|0|411.0|0|8.0|0|0.0|100
0|2020-07-09|426.0|0|426.0|0|8.0|0|0.0|100
0|2020-07-10|427.0|0|427.0|0|8.0|0|0.0|100
0|2020-07-11|443.0|0|443.0|0|8.0|0|0.0|100
0|2020-07-12|443.0|0|443.0|0|8.0|0|0.0|100
0|2020-07-13|452.0|0|452.0|0|8.0|0|0.0|100
0|2020-07-14|470.0|0|470.0|0|8.0|0|0.0|100
0|2020-07-15|486.0|0|483.0|0|8.0|0|0.0|100
0|2020-07-16|487.0|0|487.0|0|8.0|0|0.0|100
0|2020-07-17|488.0|0|488.0|0|8.0|0|0.0|100
0|2020-07-18|489.0|0|489.0|0|8.0|0|0.0|100
0|2020-07-19|509.0|0|509.0|0|8.0|0|0.0|100
0|2020-07-20|514.0|0|514.0|0|8.0|0|0.0|100
0|2020-07-21|529.0|0|515.0|0|8.0|0|0.0|100
0|2020-07-22|529.0|0|528.0|0|8.0|0|0.0|100
0|2020-07-23|555.0|0|555.0|0|8.0|0|0.0|100
0|2020-07-24|581.0|0|563.0|0|8.0|0|0.0|100
0|2020-07-25|581.0|0|569.0|0|8.0|0|0.0|100
0|2020-07-26|581.0|0|572.0|0|8.0|0|0.0|100
0|2020-07-27|611.0|0|578.0|0|8.0|0|0.0|100
0|2020-07-28|611.0|0|597.0|0|8.0|0|0.0|100
0|2020-07-29|620.0|0|600.0|0|9.0|0|0.0|100
0|2020-07-30|620.0|0|610.0|0|9.0|0|0.0|100
0|2020-07-31|621.0|0|621.0|0|10.0|0|0.0|100
0|2020-08-01|626.0|0|626.0|0|10.0|0|0.0|100
0|2020-08-02|631.0|0|631.0|0|10.0|0|0.0|100
0|2020-08-03|673.0|0|634.0|0|10.0|0|0.0|100
0|2020-08-04|673.0|0|648.0|0|10.0|0|0.0|100
0|2020-08-05|673.0|0|649.0|0|10.0|0|0.0|100
0|2020-08-06|695.0|0|673.0|0|11.0|0|0.0|100
0|2020-08-07|695.0|0|680.0|0|12.0|0|0.0|100
0|2020-08-08|697.0|0|697.0|0|12.0|0|0.0|100
0|2020-08-09|699.0|0|699.0|0|12.0|0|0.0|100
0|2020-08-10|753.0|0|706.0|0|12.0|0|0.0|100
0|2020-08-11|753.0|0|712.0|0|15.0|0|0.0|100
0|2020-08-12|753.0|0|726.0|0|15.0|0|0.0|100
0|2020-08-13|742.0|0|742.0|0|16.0|0|0.0|100
0|2020-08-14|758.0|0|758.0|0|18.0|0|0.0|100
0|2020-08-15|780.0|0|780.0|0|18.0|0|0.0|100
0|2020-08-16|784.0|0|784.0|0|18.0|0|0.0|100
0|2020-08-17|785.0|0|785.0|0|18.0|0|0.0|100
0|2020-08-18|792.0|0|792.0|0|19.0|0|0.0|100
0|2020-08-19|798.0|0|798.0|0|22.0|0|0.0|100
0|2020-08-20|844.0|0|844.0|0|23.0|0|0.0|100
0|2020-08-21|857.0|0|857.0|0|23.0|0|0.0|100
0|2020-08-22|867.0|0|867.0|0|24.0|0|0.0|100
0|2020-08-23|874.0|0|874.0|0|24.0|0|0.0|100
0|2020-08-24|875.0|0|875.0|0|24.0|0|0.0|100
0|2020-08-25|879.0|0|879.0|0|26.0|0|0.0|100
0|2020-08-26|881.0|0|881.0|0|26.0|0|0.0|100
0|2020-08-27|884.0|0|884.0|0|26.0|0|0.0|100
0|2020-08-28|888.0|0|888.0|0|26.0|0|0.0|100
0|2020-08-29|958.0|0|958.0|0|26.0|0|0.0|100
0|2020-08-30|967.0|0|967.0|0|26.0|0|0.0|100
0|2020-08-31|971.0|0|971.0|0|26.0|0|0.0|100
0|2020-09-01|995.0|0|995.0|0|26.0|0|0.0|100
0|2020-09-02|1000.0|0|1000.0|0|26.0|0|0.0|100
0|2020-09-03|1013.0|0|1013.0|0|26.0|0|0.0|100
0|2020-09-04|1027.0|0|1027.0|0|26.0|0|0.0|100
0|2020-09-05|1045.0|0|1045.0|0|26.0|0|0.0|100
0|2020-09-06|1055.0|0|1055.0|0|26.0|0|0.0|100
0|2020-09-07|1070.0|0|1070.0|0|26.0|0|0.0|100
0|2020-09-08|1078.0|0|1078.0|0|27.0|0|0.0|100
0|2020-09-09|1081.0|0|1081.0|0|27.0|0|0.0|100
0|2020-09-10|1092.0|0|1092.0|0|27.0|0|0.0|100
0|2020-09-11|1108.0|0|1108.0|0|28.0|0|0.0|100
0|2020-09-12|1127.0|0|1127.0|0|29.0|0|0.0|100
0|2020-09-13|1141.0|0|1141.0|0|29.0|0|0.0|100
0|2020-09-14|1147.0|0|1147.0|0|29.0|0|0.0|100
0|2020-09-15|1181.0|0|1181.0|0|30.0|0|0.0|100
0|2020-09-16|1194.0|0|1194.0|0|30.0|0|0.0|100
0|2020-09-17|1210.0|0|1210.0|0|30.0|0|0.0|100
0|2020-09-18|1229.0|0|1229.0|0|30.0|0|0.0|100
0|2020-09-19|1247.0|0|1247.0|0|30.0|0|0.0|100
0|2020-09-20|1267.0|0|1267.0|0|30.0|0|0.0|100
0|2020-09-21|1287.0|0|1287.0|0|30.0|0|0.0|100
0|2020-09-22|1294.0|0|1294.0|0|32.0|0|0.0|100
0|2020-09-23|1307.0|0|1307.0|0|33.0|0|0.0|100
0|2020-09-24|1317.0|0|1317.0|0|33.0|0|0.0|100
0|2020-09-25|1591.0|0|1591.0|0|34.0|0|0.0|100
0|2020-09-26|1629.0|0|1629.0|0|34.0|0|0.0|100
0|2020-09-27|1634.0|0|1634.0|0|34.0|0|0.0|100
0|2020-09-28|1636.0|0|1636.0|0|34.0|0|0.0|100
0|2020-09-29|1669.0|0|1669.0|0|39.0|0|0.0|100
0|2020-09-30|1685.0|0|1685.0|0|39.0|0|0.0|100
0|2020-10-01|1711.0|0|1711.0|0|39.0|0|0.0|100
0|2020-10-02|1733.0|0|1733.0|0|40.0|0|0.0|100
0|2020-10-03|1798.0|0|1798.0|0|40.0|0|0.0|100
0|2020-10-04|1800.0|0|1800.0|0|40.0|0|0.0|100
0|2020-10-05|1819.0|0|1819.0|0|40.0|0|0.0|100
0|2020-10-06|1852.0|0|1852.0|0|44.0|0|0.0|100
0|2020-10-07|1864.0|0|1864.0|0|45.0|0|0.0|100
0|2020-10-08|1899.0|0|1899.0|0|46.0|0|0.0|100
0|2020-10-09|1924.0|0|1924.0|0|48.0|0|0.0|100
0|2020-10-10|1958.0|0|1958.0|0|48.0|0|0.0|100
0|2020-10-11|1962.0|0|1962.0|0|48.0|0|0.0|100
0|2020-10-12|1970.0|0|1970.0|0|48.0|0|0.0|100
0|2020-10-13|2003.0|0|2003.0|0|48.0|0|0.0|100
0|2020-10-14|2015.0|0|2015.0|0|50.0|0|0.0|100
0|2020-10-15|2038.0|0|2038.0|0|50.0|0|0.0|100
0|2020-10-16|2076.0|0|2076.0|0|50.0|0|0.0|100
0|2020-10-17|2103.0|0|2103.0|0|50.0|0|0.0|100
0|2020-10-18|2115.0|0|2115.0|0|50.0|0|0.0|100
0|2020-10-19|2122.0|0|2122.0|0|50.0|0|0.0|100
0|2020-10-20|2170.0|0|2170.0|0|55.0|0|0.0|100
0|2020-10-21|2189.0|0|2189.0|0|56.0|0|0.0|100
0|2020-10-22|2213.0|0|2213.0|0|57.0|0|0.0|100
0|2020-10-23|2238.0|0|2238.0|0|57.0|0|0.0|100
0|2020-10-24|2279.0|0|2279.0|0|57.0|0|0.0|100
0|2020-10-25|2283.0|0|2283.0|0|57.0|0|0.0|100
0|2020-10-26|2288.0|0|2288.0|0|57.0|0|0.0|100
0|2020-10-27|2314.0|0|2314.0|0|60.0|0|0.0|100
0|2020-10-28|2329.0|0|2329.0|0|60.0|0|0.0|100
0|2020-10-29|2369.0|0|2369.0|0|60.0|0|0.0|100
0|2020-10-30|2394.0|0|2394.0|0|61.0|0|0.0|100
0|2020-10-31|2433.0|0|2433.0|0|62.0|0|0.0|100
0|2020-11-01|2441.0|0|2441.0|0|62.0|0|0.0|100
0|2020-11-02|2441.0|0|2441.0|0|62.0|0|0.0|100
0|2020-11-03|2465.0|0|2465.0|0|62.0|0|0.0|100
0|2020-11-04|2485.0|0|2485.0|0|63.0|0|0.0|100
0|2020-11-05|2502.0|0|2502.0|0|63.0|0|0.0|100
0|2020-11-06|2525.0|0|2525.0|0|63.0|0|0.0|100
0|2020-11-07|2536.0|0|2536.0|0|64.0|0|0.0|100
0|2020-11-08|2540.0|0|2540.0|0|64.0|0|0.0|100
0|2020-11-09|2554.0|0|2554.0|0|64.0|0|0.0|100
0|2020-11-10|2568.0|0|2568.0|0|65.0|0|0.0|100
0|2020-11-11|2592.0|0|2592.0|0|65.0|0|0.0|100
0|2020-11-12|2609.0|0|2609.0|0|65.0|0|0.0|100
0|2020-11-13|2620.0|0|2620.0|0|65.0|0|0.0|100
0|2020-11-14|2665.0|0|2665.0|0|65.0|0|0.0|100
0|2020-11-15|2693.0|0|2693.0|0|66.0|0|0.0|100
0|2020-11-16|2701.0|0|2701.0|0|66.0|0|0.0|100
0|2020-11-17|2727.0|0|2727.0|0|67.0|0|0.0|100
0|2020-11-18|2773.0|0|2773.0|0|67.0|0|0.0|100
0|2020-11-19|2804.0|0|2804.0|0|67.0|0|0.0|100
0|2020-11-20|2842.0|0|2842.0|0|68.0|0|0.0|100
0|2020-11-21|2871.0|0|2871.0|0|68.0|0|0.0|100
0|2020-11-22|2924.0|0|2924.0|0|68.0|0|0.0|100
0|2020-11-23|2934.0|0|2934.0|0|68.0|0|0.0|100
0|2020-11-24|2975.0|0|2975.0|0|68.0|0|0.0|100
0|2020-11-25|3032.0|0|3032.0|0|68.0|0|0.0|100
0|2020-11-26|3032.0|0|3032.0|0|68.0|0|0.0|100
0|2020-11-27|3097.0|0|3097.0|0|69.0|0|0.0|100
0|2020-11-28|3115.0|0|3115.0|0|69.0|0|0.0|100
0|2020-11-29|3127.0|0|3127.0|0|69.0|0|0.0|100
0|2020-11-30|3140.0|0|3140.0|0|69.0|0|0.0|100
0|2020-12-01|3157.0|0|3157.0|0|70.0|0|0.0|100
0|2020-12-02|3224.0|0|3224.0|0|70.0|0|0.0|100
0|2020-12-03|3290.0|0|3290.0|0|72.0|0|0.0|100
0|2020-12-04|3347.0|0|3347.0|0|74.0|0|0.0|100
0|2020-12-05|3388.0|0|3388.0|0|74.0|0|0.0|100
0|2020-12-06|3491.0|0|3491.0|0|74.0|0|0.0|100
0|2020-12-07|3509.0|0|3509.0|0|74.0|0|0.0|100
0|2020-12-08|3555.0|0|3555.0|0|75.0|0|0.0|100
0|2020-12-09|3659.0|0|3659.0|0|75.0|0|0.0|100
0|2020-12-10|3762.0|0|3762.0|0|75.0|0|0.0|100
0|2020-12-11|3828.0|0|3828.0|0|76.0|0|0.0|100
0|2020-12-12|3870.0|0|3870.0|0|77.0|0|0.0|100
0|2020-12-13|3952.0|0|3952.0|0|77.0|0|0.0|100
0|2020-12-14|3965.0|0|3965.0|0|77.0|0|0.0|100
0|2020-12-15|4016.0|0|4016.0|0|78.0|0|0.0|100
0|2020-12-16|4080.0|0|4080.0|0|78.0|0|0.0|100
0|2020-12-17|4209.0|0|4209.0|0|79.0|0|0.0|100
0|2020-12-18|4361.0|0|4361.0|0|79.0|0|0.0|100
0|2020-12-19|4444.0|0|4444.0|0|79.0|0|0.0|100
0|2020-12-20|4520.0|0|4520.0|0|79.0|0|0.0|100
0|2020-12-21|4533.0|0|4533.0|0|79.0|0|0.0|100
0|2020-12-22|4614.0|0|4614.0|0|82.0|0|0.0|100
0|2020-12-23|4721.0|0|4721.0|0|82.0|0|0.0|100
0|2020-12-24|4721.0|0|4721.0|0|82.0|0|0.0|100
0|2020-12-25|4721.0|0|4721.0|0|82.0|0|0.0|100
0|2020-12-26|4874.0|0|4874.0|0|81.0|0|0.0|100
0|2020-12-27|4880.0|0|4880.0|0|81.0|0|0.0|100
0|2020-12-28|4891.0|0|4891.0|0|81.0|0|0.0|100
0|2020-12-29|4953.0|0|4953.0|0|82.0|0|0.0|100
0|2020-12-30|5087.0|0|5087.0|0|83.0|0|0.0|100
0|2020-12-31|5127.0|0|5127.0|0|83.0|0|0.0|100
0|2021-01-01|5127.0|0|5127.0|0|83.0|0|0.0|100
0|2021-01-02|5297.0|0|5297.0|0|84.0|0|0.0|100
0|2021-01-03|5331.0|0|5331.0|0|84.0|0|0.0|100
0|2021-01-04|5351.0|0|5351.0|0|84.0|0|0.0|100
0|2021-01-05|5403.0|0|5403.0|0|87.0|0|0.0|100
0|2021-01-06|5533.0|0|5533.0|0|88.0|0|0.0|100
0|2021-01-07|5630.0|0|5630.0|0|88.0|0|0.0|100
0|2021-01-08|5724.0|0|5724.0|0|88.0|0|0.0|100
0|2021-01-09|5850.0|0|5850.0|0|88.0|0|0.0|100
0|2021-01-10|5935.0|0|5935.0|0|88.0|0|0.0|100
0|2021-01-11|5955.0|0|5955.0|0|88.0|0|0.0|100
0|2021-01-12|6012.0|0|6012.0|0|89.0|0|0.0|100
0|2021-01-13|6094.0|0|6094.0|0|89.0|0|0.0|100
0|2021-01-14|6162.0|0|6162.0|0|90.0|0|0.0|100
0|2021-01-15|6240.0|0|6240.0|0|90.0|0|0.0|100
0|2021-01-16|6338.0|0|6338.0|0|89.0|0|0.0|100
0|2021-01-17|6405.0|0|6405.0|0|89.0|0|0.0|100
0|2021-01-18|6405.0|0|6405.0|0|89.0|0|0.0|100
0|2021-01-19|6446.0|0|6446.0|0|89.0|0|0.0|100
0|2021-01-20|6517.0|0|6517.0|0|92.0|0|0.0|100
0|2021-01-21|6572.0|0|6572.0|0|92.0|0|0.0|100
0|2021-01-22|6673.0|0|6673.0|0|93.0|0|0.0|100
0|2021-01-23|6730.0|0|6730.0|0|93.0|0|0.0|100
0|2021-01-24|6795.0|0|6795.0|0|93.0|0|0.0|100
0|2021-01-25|6808.0|0|6808.0|0|93.0|0|0.0|100
0|2021-01-26|6879.0|0|6879.0|0|96.0|0|0.0|100
0|2021-01-27|6906.0|0|6906.0|0|101.0|0|0.0|100
0|2021-01-28|6997.0|0|6997.0|0|102.0|0|0.0|100
0|2021-01-29|7065.0|0|7065.0|0|104.0|0|0.0|100
0|2021-01-30|7065.0|0|7065.0|0|104.0|0|0.0|100
0|2021-01-31|7177.0|0|7177.0|0|106.0|0|0.0|100
