|dates|Tolland_Connecticut_UnitedStates.JHU_ConfirmedCases.data|Tolland_Connecticut_UnitedStates.JHU_ConfirmedCases.missing|Tolland_Connecticut_UnitedStates.NYT_ConfirmedCases.data|Tolland_Connecticut_UnitedStates.NYT_ConfirmedCases.missing|Tolland_Connecticut_UnitedStates.JHU_ConfirmedDeaths.data|Tolland_Connecticut_UnitedStates.JHU_ConfirmedDeaths.missing|Tolland_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.data|Tolland_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-20|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-21|4.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-22|14.0|0|14.0|0|2.0|0|0.0|100
0|2020-03-23|16.0|0|16.0|0|2.0|0|0.0|100
0|2020-03-24|19.0|0|19.0|0|3.0|0|0.0|100
0|2020-03-25|27.0|0|27.0|0|3.0|0|0.0|100
0|2020-03-26|33.0|0|33.0|0|3.0|0|0.0|100
0|2020-03-27|33.0|0|33.0|0|3.0|0|0.0|100
0|2020-03-28|37.0|0|37.0|0|4.0|0|0.0|100
0|2020-03-29|40.0|0|40.0|0|4.0|0|0.0|100
0|2020-03-30|50.0|0|50.0|0|4.0|0|0.0|100
0|2020-03-31|56.0|0|56.0|0|7.0|0|0.0|100
0|2020-04-01|61.0|0|61.0|0|7.0|0|0.0|100
0|2020-04-02|67.0|0|67.0|0|10.0|0|0.0|100
0|2020-04-03|79.0|0|79.0|0|10.0|0|0.0|100
0|2020-04-04|91.0|0|91.0|0|10.0|0|0.0|100
0|2020-04-05|94.0|0|94.0|0|11.0|0|0.0|100
0|2020-04-06|103.0|0|103.0|0|13.0|0|0.0|100
0|2020-04-07|111.0|0|111.0|0|13.0|0|0.0|100
0|2020-04-08|111.0|0|128.0|0|13.0|0|0.0|100
0|2020-04-09|145.0|0|145.0|0|13.0|0|0.0|100
0|2020-04-10|152.0|0|152.0|0|14.0|0|0.0|100
0|2020-04-11|171.0|0|171.0|0|15.0|0|0.0|100
0|2020-04-12|182.0|0|182.0|0|17.0|0|0.0|100
0|2020-04-13|195.0|0|195.0|0|17.0|0|0.0|100
0|2020-04-14|201.0|0|201.0|0|18.0|0|0.0|100
0|2020-04-15|216.0|0|216.0|0|22.0|0|0.0|100
0|2020-04-16|241.0|0|241.0|0|22.0|0|0.0|100
0|2020-04-17|258.0|0|258.0|0|24.0|0|0.0|100
0|2020-04-18|270.0|0|270.0|0|24.0|0|0.0|100
0|2020-04-19|276.0|0|276.0|0|24.0|0|0.0|100
0|2020-04-20|299.0|0|299.0|0|27.0|0|0.0|100
0|2020-04-21|305.0|0|305.0|0|30.0|0|0.0|100
0|2020-04-22|331.0|0|331.0|0|32.0|0|0.0|100
0|2020-04-23|359.0|0|359.0|0|33.0|0|0.0|100
0|2020-04-24|375.0|0|375.0|0|34.0|0|0.0|100
0|2020-04-25|384.0|0|384.0|0|35.0|0|0.0|100
0|2020-04-26|407.0|0|407.0|0|35.0|0|0.0|100
0|2020-04-27|419.0|0|419.0|0|35.0|0|0.0|100
0|2020-04-28|422.0|0|422.0|0|35.0|0|0.0|100
0|2020-04-29|427.0|0|427.0|0|36.0|0|0.0|100
0|2020-04-30|437.0|0|437.0|0|36.0|0|0.0|100
0|2020-05-01|446.0|0|446.0|0|38.0|0|0.0|100
0|2020-05-02|461.0|0|461.0|0|39.0|0|0.0|100
0|2020-05-03|461.0|0|461.0|0|39.0|0|0.0|100
0|2020-05-04|464.0|0|464.0|0|40.0|0|0.0|100
0|2020-05-05|502.0|0|502.0|0|43.0|0|0.0|100
0|2020-05-06|513.0|0|513.0|0|44.0|0|0.0|100
0|2020-05-07|522.0|0|522.0|0|46.0|0|0.0|100
0|2020-05-08|530.0|0|530.0|0|46.0|0|0.0|100
0|2020-05-09|540.0|0|540.0|0|46.0|0|0.0|100
0|2020-05-10|543.0|0|543.0|0|47.0|0|0.0|100
0|2020-05-11|545.0|0|545.0|0|47.0|0|0.0|100
0|2020-05-12|556.0|0|556.0|0|47.0|0|0.0|100
0|2020-05-13|560.0|0|560.0|0|49.0|0|0.0|100
