|dates|Okaloosa_Florida_UnitedStates.JHU_ConfirmedCases.data|Okaloosa_Florida_UnitedStates.JHU_ConfirmedCases.missing|Okaloosa_Florida_UnitedStates.NYT_ConfirmedCases.data|Okaloosa_Florida_UnitedStates.NYT_ConfirmedCases.missing|Okaloosa_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Okaloosa_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Okaloosa_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Okaloosa_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-08|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-09|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-10|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-11|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-12|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-13|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-17|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-18|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-19|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-20|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-21|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-22|14.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-23|14.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-24|14.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-25|16.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-26|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-03-27|23.0|0|25.0|0|0.0|0|0.0|100
0|2020-03-28|27.0|0|31.0|0|0.0|0|0.0|100
0|2020-03-29|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-03-30|35.0|0|35.0|0|0.0|0|0.0|100
0|2020-03-31|39.0|0|39.0|0|1.0|0|0.0|100
0|2020-04-01|39.0|0|44.0|0|1.0|0|0.0|100
0|2020-04-02|51.0|0|50.0|0|1.0|0|0.0|100
0|2020-04-03|54.0|0|53.0|0|1.0|0|0.0|100
0|2020-04-04|59.0|0|58.0|0|1.0|0|0.0|100
0|2020-04-05|62.0|0|61.0|0|1.0|0|0.0|100
0|2020-04-06|65.0|0|64.0|0|1.0|0|0.0|100
0|2020-04-07|69.0|0|69.0|0|1.0|0|0.0|100
0|2020-04-08|78.0|0|77.0|0|1.0|0|0.0|100
0|2020-04-09|80.0|0|82.0|0|1.0|0|0.0|100
0|2020-04-10|83.0|0|84.0|0|1.0|0|0.0|100
0|2020-04-11|91.0|0|90.0|0|1.0|0|0.0|100
0|2020-04-12|101.0|0|100.0|0|1.0|0|0.0|100
0|2020-04-13|103.0|0|102.0|0|1.0|0|0.0|100
0|2020-04-14|104.0|0|103.0|0|1.0|0|0.0|100
0|2020-04-15|107.0|0|107.0|0|1.0|0|0.0|100
0|2020-04-16|117.0|0|116.0|0|1.0|0|0.0|100
0|2020-04-17|124.0|0|123.0|0|1.0|0|0.0|100
0|2020-04-18|127.0|0|126.0|0|1.0|0|0.0|100
0|2020-04-19|131.0|0|130.0|0|3.0|0|0.0|100
0|2020-04-20|131.0|0|130.0|0|3.0|0|0.0|100
0|2020-04-21|134.0|0|133.0|0|3.0|0|0.0|100
0|2020-04-22|135.0|0|134.0|0|3.0|0|0.0|100
0|2020-04-23|141.0|0|140.0|0|3.0|0|0.0|100
0|2020-04-24|145.0|0|144.0|0|3.0|0|0.0|100
0|2020-04-25|149.0|0|148.0|0|3.0|0|0.0|100
0|2020-04-26|149.0|0|148.0|0|3.0|0|0.0|100
0|2020-04-27|149.0|0|148.0|0|3.0|0|0.0|100
0|2020-04-28|152.0|0|151.0|0|3.0|0|0.0|100
0|2020-04-29|153.0|0|152.0|0|3.0|0|0.0|100
0|2020-04-30|154.0|0|153.0|0|4.0|0|0.0|100
0|2020-05-01|156.0|0|155.0|0|4.0|0|0.0|100
0|2020-05-02|158.0|0|157.0|0|5.0|0|0.0|100
0|2020-05-03|160.0|0|159.0|0|5.0|0|0.0|100
0|2020-05-04|160.0|0|159.0|0|5.0|0|0.0|100
0|2020-05-05|161.0|0|160.0|0|5.0|0|0.0|100
0|2020-05-06|162.0|0|161.0|0|5.0|0|0.0|100
0|2020-05-07|163.0|0|162.0|0|5.0|0|0.0|100
0|2020-05-08|165.0|0|164.0|0|5.0|0|0.0|100
0|2020-05-09|168.0|0|167.0|0|5.0|0|0.0|100
0|2020-05-10|169.0|0|168.0|0|5.0|0|0.0|100
0|2020-05-11|169.0|0|168.0|0|5.0|0|0.0|100
0|2020-05-12|169.0|0|168.0|0|5.0|0|0.0|100
0|2020-05-13|170.0|0|169.0|0|5.0|0|0.0|100
