|dates|Pike_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Pike_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Pike_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Pike_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Pike_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Pike_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Pike_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Pike_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-13|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-17|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-18|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-19|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-20|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-21|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-22|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-23|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-24|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-25|8.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-26|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-27|23.0|0|23.0|0|0.0|0|0.0|100
0|2020-03-28|27.0|0|27.0|0|1.0|0|0.0|100
0|2020-03-29|33.0|0|33.0|0|1.0|0|0.0|100
0|2020-03-30|39.0|0|39.0|0|1.0|0|0.0|100
0|2020-03-31|48.0|0|48.0|0|1.0|0|0.0|100
0|2020-04-01|57.0|0|57.0|0|1.0|0|0.0|100
0|2020-04-02|68.0|0|68.0|0|1.0|0|0.0|100
0|2020-04-03|83.0|0|83.0|0|1.0|0|0.0|100
0|2020-04-04|97.0|0|97.0|0|1.0|0|0.0|100
0|2020-04-05|114.0|0|114.0|0|1.0|0|0.0|100
0|2020-04-06|125.0|0|125.0|0|2.0|0|0.0|100
0|2020-04-07|136.0|0|136.0|0|5.0|0|0.0|100
0|2020-04-08|148.0|0|148.0|0|6.0|0|0.0|100
0|2020-04-09|163.0|0|163.0|0|6.0|0|0.0|100
0|2020-04-10|190.0|0|190.0|0|6.0|0|0.0|100
0|2020-04-11|208.0|0|208.0|0|6.0|0|0.0|100
0|2020-04-12|212.0|0|212.0|0|6.0|0|0.0|100
0|2020-04-13|221.0|0|221.0|0|6.0|0|0.0|100
0|2020-04-14|256.0|0|256.0|0|6.0|0|0.0|100
0|2020-04-15|268.0|0|268.0|0|7.0|0|0.0|100
0|2020-04-16|276.0|0|276.0|0|7.0|0|0.0|100
0|2020-04-17|290.0|0|290.0|0|8.0|0|0.0|100
0|2020-04-18|295.0|0|295.0|0|8.0|0|0.0|100
0|2020-04-19|301.0|0|301.0|0|8.0|0|0.0|100
0|2020-04-20|304.0|0|304.0|0|9.0|0|0.0|100
0|2020-04-21|314.0|0|314.0|0|12.0|0|0.0|100
0|2020-04-22|317.0|0|317.0|0|12.0|0|0.0|100
0|2020-04-23|327.0|0|327.0|0|12.0|0|0.0|100
0|2020-04-24|338.0|0|338.0|0|12.0|0|0.0|100
0|2020-04-25|347.0|0|347.0|0|12.0|0|0.0|100
0|2020-04-26|349.0|0|349.0|0|12.0|0|0.0|100
0|2020-04-27|352.0|0|352.0|0|12.0|0|0.0|100
0|2020-04-28|362.0|0|362.0|0|12.0|0|0.0|100
0|2020-04-29|369.0|0|369.0|0|14.0|0|0.0|100
0|2020-04-30|378.0|0|378.0|0|14.0|0|0.0|100
0|2020-05-01|383.0|0|383.0|0|15.0|0|0.0|100
0|2020-05-02|394.0|0|394.0|0|15.0|0|0.0|100
0|2020-05-03|405.0|0|405.0|0|16.0|0|0.0|100
0|2020-05-04|408.0|0|408.0|0|17.0|0|0.0|100
0|2020-05-05|412.0|0|412.0|0|17.0|0|0.0|100
0|2020-05-06|415.0|0|415.0|0|17.0|0|0.0|100
0|2020-05-07|419.0|0|419.0|0|19.0|0|0.0|100
0|2020-05-08|422.0|0|422.0|0|21.0|0|0.0|100
0|2020-05-09|427.0|0|427.0|0|21.0|0|0.0|100
0|2020-05-10|432.0|0|432.0|0|21.0|0|0.0|100
0|2020-05-11|433.0|0|433.0|0|21.0|0|0.0|100
0|2020-05-12|441.0|0|441.0|0|21.0|0|0.0|100
0|2020-05-13|451.0|0|451.0|0|21.0|0|0.0|100
