|dates|Muskegon_Michigan_UnitedStates.JHU_ConfirmedCases.data|Muskegon_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Muskegon_Michigan_UnitedStates.NYT_ConfirmedCases.data|Muskegon_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Muskegon_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Muskegon_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Muskegon_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Muskegon_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-24|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-25|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-26|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-27|6.0|0|6.0|0|2.0|0|0.0|100
0|2020-03-28|7.0|0|7.0|0|2.0|0|0.0|100
0|2020-03-29|13.0|0|13.0|0|2.0|0|0.0|100
0|2020-03-30|18.0|0|18.0|0|2.0|0|0.0|100
0|2020-03-31|18.0|0|18.0|0|2.0|0|0.0|100
0|2020-04-01|18.0|0|18.0|0|2.0|0|0.0|100
0|2020-04-02|26.0|0|26.0|0|2.0|0|0.0|100
0|2020-04-03|30.0|0|30.0|0|2.0|0|0.0|100
0|2020-04-04|31.0|0|31.0|0|2.0|0|0.0|100
0|2020-04-05|31.0|0|31.0|0|4.0|0|0.0|100
0|2020-04-06|33.0|0|33.0|0|4.0|0|0.0|100
0|2020-04-07|41.0|0|41.0|0|4.0|0|0.0|100
0|2020-04-08|42.0|0|42.0|0|4.0|0|0.0|100
0|2020-04-09|53.0|0|53.0|0|4.0|0|0.0|100
0|2020-04-10|57.0|0|57.0|0|4.0|0|0.0|100
0|2020-04-11|57.0|0|57.0|0|4.0|0|0.0|100
0|2020-04-12|59.0|0|59.0|0|4.0|0|0.0|100
0|2020-04-13|68.0|0|68.0|0|4.0|0|0.0|100
0|2020-04-14|85.0|0|85.0|0|5.0|0|0.0|100
0|2020-04-15|93.0|0|93.0|0|5.0|0|0.0|100
0|2020-04-16|110.0|0|110.0|0|5.0|0|0.0|100
0|2020-04-17|128.0|0|128.0|0|5.0|0|0.0|100
0|2020-04-18|136.0|0|136.0|0|5.0|0|0.0|100
0|2020-04-19|143.0|0|143.0|0|6.0|0|0.0|100
0|2020-04-20|149.0|0|149.0|0|7.0|0|0.0|100
0|2020-04-21|160.0|0|160.0|0|10.0|0|0.0|100
0|2020-04-22|173.0|0|173.0|0|11.0|0|0.0|100
0|2020-04-23|191.0|0|186.0|0|12.0|0|0.0|100
0|2020-04-24|204.0|0|204.0|0|13.0|0|0.0|100
0|2020-04-25|213.0|0|213.0|0|13.0|0|0.0|100
0|2020-04-26|228.0|0|228.0|0|13.0|0|0.0|100
0|2020-04-27|234.0|0|234.0|0|13.0|0|0.0|100
0|2020-04-28|242.0|0|242.0|0|15.0|0|0.0|100
0|2020-04-29|262.0|0|262.0|0|16.0|0|0.0|100
0|2020-04-30|276.0|0|276.0|0|17.0|0|0.0|100
0|2020-05-01|288.0|0|288.0|0|17.0|0|0.0|100
0|2020-05-02|301.0|0|301.0|0|17.0|0|0.0|100
0|2020-05-03|305.0|0|304.0|0|17.0|0|0.0|100
0|2020-05-04|313.0|0|313.0|0|17.0|0|0.0|100
0|2020-05-05|318.0|0|318.0|0|18.0|0|0.0|100
0|2020-05-06|335.0|0|335.0|0|19.0|0|0.0|100
0|2020-05-07|344.0|0|344.0|0|19.0|0|0.0|100
0|2020-05-08|344.0|0|344.0|0|19.0|0|0.0|100
0|2020-05-09|354.0|0|354.0|0|20.0|0|0.0|100
0|2020-05-10|367.0|0|367.0|0|20.0|0|0.0|100
0|2020-05-11|384.0|0|384.0|0|20.0|0|0.0|100
0|2020-05-12|401.0|0|401.0|0|20.0|0|0.0|100
0|2020-05-13|406.0|0|406.0|0|20.0|0|0.0|100
