|dates|Pickett_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Pickett_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Pickett_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Pickett_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Pickett_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Pickett_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Pickett_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Pickett_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-06|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-07|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-08|0.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-09|0.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-10|0.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-11|0.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-12|0.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-13|0.0|0|26.0|0|0.0|0|0.0|100
0|2020-03-14|0.0|0|32.0|0|0.0|0|0.0|100
0|2020-03-15|0.0|0|39.0|0|0.0|0|0.0|100
0|2020-03-16|0.0|0|52.0|0|0.0|0|0.0|100
0|2020-03-17|0.0|0|73.0|0|0.0|0|0.0|100
0|2020-03-18|0.0|0|98.0|0|0.0|0|0.0|100
0|2020-03-19|0.0|0|155.0|0|0.0|0|0.0|100
0|2020-03-20|0.0|0|237.0|0|0.0|0|0.0|100
0|2020-03-21|0.0|0|312.0|0|0.0|0|0.0|100
0|2020-03-22|0.0|0|424.0|0|0.0|0|0.0|100
0|2020-03-23|0.0|0|522.0|0|0.0|0|0.0|100
0|2020-03-24|0.0|0|754.0|0|0.0|0|0.0|100
0|2020-03-25|0.0|0|837.0|0|0.0|0|0.0|100
0|2020-03-26|0.0|0|983.0|0|0.0|0|0.0|100
0|2020-03-27|0.0|0|1181.0|0|0.0|0|0.0|100
0|2020-03-28|0.0|0|1364.0|0|0.0|0|0.0|100
0|2020-03-29|0.0|0|1570.0|0|0.0|0|0.0|100
0|2020-03-30|0.0|0|1725.0|0|0.0|0|0.0|100
0|2020-03-31|0.0|0|1899.0|0|0.0|0|0.0|100
0|2020-04-01|0.0|0|2623.0|0|0.0|0|0.0|100
0|2020-04-02|0.0|0|2871.0|0|0.0|0|0.0|100
0|2020-04-03|0.0|0|3034.0|0|0.0|0|0.0|100
0|2020-04-04|0.0|0|3265.0|0|0.0|0|0.0|100
0|2020-04-05|0.0|0|3538.0|0|0.0|0|0.0|100
0|2020-04-06|0.0|0|3753.0|0|0.0|0|0.0|100
0|2020-04-07|0.0|0|4010.0|0|0.0|0|0.0|100
0|2020-04-08|0.0|0|4246.0|0|0.0|0|0.0|100
0|2020-04-09|0.0|0|4456.0|0|0.0|0|0.0|100
0|2020-04-10|0.0|0|4793.0|0|0.0|0|0.0|100
0|2020-04-11|0.0|0|4983.0|0|0.0|0|0.0|100
0|2020-04-12|0.0|0|5144.0|0|0.0|0|0.0|100
0|2020-04-13|0.0|0|5483.0|0|0.0|0|0.0|100
0|2020-04-14|0.0|0|5654.0|0|0.0|0|0.0|100
0|2020-04-15|0.0|0|5878.0|0|0.0|0|0.0|100
0|2020-04-16|0.0|0|6090.0|0|0.0|0|0.0|100
0|2020-04-17|0.0|0|6438.0|0|0.0|0|0.0|100
0|2020-04-18|0.0|0|6637.0|0|0.0|0|0.0|100
0|2020-04-19|0.0|0|6845.0|0|0.0|0|0.0|100
0|2020-04-20|0.0|0|7015.0|0|0.0|0|0.0|100
0|2020-04-21|0.0|0|7341.0|0|0.0|0|0.0|100
0|2020-04-22|0.0|0|7704.0|0|0.0|0|0.0|100
0|2020-04-23|0.0|0|8230.0|0|0.0|0|0.0|100
0|2020-04-24|0.0|0|8679.0|0|0.0|0|0.0|100
0|2020-04-25|0.0|0|8977.0|0|0.0|0|0.0|100
0|2020-04-26|0.0|0|9493.0|0|0.0|0|0.0|100
0|2020-04-27|0.0|0|9796.0|0|0.0|0|0.0|100
0|2020-04-28|0.0|0|10031.0|0|0.0|0|0.0|100
0|2020-04-29|0.0|0|10312.0|0|0.0|0|0.0|100
0|2020-04-30|0.0|0|10562.0|0|0.0|0|0.0|100
0|2020-05-01|0.0|0|11853.0|0|0.0|0|0.0|100
0|2020-05-02|0.0|0|12445.0|0|0.0|0|0.0|100
0|2020-05-03|0.0|0|12934.0|0|0.0|0|0.0|100
0|2020-05-04|0.0|0|13343.0|0|0.0|0|0.0|100
0|2020-05-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-10|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-11|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-12|1.0|0|1.0|0|0.0|0|0.0|100
