|dates|Monongalia_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Monongalia_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Monongalia_WestVirginia_UnitedStates.NYT_ConfirmedCases.data|Monongalia_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing|Monongalia_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Monongalia_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Monongalia_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Monongalia_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-22|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-23|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-24|5.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-25|16.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-26|18.0|0|24.0|0|0.0|0|0.0|100
0|2020-03-27|24.0|0|23.0|0|0.0|0|0.0|100
0|2020-03-28|23.0|0|29.0|0|0.0|0|0.0|100
0|2020-03-29|29.0|0|30.0|0|0.0|0|0.0|100
0|2020-03-30|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-03-31|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-04-01|32.0|0|32.0|0|0.0|0|0.0|100
0|2020-04-02|35.0|0|35.0|0|0.0|0|0.0|100
0|2020-04-03|35.0|0|40.0|0|0.0|0|0.0|100
0|2020-04-04|40.0|0|40.0|0|0.0|0|0.0|100
0|2020-04-05|49.0|0|49.0|0|1.0|0|0.0|100
0|2020-04-06|53.0|0|53.0|0|1.0|0|0.0|100
0|2020-04-07|60.0|0|60.0|0|1.0|0|0.0|100
0|2020-04-08|68.0|0|73.0|0|1.0|0|0.0|100
0|2020-04-09|76.0|0|76.0|0|1.0|0|0.0|100
0|2020-04-10|78.0|0|76.0|0|1.0|0|0.0|100
0|2020-04-11|78.0|0|83.0|0|1.0|0|0.0|100
0|2020-04-12|81.0|0|83.0|0|1.0|0|0.0|100
0|2020-04-13|83.0|0|81.0|0|2.0|0|0.0|100
0|2020-04-14|81.0|0|82.0|0|2.0|0|0.0|100
0|2020-04-15|83.0|0|83.0|0|2.0|0|0.0|100
0|2020-04-16|83.0|0|83.0|0|2.0|0|0.0|100
0|2020-04-17|83.0|0|83.0|0|2.0|0|0.0|100
0|2020-04-18|84.0|0|84.0|0|2.0|0|0.0|100
0|2020-04-19|87.0|0|87.0|0|2.0|0|0.0|100
0|2020-04-20|90.0|0|89.0|0|2.0|0|0.0|100
0|2020-04-21|89.0|0|89.0|0|2.0|0|0.0|100
0|2020-04-22|90.0|0|90.0|0|2.0|0|0.0|100
0|2020-04-23|89.0|0|89.0|0|4.0|0|0.0|100
0|2020-04-24|97.0|0|97.0|0|4.0|0|0.0|100
0|2020-04-25|97.0|0|97.0|0|4.0|0|0.0|100
0|2020-04-26|101.0|0|101.0|0|4.0|0|0.0|100
0|2020-04-27|102.0|0|102.0|0|4.0|0|0.0|100
0|2020-04-28|103.0|0|103.0|0|4.0|0|0.0|100
0|2020-04-29|103.0|0|102.0|0|4.0|0|0.0|100
0|2020-04-30|102.0|0|102.0|0|4.0|0|0.0|100
0|2020-05-01|102.0|0|101.0|0|4.0|0|0.0|100
0|2020-05-02|105.0|0|105.0|0|4.0|0|0.0|100
0|2020-05-03|105.0|0|105.0|0|4.0|0|0.0|100
0|2020-05-04|107.0|0|107.0|0|4.0|0|0.0|100
0|2020-05-05|108.0|0|108.0|0|4.0|0|0.0|100
0|2020-05-06|108.0|0|111.0|0|5.0|0|0.0|100
0|2020-05-07|111.0|0|111.0|0|5.0|0|0.0|100
0|2020-05-08|111.0|0|111.0|0|5.0|0|0.0|100
0|2020-05-09|111.0|0|112.0|0|5.0|0|0.0|100
0|2020-05-10|114.0|0|114.0|0|5.0|0|0.0|100
0|2020-05-11|113.0|0|113.0|0|5.0|0|0.0|100
0|2020-05-12|114.0|0|114.0|0|5.0|0|0.0|100
