|dates|Butte_California_UnitedStates.AverageDailyTemperature.data|Butte_California_UnitedStates.AverageDailyTemperature.missing|Butte_California_UnitedStates.AverageDewPoint.data|Butte_California_UnitedStates.AverageDewPoint.missing|Butte_California_UnitedStates.AverageRelativeHumidity.data|Butte_California_UnitedStates.AverageRelativeHumidity.missing|Butte_California_UnitedStates.AverageSurfaceAirPressure.data|Butte_California_UnitedStates.AverageSurfaceAirPressure.missing
0|2020-01-01|49.052083333333336|0|43.65625|0|81.20833333333333|0|29.88166666666669|0
0|2020-01-02|46.203125|0|38.916666666666664|0|78.59895833333333|0|29.88671874999999|0
0|2020-01-03|47.348958333333336|0|41.166666666666664|0|79.91145833333333|0|29.978229166666612|0
0|2020-01-04|50.802083333333336|0|45.192708333333336|0|81.9375|0|30.10942708333333|0
0|2020-01-05|45.973958333333336|0|39.666666666666664|0|80.53645833333333|0|30.26739583333335|0
0|2020-01-06|43.53125|0|35.828125|0|76.26041666666667|0|30.212083333333336|0
0|2020-01-07|41.807291666666664|0|38.276041666666664|0|87.703125|0|29.944531249999997|0
0|2020-01-08|46.005208333333336|0|44.447916666666664|0|93.03125|0|29.8566666666667|0
0|2020-01-09|47.583333333333336|0|41.760416666666664|0|79.96354166666667|0|29.830937499999962|0
0|2020-01-10|43.552083333333336|0|35.890625|0|75.47395833333333|0|30.010416666666615|0
0|2020-01-11|48.6875|0|42.15625|0|78.203125|0|29.96343749999998|0
0|2020-01-12|44.4375|0|37.619791666666664|0|77.57291666666667|0|29.894739583333344|0
0|2020-01-13|48.041666666666664|0|42.072916666666664|0|79.125|0|29.856718750000017|0
0|2020-01-14|47.802083333333336|0|40.192708333333336|0|75.453125|0|29.87817708333333|0
0|2020-01-15|43.036458333333336|0|34.942708333333336|0|73.78125|0|29.785364583333333|0
0|2020-01-16|46.345486111111114|0|39.739583333333336|0|79.22569444444444|0|29.563229166666662|0
0|2020-01-17|43.791666666666664|0|40.072916666666664|0|87.27083333333333|0|30.038489583333316|0
0|2020-01-18|42.609375|0|36.317708333333336|0|79.81770833333333|0|30.091041666666683|0
0|2020-01-19|43.505208333333336|0|37.953125|0|81.26041666666667|0|29.929166666666678|0
0|2020-01-20|45.807291666666664|0|41.697916666666664|0|85.8125|0|29.791458333333335|0
0|2020-01-21|50.447916666666664|0|45.869791666666664|0|84.91145833333333|0|29.829374999999988|0
0|2020-01-22|52.104166666666664|0|48.30555555555555|0|87.98958333333333|0|29.99781250000002|0
0|2020-01-23|46.463541666666664|0|43.963541666666664|0|92.04166666666667|0|29.965937499999992|0
0|2020-01-24|50.583333333333336|0|48.760416666666664|0|94.0625|0|29.909583333333334|0
0|2020-01-25|53.364583333333336|0|50.25|0|89.9375|0|29.879687500000006|0
0|2020-01-26|56.71875|0|52.270833333333336|0|85.16145833333333|0|29.91088541666669|0
0|2020-01-27|55.067708333333336|0|47.395833333333336|0|76.64583333333333|0|30.076770833333338|0
0|2020-01-28|52.197916666666664|0|45.921875|0|79.38020833333333|0|30.046614583333334|0
0|2020-01-29|50.614583333333336|0|42.979166666666664|0|77.046875|0|29.991979166666656|0
0|2020-01-30|56.567708333333336|0|46.526041666666664|0|70.18229166666667|0|29.982395833333317|0
0|2020-01-31|53.880208333333336|0|46.609375|0|77.76041666666667|0|30.07239583333332|0
0|2020-02-01|52.5625|0|44.567708333333336|0|76.953125|0|30.026874999999976|0
0|2020-02-02|49.067708333333336|0|30.84375|0|53.536458333333336|0|29.81802083333332|0
0|2020-02-03|41.755208333333336|0|20.994791666666668|0|46.947916666666664|0|29.930781249999995|0
0|2020-02-04|42.177083333333336|0|22.145833333333332|0|47.442708333333336|0|30.037291666666665|0
0|2020-02-05|44.859375|0|31.583333333333332|0|61.401041666666664|0|29.98807291666665|0
0|2020-02-06|49.151041666666664|0|37.661458333333336|0|66.88020833333333|0|29.917447916666664|0
0|2020-02-07|50.46875|0|38.661458333333336|0|66.39583333333333|0|29.885052083333324|0
0|2020-02-08|50.859375|0|32.765625|0|55.03125|0|29.801770833333325|0
0|2020-02-09|49.494791666666664|0|26.598958333333332|0|42.3125|0|29.89078124999998|0
0|2020-02-10|53.380208333333336|0|26.994791666666668|0|38.885416666666664|0|29.84104166666668|0
0|2020-02-11|55.864583333333336|0|36.755208333333336|0|38.953125|0|29.84171875000005|0
0|2020-02-12|56.208333333333336|0|33.651041666666664|0|44.484375|0|29.78739583333331|0
0|2020-02-13|52.364583333333336|0|34.723958333333336|0|52.848958333333336|0|29.79729166666667|0
0|2020-02-14|50.802083333333336|0|39.083333333333336|0|67.09895833333333|0|29.85166666666667|0
0|2020-02-15|52.78125|0|39.989583333333336|0|64.13020833333333|0|29.935468749999988|0
0|2020-02-16|56.651041666666664|0|42.697916666666664|0|60.53125|0|29.918593750000003|0
0|2020-02-17|52.994791666666664|0|26.625|0|40.848958333333336|0|29.849270833333335|0
0|2020-02-18|50.875|0|25.84375|0|40.40625|0|29.787083333333296|0
0|2020-02-19|49.703125|0|31.270833333333332|0|53.786458333333336|0|29.847656250000014|0
0|2020-02-20|50.864583333333336|0|34.0625|0|55.036458333333336|0|29.887135416666684|0
0|2020-02-21|54.484375|0|34.34375|0|51.010416666666664|0|29.80322916666665|0
0|2020-02-22|56.135416666666664|0|35.588541666666664|0|48.947916666666664|0|29.724270833333346|0
0|2020-02-23|53.796875|0|44.067708333333336|0|70.54166666666667|0|30.027812499999982|0
0|2020-02-24|55.369791666666664|0|32.239583333333336|0|53.171875|0|30.087031249999985|0
0|2020-02-25|58.817708333333336|0|28.557291666666668|0|34.078125|0|30.03697916666665|0
0|2020-02-26|58.567708333333336|0|35.838541666666664|0|44.588541666666664|0|30.05791666666669|0
