|dates|Sussex_Virginia_UnitedStates.AveragePrecipitationTotal.data|Sussex_Virginia_UnitedStates.AveragePrecipitationTotal.missing|Sussex_Virginia_UnitedStates.AveragePrecipitation.data|Sussex_Virginia_UnitedStates.AveragePrecipitation.missing|Sussex_Virginia_UnitedStates.AverageWindDirection.data|Sussex_Virginia_UnitedStates.AverageWindDirection.missing|Sussex_Virginia_UnitedStates.AverageWindSpeed.data|Sussex_Virginia_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|159.16666666666666|0|4.625|0
0|2020-01-02|0.0|0|0.0|0|130.41666666666666|0|4.75|0
0|2020-01-03|0.0017708333333333335|0|0.026652777777777775|0|160.375|0|5.259027777777778|0
0|2020-01-04|0.03625|0|0.015729166666666662|0|184.09722222222226|0|5.729166666666667|0
0|2020-01-05|0.02125|0|0.004166666666666667|0|195.0|0|4.833333333333333|0
0|2020-01-06|0.0|0|0.0|0|85.41666666666667|0|2.6666666666666665|0
0|2020-01-07|0.0|0|0.009368055555555555|0|90.84027777777779|0|3.0305555555555554|0
0|2020-01-08|0.014583333333333332|0|0.0|0|163.33333333333334|0|5.625|0
0|2020-01-09|0.0|0|0.0|0|24.166666666666668|0|2.1666666666666665|0
0|2020-01-10|0.0|0|0.0|0|68.33333333333333|0|2.4166666666666665|0
0|2020-01-11|0.0|0|0.0004166666666666667|0|136.35416666666666|0|8.229166666666666|0
0|2020-01-12|0.0025|0|0.00125|0|154.93055555555557|0|6.430555555555556|0
0|2020-01-13|0.001979166666666667|0|0.009312500000000001|0|71.36111111111111|0|1.3069444444444442|0
0|2020-01-14|0.015|0|0.021215277777777777|0|77.79166666666667|0|2.538888888888889|0
0|2020-01-15|0.0033333333333333335|0|0.0|0|77.88194444444444|0|2.3020833333333335|0
0|2020-01-16|0.0|0|0.0|0|186.04166666666666|0|7.076388888888889|0
0|2020-01-17|0.0|0|0.0|0|163.33333333333334|0|5.5|0
0|2020-01-18|0.0|0|0.003437500000000001|0|96.875|0|3.4166666666666665|0
0|2020-01-19|0.0022916666666666667|0|0.0002777777777777778|0|241.73611111111111|0|7.8680555555555545|0
0|2020-01-20|0.0|0|0.0|0|175.41666666666666|0|5.208333333333333|0
0|2020-01-21|0.0|0|0.0|0|147.5|0|4.375|0
0|2020-01-22|0.0|0|0.0|0|87.5|0|2.5833333333333335|0
0|2020-01-23|0.0|0|0.0|0|20.0|0|1.2916666666666667|0
0|2020-01-24|0.0|0|0.0|0|44.44444444444445|0|4.0|0
0|2020-01-25|0.008888888888888889|0|0.014166666666666666|0|118.6111111111111|0|4.909722222222222|0
0|2020-01-26|0.0008333333333333334|0|0.0|0|161.66666666666666|0|3.3333333333333335|0
0|2020-01-27|0.0|0|0.0|0|77.91666666666667|0|3.0833333333333335|0
0|2020-01-28|0.0|0|0.0|0|71.66666666666667|0|2.4583333333333335|0
0|2020-01-29|0.0|0|0.0|0|30.833333333333332|0|0.9166666666666666|0
0|2020-01-30|0.0|0|0.0|0|8.333333333333334|0|1.9166666666666667|0
0|2020-01-31|0.0|0|0.014583333333333332|0|36.25|0|2.2916666666666665|0
0|2020-02-01|0.02|0|0.002430555555555556|0|162.22222222222223|0|2.5833333333333335|0
0|2020-02-02|0.0|0|0.0|0|198.33333333333334|0|6.754166666666666|0
0|2020-02-03|0.0|0|0.0|0|195.83333333333334|0|5.229166666666667|0
0|2020-02-04|0.0|0|0.0|0|172.91666666666666|0|5.708333333333333|0
0|2020-02-05|0.0|0|0.0019444444444444448|0|135.76388888888889|0|5.319444444444445|0
0|2020-02-06|0.0016666666666666668|0|0.05409523809523809|0|33.7281746031746|0|1.3732142857142857|0
0|2020-02-07|0.03027777777777778|0|0.016041666666666666|0|215.69444444444443|0|12.638888888888888|0
0|2020-02-08|0.0|0|0.0|0|125.0|0|3.3333333333333335|0
0|2020-02-09|0.0|0|0.0|0|57.5|0|1.5625|0
0|2020-02-10|0.0|0|0.0004166666666666667|0|103.75|0|5.333333333333333|0
0|2020-02-11|0.0025|0|0.046212962962962956|0|131.15773809523807|0|4.368716931216931|0
0|2020-02-12|0.08083333333333333|0|0.0004166666666666667|0|58.09027777777777|0|4.461805555555556|0
0|2020-02-13|0.0|0|0.014534722222222221|0|163.20833333333331|0|5.040972222222222|0
0|2020-02-14|0.02|0|0.0|0|60.0|0|4.041666666666667|0
0|2020-02-15|0.0|0|0.0|0|49.166666666666664|0|1.875|0
0|2020-02-16|0.0|0|0.0|0|71.25|0|2.3333333333333335|0
0|2020-02-17|0.0|0|0.0|0|19.583333333333332|0|2.9166666666666665|0
0|2020-02-18|0.0|0|0.0016666666666666668|0|89.93055555555554|0|2.4583333333333335|0
0|2020-02-19|0.0022916666666666667|0|0.006145833333333334|0|72.22222222222223|0|3.125|0
0|2020-02-20|0.0|0|0.0128125|0|15.069444444444443|0|2.3854166666666665|0
0|2020-02-21|0.02|0|0.0|0|51.388888888888886|0|4.027777777777778|0
0|2020-02-22|0.0|0|0.0|0|83.33333333333333|0|2.4583333333333335|0
0|2020-02-23|0.0|0|0.0|0|76.66666666666667|0|2.1666666666666665|0
0|2020-02-24|0.0|0|0.0032986111111111115|0|84.375|0|3.1701388888888893|0
0|2020-02-25|0.005|0|0.007430555555555556|0|68.95833333333333|0|2.486111111111111|0
0|2020-02-26|0.0020833333333333333|0|0.0016666666666666668|0|52.63888888888889|0|2.826388888888889|0
0|2020-02-27|0.0033333333333333335|0|0.0016666666666666668|0|222.08333333333334|0|9.416666666666666|0
0|2020-02-28|0.0|0|0.0|0|231.66666666666666|0|7.041666666666667|0
0|2020-02-29|0.0|0|0.0|0|135.41666666666666|0|4.5|0
0|2020-03-01|0.0|0|0.0|0|27.5|0|1.6666666666666667|0
0|2020-03-02|0.0|0|0.0|0|151.25|0|6.666666666666667|0
0|2020-03-03|0.0|0|0.0025|0|172.29166666666666|0|6.555555555555556|0
0|2020-03-04|0.0025|0|0.0|0|172.91666666666666|0|4.375|0
0|2020-03-05|0.0|0|0.0|0|44.583333333333336|0|3.6666666666666665|0
0|2020-03-06|0.0006666666666666666|0|0.006305555555555555|0|128.51388888888889|0|4.027777777777778|0
0|2020-03-07|0.005|0|0.0|0|237.08333333333334|0|7.041666666666667|0
0|2020-03-08|0.0|0|0.0|0|37.916666666666664|0|2.4166666666666665|0
0|2020-03-09|0.0|0|0.0|0|180.41666666666666|0|6.583333333333333|0
0|2020-03-10|0.0|0|0.0|0|199.58333333333334|0|9.208333333333334|0
0|2020-03-11|0.0001388888888888889|0|0.0004166666666666667|0|82.5|0|4.0|0
0|2020-03-12|0.0|0|0.0|0|43.611111111111114|0|3.1388888888888893|0
0|2020-03-13|0.006666666666666667|0|0.006041666666666667|0|162.91666666666666|0|6.458333333333333|0
0|2020-03-14|0.0|0|0.0|0|46.25|0|3.25|0
0|2020-03-15|0.0|0|0.0004166666666666667|0|25.972222222222218|0|4.444444444444444|0
0|2020-03-16|0.0004166666666666667|0|0.0|0|50.90277777777777|0|4.916666666666667|0
0|2020-03-17|0.0|0|0.0|0|70.9375|0|3.0729166666666665|0
