|dates|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Caswell_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Caswell_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Caswell_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-13|42.0|0|40.0|0|1.0|0|0.0|100
0|2020-05-14|42.0|0|41.0|0|1.0|0|0.0|100
0|2020-05-15|43.0|0|43.0|0|1.0|0|0.0|100
0|2020-05-16|43.0|0|43.0|0|1.0|0|0.0|100
0|2020-05-17|43.0|0|43.0|0|1.0|0|0.0|100
0|2020-05-18|44.0|0|44.0|0|1.0|0|0.0|100
0|2020-05-19|44.0|0|45.0|0|1.0|0|0.0|100
0|2020-05-20|45.0|0|45.0|0|1.0|0|0.0|100
0|2020-05-21|45.0|0|45.0|0|1.0|0|0.0|100
0|2020-05-22|51.0|0|49.0|0|1.0|0|0.0|100
0|2020-05-23|52.0|0|52.0|0|1.0|0|0.0|100
0|2020-05-24|54.0|0|54.0|0|1.0|0|0.0|100
0|2020-05-25|55.0|0|55.0|0|1.0|0|0.0|100
0|2020-05-26|55.0|0|55.0|0|1.0|0|0.0|100
0|2020-05-27|55.0|0|55.0|0|1.0|0|0.0|100
0|2020-05-28|57.0|0|57.0|0|1.0|0|0.0|100
0|2020-05-29|58.0|0|58.0|0|1.0|0|0.0|100
0|2020-05-30|60.0|0|60.0|0|1.0|0|0.0|100
0|2020-05-31|61.0|0|61.0|0|1.0|0|0.0|100
0|2020-06-01|87.0|0|87.0|0|1.0|0|0.0|100
0|2020-06-02|93.0|0|93.0|0|1.0|0|0.0|100
0|2020-06-03|94.0|0|94.0|0|1.0|0|0.0|100
0|2020-06-04|94.0|0|94.0|0|1.0|0|0.0|100
0|2020-06-05|94.0|0|94.0|0|1.0|0|0.0|100
0|2020-06-06|96.0|0|96.0|0|1.0|0|0.0|100
0|2020-06-07|96.0|0|96.0|0|1.0|0|0.0|100
0|2020-06-08|97.0|0|97.0|0|1.0|0|0.0|100
0|2020-06-09|97.0|0|97.0|0|1.0|0|0.0|100
0|2020-06-10|98.0|0|98.0|0|1.0|0|0.0|100
0|2020-06-11|101.0|0|101.0|0|1.0|0|0.0|100
0|2020-06-12|101.0|0|100.0|0|1.0|0|0.0|100
0|2020-06-13|101.0|0|101.0|0|1.0|0|0.0|100
0|2020-06-14|102.0|0|102.0|0|1.0|0|0.0|100
0|2020-06-15|103.0|0|103.0|0|1.0|0|0.0|100
0|2020-06-16|104.0|0|104.0|0|1.0|0|0.0|100
0|2020-06-17|106.0|0|106.0|0|1.0|0|0.0|100
0|2020-06-18|110.0|0|110.0|0|1.0|0|0.0|100
0|2020-06-19|112.0|0|112.0|0|1.0|0|0.0|100
0|2020-06-20|113.0|0|113.0|0|1.0|0|0.0|100
0|2020-06-21|116.0|0|116.0|0|1.0|0|0.0|100
0|2020-06-22|116.0|0|115.0|0|1.0|0|0.0|100
0|2020-06-23|121.0|0|121.0|0|1.0|0|0.0|100
0|2020-06-24|122.0|0|122.0|0|1.0|0|0.0|100
0|2020-06-25|125.0|0|125.0|0|1.0|0|0.0|100
0|2020-06-26|128.0|0|128.0|0|1.0|0|0.0|100
0|2020-06-27|134.0|0|134.0|0|1.0|0|0.0|100
0|2020-06-28|135.0|0|135.0|0|1.0|0|0.0|100
0|2020-06-29|135.0|0|135.0|0|1.0|0|0.0|100
0|2020-06-30|135.0|0|135.0|0|1.0|0|0.0|100
0|2020-07-01|135.0|0|135.0|0|1.0|0|0.0|100
0|2020-07-02|141.0|0|141.0|0|1.0|0|0.0|100
0|2020-07-03|142.0|0|142.0|0|2.0|0|0.0|100
0|2020-07-04|144.0|0|144.0|0|2.0|0|0.0|100
0|2020-07-05|147.0|0|147.0|0|2.0|0|0.0|100
0|2020-07-06|147.0|0|147.0|0|2.0|0|0.0|100
0|2020-07-07|147.0|0|147.0|0|2.0|0|0.0|100
0|2020-07-08|148.0|0|148.0|0|2.0|0|0.0|100
0|2020-07-09|149.0|0|149.0|0|2.0|0|0.0|100
0|2020-07-10|149.0|0|149.0|0|2.0|0|0.0|100
0|2020-07-11|149.0|0|149.0|0|2.0|0|0.0|100
0|2020-07-12|150.0|0|150.0|0|2.0|0|0.0|100
0|2020-07-13|154.0|0|154.0|0|2.0|0|0.0|100
0|2020-07-14|156.0|0|156.0|0|2.0|0|0.0|100
0|2020-07-15|156.0|0|156.0|0|2.0|0|0.0|100
0|2020-07-16|158.0|0|158.0|0|2.0|0|0.0|100
0|2020-07-17|160.0|0|160.0|0|2.0|0|0.0|100
0|2020-07-18|167.0|0|167.0|0|2.0|0|0.0|100
0|2020-07-19|167.0|0|167.0|0|2.0|0|0.0|100
0|2020-07-20|168.0|0|168.0|0|2.0|0|0.0|100
0|2020-07-21|168.0|0|167.0|0|2.0|0|0.0|100
0|2020-07-22|168.0|0|167.0|0|2.0|0|0.0|100
0|2020-07-23|170.0|0|170.0|0|2.0|0|0.0|100
0|2020-07-24|171.0|0|171.0|0|2.0|0|0.0|100
0|2020-07-25|172.0|0|172.0|0|2.0|0|0.0|100
0|2020-07-26|173.0|0|173.0|0|2.0|0|0.0|100
0|2020-07-27|173.0|0|173.0|0|2.0|0|0.0|100
0|2020-07-28|173.0|0|173.0|0|2.0|0|0.0|100
0|2020-07-29|173.0|0|173.0|0|2.0|0|0.0|100
0|2020-07-30|179.0|0|179.0|0|2.0|0|0.0|100
0|2020-07-31|183.0|0|183.0|0|2.0|0|0.0|100
0|2020-08-01|183.0|0|183.0|0|2.0|0|0.0|100
0|2020-08-02|184.0|0|184.0|0|2.0|0|0.0|100
0|2020-08-03|186.0|0|186.0|0|2.0|0|0.0|100
0|2020-08-04|189.0|0|189.0|0|2.0|0|0.0|100
0|2020-08-05|189.0|0|189.0|0|2.0|0|0.0|100
0|2020-08-06|191.0|0|191.0|0|2.0|0|0.0|100
0|2020-08-07|191.0|0|191.0|0|2.0|0|0.0|100
0|2020-08-08|193.0|0|193.0|0|2.0|0|0.0|100
0|2020-08-09|195.0|0|195.0|0|2.0|0|0.0|100
0|2020-08-10|196.0|0|196.0|0|2.0|0|0.0|100
0|2020-08-11|196.0|0|196.0|0|2.0|0|0.0|100
0|2020-08-12|196.0|0|196.0|0|2.0|0|0.0|100
0|2020-08-13|198.0|0|198.0|0|2.0|0|0.0|100
0|2020-08-14|198.0|0|198.0|0|2.0|0|0.0|100
0|2020-08-15|200.0|0|200.0|0|2.0|0|0.0|100
0|2020-08-16|201.0|0|201.0|0|2.0|0|0.0|100
0|2020-08-17|203.0|0|203.0|0|2.0|0|0.0|100
0|2020-08-18|203.0|0|203.0|0|2.0|0|0.0|100
0|2020-08-19|205.0|0|205.0|0|2.0|0|0.0|100
0|2020-08-20|207.0|0|207.0|0|2.0|0|0.0|100
0|2020-08-21|214.0|0|214.0|0|2.0|0|0.0|100
0|2020-08-22|214.0|0|214.0|0|2.0|0|0.0|100
0|2020-08-23|216.0|0|216.0|0|2.0|0|0.0|100
0|2020-08-24|219.0|0|219.0|0|2.0|0|0.0|100
0|2020-08-25|222.0|0|222.0|0|2.0|0|0.0|100
0|2020-08-26|225.0|0|225.0|0|2.0|0|0.0|100
0|2020-08-27|235.0|0|235.0|0|2.0|0|0.0|100
0|2020-08-28|238.0|0|238.0|0|2.0|0|0.0|100
0|2020-08-29|243.0|0|243.0|0|2.0|0|0.0|100
0|2020-08-30|245.0|0|245.0|0|2.0|0|0.0|100
0|2020-08-31|249.0|0|249.0|0|2.0|0|0.0|100
0|2020-09-01|249.0|0|249.0|0|2.0|0|0.0|100
0|2020-09-02|248.0|0|248.0|0|3.0|0|0.0|100
0|2020-09-03|249.0|0|249.0|0|3.0|0|0.0|100
0|2020-09-04|255.0|0|255.0|0|3.0|0|0.0|100
0|2020-09-05|258.0|0|258.0|0|3.0|0|0.0|100
0|2020-09-06|257.0|0|257.0|0|3.0|0|0.0|100
0|2020-09-07|258.0|0|258.0|0|3.0|0|0.0|100
0|2020-09-08|259.0|0|259.0|0|3.0|0|0.0|100
0|2020-09-09|259.0|0|259.0|0|3.0|0|0.0|100
0|2020-09-10|260.0|0|260.0|0|3.0|0|0.0|100
0|2020-09-11|261.0|0|261.0|0|3.0|0|0.0|100
0|2020-09-12|266.0|0|266.0|0|3.0|0|0.0|100
0|2020-09-13|272.0|0|272.0|0|3.0|0|0.0|100
0|2020-09-14|275.0|0|275.0|0|3.0|0|0.0|100
0|2020-09-15|278.0|0|278.0|0|3.0|0|0.0|100
0|2020-09-16|281.0|0|281.0|0|3.0|0|0.0|100
0|2020-09-17|303.0|0|303.0|0|3.0|0|0.0|100
0|2020-09-18|307.0|0|307.0|0|3.0|0|0.0|100
0|2020-09-19|315.0|0|315.0|0|3.0|0|0.0|100
0|2020-09-20|317.0|0|317.0|0|3.0|0|0.0|100
0|2020-09-21|318.0|0|318.0|0|3.0|0|0.0|100
0|2020-09-22|324.0|0|324.0|0|3.0|0|0.0|100
0|2020-09-23|325.0|0|325.0|0|3.0|0|0.0|100
0|2020-09-24|329.0|0|329.0|0|3.0|0|0.0|100
0|2020-09-25|349.0|0|349.0|0|4.0|0|0.0|100
0|2020-09-26|352.0|0|352.0|0|4.0|0|0.0|100
0|2020-09-27|358.0|0|358.0|0|4.0|0|0.0|100
0|2020-09-28|361.0|0|361.0|0|4.0|0|0.0|100
0|2020-09-29|362.0|0|362.0|0|5.0|0|0.0|100
0|2020-09-30|367.0|0|367.0|0|5.0|0|0.0|100
0|2020-10-01|381.0|0|381.0|0|5.0|0|0.0|100
0|2020-10-02|418.0|0|418.0|0|5.0|0|0.0|100
0|2020-10-03|435.0|0|435.0|0|5.0|0|0.0|100
0|2020-10-04|436.0|0|436.0|0|5.0|0|0.0|100
0|2020-10-05|466.0|0|466.0|0|5.0|0|0.0|100
0|2020-10-06|467.0|0|467.0|0|5.0|0|0.0|100
0|2020-10-07|468.0|0|468.0|0|5.0|0|0.0|100
0|2020-10-08|475.0|0|475.0|0|5.0|0|0.0|100
0|2020-10-09|482.0|0|482.0|0|5.0|0|0.0|100
0|2020-10-10|493.0|0|493.0|0|5.0|0|0.0|100
0|2020-10-11|503.0|0|503.0|0|5.0|0|0.0|100
0|2020-10-12|512.0|0|512.0|0|5.0|0|0.0|100
0|2020-10-13|515.0|0|515.0|0|5.0|0|0.0|100
0|2020-10-14|528.0|0|528.0|0|5.0|0|0.0|100
0|2020-10-15|535.0|0|535.0|0|5.0|0|0.0|100
0|2020-10-16|549.0|0|549.0|0|5.0|0|0.0|100
0|2020-10-17|555.0|0|555.0|0|5.0|0|0.0|100
0|2020-10-18|563.0|0|563.0|0|5.0|0|0.0|100
0|2020-10-19|569.0|0|569.0|0|5.0|0|0.0|100
0|2020-10-20|573.0|0|573.0|0|5.0|0|0.0|100
0|2020-10-21|577.0|0|577.0|0|5.0|0|0.0|100
0|2020-10-22|586.0|0|586.0|0|5.0|0|0.0|100
0|2020-10-23|591.0|0|591.0|0|5.0|0|0.0|100
0|2020-10-24|601.0|0|601.0|0|5.0|0|0.0|100
0|2020-10-25|609.0|0|609.0|0|5.0|0|0.0|100
0|2020-10-26|616.0|0|616.0|0|5.0|0|0.0|100
0|2020-10-27|620.0|0|620.0|0|5.0|0|0.0|100
0|2020-10-28|619.0|0|619.0|0|5.0|0|0.0|100
0|2020-10-29|624.0|0|624.0|0|5.0|0|0.0|100
0|2020-10-30|634.0|0|634.0|0|5.0|0|0.0|100
0|2020-10-31|640.0|0|640.0|0|5.0|0|0.0|100
0|2020-11-01|643.0|0|643.0|0|5.0|0|0.0|100
0|2020-11-02|648.0|0|648.0|0|5.0|0|0.0|100
0|2020-11-03|657.0|0|657.0|0|5.0|0|0.0|100
0|2020-11-04|655.0|0|655.0|0|5.0|0|0.0|100
0|2020-11-05|661.0|0|661.0|0|5.0|0|0.0|100
0|2020-11-06|670.0|0|670.0|0|6.0|0|0.0|100
0|2020-11-07|675.0|0|675.0|0|6.0|0|0.0|100
0|2020-11-08|677.0|0|677.0|0|6.0|0|0.0|100
0|2020-11-09|688.0|0|688.0|0|6.0|0|0.0|100
0|2020-11-10|695.0|0|695.0|0|6.0|0|0.0|100
0|2020-11-11|697.0|0|697.0|0|6.0|0|0.0|100
0|2020-11-12|701.0|0|701.0|0|6.0|0|0.0|100
0|2020-11-13|709.0|0|709.0|0|6.0|0|0.0|100
0|2020-11-14|719.0|0|719.0|0|6.0|0|0.0|100
0|2020-11-15|723.0|0|723.0|0|6.0|0|0.0|100
0|2020-11-16|728.0|0|728.0|0|6.0|0|0.0|100
0|2020-11-17|732.0|0|732.0|0|6.0|0|0.0|100
0|2020-11-18|744.0|0|744.0|0|6.0|0|0.0|100
0|2020-11-19|753.0|0|753.0|0|6.0|0|0.0|100
0|2020-11-20|766.0|0|766.0|0|6.0|0|0.0|100
0|2020-11-21|773.0|0|773.0|0|6.0|0|0.0|100
0|2020-11-22|789.0|0|789.0|0|6.0|0|0.0|100
0|2020-11-23|795.0|0|795.0|0|6.0|0|0.0|100
0|2020-11-24|801.0|0|801.0|0|6.0|0|0.0|100
0|2020-11-25|811.0|0|811.0|0|6.0|0|0.0|100
0|2020-11-26|811.0|0|811.0|0|6.0|0|0.0|100
0|2020-11-27|830.0|0|830.0|0|6.0|0|0.0|100
0|2020-11-28|835.0|0|835.0|0|6.0|0|0.0|100
0|2020-11-29|843.0|0|843.0|0|6.0|0|0.0|100
0|2020-11-30|846.0|0|846.0|0|6.0|0|0.0|100
0|2020-12-01|854.0|0|854.0|0|7.0|0|0.0|100
0|2020-12-02|859.0|0|859.0|0|8.0|0|0.0|100
0|2020-12-03|863.0|0|863.0|0|8.0|0|0.0|100
0|2020-12-04|870.0|0|870.0|0|8.0|0|0.0|100
0|2020-12-05|878.0|0|878.0|0|8.0|0|0.0|100
0|2020-12-06|888.0|0|888.0|0|8.0|0|0.0|100
0|2020-12-07|893.0|0|893.0|0|8.0|0|0.0|100
0|2020-12-08|899.0|0|899.0|0|8.0|0|0.0|100
0|2020-12-09|908.0|0|908.0|0|8.0|0|0.0|100
0|2020-12-10|924.0|0|924.0|0|8.0|0|0.0|100
0|2020-12-11|937.0|0|937.0|0|8.0|0|0.0|100
0|2020-12-12|950.0|0|950.0|0|8.0|0|0.0|100
0|2020-12-13|960.0|0|960.0|0|8.0|0|0.0|100
0|2020-12-14|972.0|0|972.0|0|8.0|0|0.0|100
0|2020-12-15|979.0|0|979.0|0|8.0|0|0.0|100
0|2020-12-16|988.0|0|988.0|0|8.0|0|0.0|100
0|2020-12-17|993.0|0|993.0|0|8.0|0|0.0|100
0|2020-12-18|1005.0|0|1005.0|0|8.0|0|0.0|100
0|2020-12-19|1018.0|0|1018.0|0|8.0|0|0.0|100
0|2020-12-20|1033.0|0|1033.0|0|8.0|0|0.0|100
0|2020-12-21|1039.0|0|1039.0|0|8.0|0|0.0|100
0|2020-12-22|1051.0|0|1051.0|0|8.0|0|0.0|100
0|2020-12-23|1061.0|0|1061.0|0|8.0|0|0.0|100
0|2020-12-24|1061.0|0|1061.0|0|8.0|0|0.0|100
0|2020-12-25|1061.0|0|1061.0|0|8.0|0|0.0|100
0|2020-12-26|1119.0|0|1119.0|0|8.0|0|0.0|100
0|2020-12-27|1124.0|0|1124.0|0|8.0|0|0.0|100
0|2020-12-28|1136.0|0|1136.0|0|8.0|0|0.0|100
0|2020-12-29|1139.0|0|1139.0|0|8.0|0|0.0|100
0|2020-12-30|1148.0|0|1148.0|0|9.0|0|0.0|100
0|2020-12-31|1160.0|0|1160.0|0|9.0|0|0.0|100
0|2021-01-01|1160.0|0|1160.0|0|9.0|0|0.0|100
0|2021-01-02|1201.0|0|1201.0|0|9.0|0|0.0|100
0|2021-01-03|1214.0|0|1214.0|0|9.0|0|0.0|100
0|2021-01-04|1223.0|0|1223.0|0|9.0|0|0.0|100
0|2021-01-05|1237.0|0|1237.0|0|9.0|0|0.0|100
0|2021-01-06|1252.0|0|1252.0|0|9.0|0|0.0|100
0|2021-01-07|1267.0|0|1267.0|0|10.0|0|0.0|100
0|2021-01-08|1310.0|0|1310.0|0|10.0|0|0.0|100
0|2021-01-09|1336.0|0|1336.0|0|10.0|0|0.0|100
0|2021-01-10|1356.0|0|1356.0|0|10.0|0|0.0|100
0|2021-01-11|1373.0|0|1373.0|0|10.0|0|0.0|100
0|2021-01-12|1392.0|0|1392.0|0|10.0|0|0.0|100
0|2021-01-13|1406.0|0|1406.0|0|10.0|0|0.0|100
0|2021-01-14|1417.0|0|1417.0|0|10.0|0|0.0|100
0|2021-01-15|1450.0|0|1450.0|0|10.0|0|0.0|100
0|2021-01-16|1495.0|0|1495.0|0|10.0|0|0.0|100
0|2021-01-17|1521.0|0|1521.0|0|10.0|0|0.0|100
0|2021-01-18|1521.0|0|1521.0|0|10.0|0|0.0|100
0|2021-01-19|1543.0|0|1543.0|0|10.0|0|0.0|100
0|2021-01-20|1553.0|0|1553.0|0|10.0|0|0.0|100
0|2021-01-21|1563.0|0|1563.0|0|11.0|0|0.0|100
0|2021-01-22|1602.0|0|1602.0|0|11.0|0|0.0|100
0|2021-01-23|1611.0|0|1611.0|0|11.0|0|0.0|100
0|2021-01-24|1628.0|0|1628.0|0|11.0|0|0.0|100
0|2021-01-25|1642.0|0|1642.0|0|11.0|0|0.0|100
0|2021-01-26|1664.0|0|1664.0|0|12.0|0|0.0|100
0|2021-01-27|1672.0|0|1672.0|0|13.0|0|0.0|100
0|2021-01-28|1698.0|0|1698.0|0|14.0|0|0.0|100
0|2021-01-29|1708.0|0|1708.0|0|14.0|0|0.0|100
0|2021-01-30|1708.0|0|1708.0|0|14.0|0|0.0|100
0|2021-01-31|1745.0|0|1745.0|0|15.0|0|0.0|100
0|2021-02-01|1755.0|0|1755.0|0|15.0|0|0.0|100
0|2021-02-02|1760.0|0|1760.0|0|15.0|0|0.0|100
0|2021-02-03|1773.0|0|1773.0|0|15.0|0|0.0|100
0|2021-02-04|1786.0|0|1786.0|0|15.0|0|0.0|100
0|2021-02-05|1794.0|0|1794.0|0|15.0|0|0.0|100
0|2021-02-06|1803.0|0|1803.0|0|17.0|0|0.0|100
