|dates|Johnson_Kansas_UnitedStates.JHU_ConfirmedCases.data|Johnson_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Johnson_Kansas_UnitedStates.NYT_ConfirmedCases.data|Johnson_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Johnson_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Johnson_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Johnson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Johnson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-08|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-09|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-10|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-11|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-12|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-13|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-14|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-15|5.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-16|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-17|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-18|12.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-19|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-20|23.0|0|24.0|0|0.0|0|0.0|100
0|2020-03-21|25.0|0|25.0|0|1.0|0|0.0|100
0|2020-03-22|28.0|0|28.0|0|1.0|0|0.0|100
0|2020-03-23|32.0|0|32.0|0|1.0|0|0.0|100
0|2020-03-24|36.0|0|36.0|0|1.0|0|0.0|100
0|2020-03-25|44.0|0|46.0|0|1.0|0|0.0|100
0|2020-03-26|59.0|0|59.0|0|1.0|0|0.0|100
0|2020-03-27|66.0|0|66.0|0|1.0|0|0.0|100
0|2020-03-28|80.0|0|80.0|0|1.0|0|0.0|100
0|2020-03-29|108.0|0|108.0|0|2.0|0|0.0|100
0|2020-03-30|116.0|0|116.0|0|2.0|0|0.0|100
0|2020-03-31|134.0|0|134.0|0|2.0|0|0.0|100
0|2020-04-01|143.0|0|143.0|0|3.0|0|0.0|100
0|2020-04-02|161.0|0|161.0|0|3.0|0|0.0|100
0|2020-04-03|172.0|0|172.0|0|7.0|0|0.0|100
0|2020-04-04|185.0|0|185.0|0|7.0|0|0.0|100
0|2020-04-05|192.0|0|192.0|0|7.0|0|0.0|100
0|2020-04-06|212.0|0|213.0|0|9.0|0|0.0|100
0|2020-04-07|219.0|0|219.0|0|10.0|0|0.0|100
0|2020-04-08|244.0|0|244.0|0|11.0|0|0.0|100
0|2020-04-09|252.0|0|252.0|0|11.0|0|0.0|100
0|2020-04-10|252.0|0|263.0|0|11.0|0|0.0|100
0|2020-04-11|283.0|0|283.0|0|12.0|0|0.0|100
0|2020-04-12|304.0|0|300.0|0|14.0|0|0.0|100
0|2020-04-13|309.0|0|309.0|0|14.0|0|0.0|100
0|2020-04-14|323.0|0|323.0|0|16.0|0|0.0|100
0|2020-04-15|334.0|0|334.0|0|19.0|0|0.0|100
0|2020-04-16|343.0|0|343.0|0|22.0|0|0.0|100
0|2020-04-17|358.0|0|358.0|0|23.0|0|0.0|100
0|2020-04-18|369.0|0|369.0|0|25.0|0|0.0|100
0|2020-04-19|372.0|0|372.0|0|30.0|0|0.0|100
0|2020-04-20|377.0|0|377.0|0|30.0|0|0.0|100
0|2020-04-21|384.0|0|384.0|0|35.0|0|0.0|100
0|2020-04-22|396.0|0|396.0|0|36.0|0|0.0|100
0|2020-04-23|403.0|0|403.0|0|36.0|0|0.0|100
0|2020-04-24|417.0|0|417.0|0|37.0|0|0.0|100
0|2020-04-25|424.0|0|424.0|0|38.0|0|0.0|100
0|2020-04-26|430.0|0|430.0|0|38.0|0|0.0|100
0|2020-04-27|440.0|0|440.0|0|39.0|0|0.0|100
0|2020-04-28|446.0|0|446.0|0|40.0|0|0.0|100
0|2020-04-29|454.0|0|454.0|0|40.0|0|0.0|100
0|2020-04-30|464.0|0|464.0|0|40.0|0|0.0|100
0|2020-05-01|471.0|0|471.0|0|40.0|0|0.0|100
0|2020-05-02|486.0|0|486.0|0|41.0|0|0.0|100
0|2020-05-03|498.0|0|498.0|0|42.0|0|0.0|100
0|2020-05-04|504.0|0|504.0|0|45.0|0|0.0|100
0|2020-05-05|513.0|0|513.0|0|45.0|0|0.0|100
0|2020-05-06|521.0|0|521.0|0|45.0|0|0.0|100
0|2020-05-07|553.0|0|560.0|0|45.0|0|0.0|100
0|2020-05-08|576.0|0|583.0|0|47.0|0|0.0|100
0|2020-05-09|583.0|0|590.0|0|51.0|0|0.0|100
0|2020-05-10|591.0|0|598.0|0|51.0|0|0.0|100
0|2020-05-11|604.0|0|611.0|0|52.0|0|0.0|100
0|2020-05-12|607.0|0|611.0|0|54.0|0|0.0|100
0|2020-05-13|612.0|0|618.0|0|54.0|0|0.0|100
