|dates|Oklahoma_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Oklahoma_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Oklahoma_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Oklahoma_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Oklahoma_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Oklahoma_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Oklahoma_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Oklahoma_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-17|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-18|6.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-19|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-20|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-03-21|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-03-22|26.0|0|26.0|0|0.0|0|0.0|100
0|2020-03-23|29.0|0|29.0|0|0.0|0|0.0|100
0|2020-03-24|41.0|0|41.0|0|0.0|0|0.0|100
0|2020-03-25|55.0|0|55.0|0|2.0|0|0.0|100
0|2020-03-26|73.0|0|73.0|0|2.0|0|0.0|100
0|2020-03-27|94.0|0|94.0|0|2.0|0|0.0|100
0|2020-03-28|107.0|0|107.0|0|3.0|0|0.0|100
0|2020-03-29|120.0|0|120.0|0|4.0|0|0.0|100
0|2020-03-30|134.0|0|134.0|0|4.0|0|0.0|100
0|2020-03-31|155.0|0|155.0|0|7.0|0|0.0|100
0|2020-04-01|192.0|0|192.0|0|10.0|0|0.0|100
0|2020-04-02|216.0|0|216.0|0|10.0|0|0.0|100
0|2020-04-03|237.0|0|237.0|0|10.0|0|0.0|100
0|2020-04-04|256.0|0|256.0|0|10.0|0|0.0|100
0|2020-04-05|265.0|0|265.0|0|10.0|0|0.0|100
0|2020-04-06|279.0|0|279.0|0|11.0|0|0.0|100
0|2020-04-07|303.0|0|303.0|0|11.0|0|0.0|100
0|2020-04-08|317.0|0|317.0|0|15.0|0|0.0|100
0|2020-04-09|385.0|0|385.0|0|15.0|0|0.0|100
0|2020-04-10|413.0|0|413.0|0|17.0|0|0.0|100
0|2020-04-11|425.0|0|425.0|0|19.0|0|0.0|100
0|2020-04-12|435.0|0|435.0|0|19.0|0|0.0|100
0|2020-04-13|455.0|0|455.0|0|19.0|0|0.0|100
0|2020-04-14|474.0|0|474.0|0|19.0|0|0.0|100
0|2020-04-15|483.0|0|483.0|0|22.0|0|0.0|100
0|2020-04-16|497.0|0|497.0|0|22.0|0|0.0|100
0|2020-04-17|497.0|0|520.0|0|22.0|0|0.0|100
0|2020-04-18|497.0|0|550.0|0|22.0|0|0.0|100
0|2020-04-19|560.0|0|561.0|0|23.0|0|0.0|100
0|2020-04-20|574.0|0|575.0|0|23.0|0|0.0|100
0|2020-04-21|590.0|0|590.0|0|24.0|0|0.0|100
0|2020-04-22|607.0|0|607.0|0|24.0|0|0.0|100
0|2020-04-23|634.0|0|634.0|0|25.0|0|0.0|100
0|2020-04-24|670.0|0|670.0|0|27.0|0|0.0|100
0|2020-04-25|694.0|0|694.0|0|29.0|0|0.0|100
0|2020-04-26|696.0|0|696.0|0|29.0|0|0.0|100
0|2020-04-27|703.0|0|703.0|0|29.0|0|0.0|100
0|2020-04-28|729.0|0|729.0|0|29.0|0|0.0|100
0|2020-04-29|743.0|0|743.0|0|30.0|0|0.0|100
0|2020-04-30|773.0|0|773.0|0|31.0|0|0.0|100
0|2020-05-01|816.0|0|816.0|0|31.0|0|0.0|100
0|2020-05-02|822.0|0|822.0|0|33.0|0|0.0|100
0|2020-05-03|838.0|0|838.0|0|33.0|0|0.0|100
0|2020-05-04|841.0|0|841.0|0|33.0|0|0.0|100
0|2020-05-05|853.0|0|853.0|0|36.0|0|0.0|100
0|2020-05-06|868.0|0|868.0|0|40.0|0|0.0|100
0|2020-05-07|895.0|0|895.0|0|40.0|0|0.0|100
0|2020-05-08|905.0|0|905.0|0|41.0|0|0.0|100
0|2020-05-09|927.0|0|927.0|0|42.0|0|0.0|100
0|2020-05-10|945.0|0|945.0|0|43.0|0|0.0|100
0|2020-05-11|954.0|0|954.0|0|43.0|0|0.0|100
0|2020-05-12|997.0|0|997.0|0|43.0|0|0.0|100
