|dates|Travis_Texas_UnitedStates.JHU_ConfirmedCases.data|Travis_Texas_UnitedStates.JHU_ConfirmedCases.missing|Travis_Texas_UnitedStates.NYT_ConfirmedCases.data|Travis_Texas_UnitedStates.NYT_ConfirmedCases.missing|Travis_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Travis_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Travis_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Travis_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|2.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-14|3.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-15|3.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-16|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-17|10.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-18|23.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-19|41.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-20|58.0|0|21.0|0|0.0|0|0.0|100
0|2020-03-21|62.0|0|62.0|0|0.0|0|0.0|100
0|2020-03-22|62.0|0|79.0|0|0.0|0|0.0|100
0|2020-03-23|79.0|0|79.0|0|0.0|0|0.0|100
0|2020-03-24|86.0|0|79.0|0|0.0|0|0.0|100
0|2020-03-25|98.0|0|119.0|0|0.0|0|0.0|100
0|2020-03-26|119.0|0|137.0|0|0.0|0|0.0|100
0|2020-03-27|160.0|0|160.0|0|1.0|0|0.0|100
0|2020-03-28|179.0|0|160.0|0|1.0|0|0.0|100
0|2020-03-29|200.0|0|179.0|0|1.0|0|0.0|100
0|2020-03-30|206.0|0|206.0|0|2.0|0|0.0|100
0|2020-03-31|244.0|0|206.0|0|2.0|0|0.0|100
0|2020-04-01|244.0|0|244.0|0|2.0|0|0.0|100
0|2020-04-02|351.0|0|305.0|0|3.0|0|0.0|100
0|2020-04-03|351.0|0|351.0|0|3.0|0|0.0|100
0|2020-04-04|430.0|0|430.0|0|4.0|0|0.0|100
0|2020-04-05|484.0|0|460.0|0|6.0|0|0.0|100
0|2020-04-06|502.0|0|502.0|0|6.0|0|0.0|100
0|2020-04-07|502.0|0|502.0|0|4.0|0|0.0|100
0|2020-04-08|554.0|0|596.0|0|7.0|0|0.0|100
0|2020-04-09|597.0|0|597.0|0|7.0|0|0.0|100
0|2020-04-10|642.0|0|642.0|0|7.0|0|0.0|100
0|2020-04-11|690.0|0|690.0|0|9.0|0|0.0|100
0|2020-04-12|744.0|0|774.0|0|9.0|0|0.0|100
0|2020-04-13|774.0|0|856.0|0|9.0|0|0.0|100
0|2020-04-14|856.0|0|900.0|0|11.0|0|0.0|100
0|2020-04-15|900.0|0|900.0|0|14.0|0|0.0|100
0|2020-04-16|977.0|0|977.0|0|17.0|0|0.0|100
0|2020-04-17|1074.0|0|1074.0|0|21.0|0|0.0|100
0|2020-04-18|1074.0|0|1092.0|0|21.0|0|0.0|100
0|2020-04-19|1092.0|0|1108.0|0|23.0|0|0.0|100
0|2020-04-20|1108.0|0|1174.0|0|25.0|0|0.0|100
0|2020-04-21|1174.0|0|1233.0|0|26.0|0|0.0|100
0|2020-04-22|1233.0|0|1263.0|0|27.0|0|0.0|100
0|2020-04-23|1312.0|0|1312.0|0|31.0|0|0.0|100
0|2020-04-24|1379.0|0|1379.0|0|32.0|0|0.0|100
0|2020-04-25|1379.0|0|1396.0|0|32.0|0|0.0|100
0|2020-04-26|1396.0|0|1412.0|0|36.0|0|0.0|100
0|2020-04-27|1412.0|0|1464.0|0|39.0|0|0.0|100
0|2020-04-28|1464.0|0|1539.0|0|42.0|0|0.0|100
0|2020-04-29|1539.0|0|1591.0|0|42.0|0|0.0|100
0|2020-04-30|1654.0|0|1654.0|0|47.0|0|0.0|100
0|2020-05-01|1683.0|0|1683.0|0|51.0|0|0.0|100
0|2020-05-02|1714.0|0|1714.0|0|51.0|0|0.0|100
0|2020-05-03|1756.0|0|1756.0|0|52.0|0|0.0|100
0|2020-05-04|1816.0|0|1816.0|0|53.0|0|0.0|100
0|2020-05-05|1876.0|0|1876.0|0|58.0|0|0.0|100
0|2020-05-06|1946.0|0|1946.0|0|57.0|0|0.0|100
0|2020-05-07|2002.0|0|2002.0|0|59.0|0|0.0|100
0|2020-05-08|2071.0|0|2071.0|0|60.0|0|0.0|100
0|2020-05-09|2095.0|0|2095.0|0|60.0|0|0.0|100
0|2020-05-10|2127.0|0|2127.0|0|60.0|0|0.0|100
0|2020-05-11|2171.0|0|2171.0|0|65.0|0|0.0|100
0|2020-05-12|2235.0|0|2235.0|0|71.0|0|0.0|100
