|dates|Yellowstone_Montana_UnitedStates.JHU_ConfirmedCases.data|Yellowstone_Montana_UnitedStates.JHU_ConfirmedCases.missing|Yellowstone_Montana_UnitedStates.NYT_ConfirmedCases.data|Yellowstone_Montana_UnitedStates.NYT_ConfirmedCases.missing|Yellowstone_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Yellowstone_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Yellowstone_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Yellowstone_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|1.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-17|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-18|2.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-19|2.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-20|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-21|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-22|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-23|6.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-24|7.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-25|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-26|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-27|20.0|0|23.0|0|0.0|0|0.0|100
0|2020-03-28|23.0|0|26.0|0|0.0|0|0.0|100
0|2020-03-29|26.0|0|26.0|0|0.0|0|0.0|100
0|2020-03-30|26.0|0|28.0|0|0.0|0|0.0|100
0|2020-03-31|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-04-01|32.0|0|32.0|0|0.0|0|0.0|100
0|2020-04-02|35.0|0|35.0|0|0.0|0|0.0|100
0|2020-04-03|36.0|0|38.0|0|0.0|0|0.0|100
0|2020-04-04|38.0|0|38.0|0|0.0|0|0.0|100
0|2020-04-05|38.0|0|40.0|0|0.0|0|0.0|100
0|2020-04-06|40.0|0|47.0|0|0.0|0|0.0|100
0|2020-04-07|47.0|0|47.0|0|0.0|0|0.0|100
0|2020-04-08|48.0|0|48.0|0|0.0|0|0.0|100
0|2020-04-09|52.0|0|52.0|0|0.0|0|0.0|100
0|2020-04-10|55.0|0|55.0|0|0.0|0|0.0|100
0|2020-04-11|57.0|0|57.0|0|0.0|0|0.0|100
0|2020-04-12|58.0|0|58.0|0|0.0|0|0.0|100
0|2020-04-13|59.0|0|59.0|0|0.0|0|0.0|100
0|2020-04-14|63.0|0|63.0|0|0.0|0|0.0|100
0|2020-04-15|64.0|0|64.0|0|0.0|0|0.0|100
0|2020-04-16|67.0|0|67.0|0|0.0|0|0.0|100
0|2020-04-17|67.0|0|67.0|0|0.0|0|0.0|100
0|2020-04-18|70.0|0|70.0|0|1.0|0|0.0|100
0|2020-04-19|72.0|0|72.0|0|1.0|0|0.0|100
0|2020-04-20|72.0|0|72.0|0|1.0|0|0.0|100
0|2020-04-21|73.0|0|73.0|0|1.0|0|0.0|100
0|2020-04-22|74.0|0|74.0|0|1.0|0|0.0|100
0|2020-04-23|76.0|0|76.0|0|1.0|0|0.0|100
0|2020-04-24|77.0|0|77.0|0|1.0|0|0.0|100
0|2020-04-25|77.0|0|77.0|0|1.0|0|0.0|100
0|2020-04-26|78.0|0|78.0|0|1.0|0|0.0|100
0|2020-04-27|79.0|0|79.0|0|1.0|0|0.0|100
0|2020-04-28|80.0|0|80.0|0|1.0|0|0.0|100
0|2020-04-29|80.0|0|80.0|0|2.0|0|0.0|100
0|2020-04-30|80.0|0|80.0|0|2.0|0|0.0|100
0|2020-05-01|80.0|0|80.0|0|2.0|0|0.0|100
0|2020-05-02|82.0|0|82.0|0|2.0|0|0.0|100
0|2020-05-03|82.0|0|82.0|0|2.0|0|0.0|100
0|2020-05-04|83.0|0|83.0|0|2.0|0|0.0|100
0|2020-05-05|83.0|0|83.0|0|2.0|0|0.0|100
0|2020-05-06|83.0|0|83.0|0|2.0|0|0.0|100
0|2020-05-07|83.0|0|83.0|0|2.0|0|0.0|100
0|2020-05-08|83.0|0|83.0|0|2.0|0|0.0|100
0|2020-05-09|82.0|0|82.0|0|2.0|0|0.0|100
0|2020-05-10|82.0|0|82.0|0|2.0|0|0.0|100
0|2020-05-11|82.0|0|82.0|0|2.0|0|0.0|100
0|2020-05-12|82.0|0|82.0|0|2.0|0|0.0|100
0|2020-05-13|83.0|0|83.0|0|2.0|0|0.0|100
