|dates|Franklin_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Franklin_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Franklin_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-22|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-23|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-24|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-25|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-26|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-27|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-28|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-29|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-30|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-31|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-04-01|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-04-02|23.0|0|23.0|0|0.0|0|0.0|100
0|2020-04-03|26.0|0|26.0|0|0.0|0|0.0|100
0|2020-04-04|27.0|0|27.0|0|0.0|0|0.0|100
0|2020-04-05|30.0|0|30.0|0|0.0|0|0.0|100
0|2020-04-06|32.0|0|32.0|0|0.0|0|0.0|100
0|2020-04-07|39.0|0|39.0|0|0.0|0|0.0|100
0|2020-04-08|43.0|0|43.0|0|0.0|0|0.0|100
0|2020-04-09|52.0|0|52.0|0|0.0|0|0.0|100
0|2020-04-10|57.0|0|57.0|0|0.0|0|0.0|100
0|2020-04-11|59.0|0|59.0|0|0.0|0|0.0|100
0|2020-04-12|64.0|0|64.0|0|0.0|0|0.0|100
0|2020-04-13|66.0|0|66.0|0|0.0|0|0.0|100
0|2020-04-14|69.0|0|69.0|0|0.0|0|0.0|100
0|2020-04-15|78.0|0|78.0|0|0.0|0|0.0|100
0|2020-04-16|80.0|0|80.0|0|0.0|0|0.0|100
0|2020-04-17|89.0|0|89.0|0|0.0|0|0.0|100
0|2020-04-18|106.0|0|106.0|0|0.0|0|0.0|100
0|2020-04-19|111.0|0|111.0|0|0.0|0|0.0|100
0|2020-04-20|115.0|0|115.0|0|0.0|0|0.0|100
0|2020-04-21|143.0|0|143.0|0|10.0|0|0.0|100
0|2020-04-22|152.0|0|152.0|0|10.0|0|0.0|100
0|2020-04-23|151.0|0|151.0|0|10.0|0|0.0|100
0|2020-04-24|164.0|0|164.0|0|10.0|0|0.0|100
0|2020-04-25|181.0|0|181.0|0|10.0|0|0.0|100
0|2020-04-26|205.0|0|205.0|0|2.0|0|0.0|100
0|2020-04-27|227.0|0|227.0|0|2.0|0|0.0|100
0|2020-04-28|237.0|0|237.0|0|4.0|0|0.0|100
0|2020-04-29|264.0|0|264.0|0|6.0|0|0.0|100
0|2020-04-30|284.0|0|284.0|0|6.0|0|0.0|100
0|2020-05-01|313.0|0|313.0|0|7.0|0|0.0|100
0|2020-05-02|325.0|0|325.0|0|8.0|0|0.0|100
0|2020-05-03|351.0|0|351.0|0|8.0|0|0.0|100
0|2020-05-04|377.0|0|377.0|0|8.0|0|0.0|100
0|2020-05-05|396.0|0|396.0|0|9.0|0|0.0|100
0|2020-05-06|406.0|0|406.0|0|9.0|0|0.0|100
0|2020-05-07|425.0|0|425.0|0|11.0|0|0.0|100
0|2020-05-08|452.0|0|452.0|0|11.0|0|0.0|100
0|2020-05-09|478.0|0|478.0|0|12.0|0|0.0|100
0|2020-05-10|493.0|0|493.0|0|12.0|0|0.0|100
0|2020-05-11|513.0|0|513.0|0|12.0|0|0.0|100
0|2020-05-12|522.0|0|522.0|0|12.0|0|0.0|100
