|dates|Franklin_Missouri_UnitedStates.JHU_ConfirmedCases.data|Franklin_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Missouri_UnitedStates.NYT_ConfirmedCases.data|Franklin_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-24|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-25|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-26|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-27|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-28|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-29|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-30|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-31|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-04-01|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-04-02|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-04-03|19.0|0|23.0|0|0.0|0|0.0|100
0|2020-04-04|24.0|0|24.0|0|0.0|0|0.0|100
0|2020-04-05|24.0|0|25.0|0|0.0|0|0.0|100
0|2020-04-06|33.0|0|33.0|0|3.0|0|0.0|100
0|2020-04-07|35.0|0|35.0|0|3.0|0|0.0|100
0|2020-04-08|35.0|0|56.0|0|3.0|0|0.0|100
0|2020-04-09|56.0|0|62.0|0|3.0|0|0.0|100
0|2020-04-10|68.0|0|68.0|0|3.0|0|0.0|100
0|2020-04-11|83.0|0|75.0|0|3.0|0|0.0|100
0|2020-04-12|83.0|0|81.0|0|3.0|0|0.0|100
0|2020-04-13|84.0|0|84.0|0|3.0|0|0.0|100
0|2020-04-14|87.0|0|84.0|0|4.0|0|0.0|100
0|2020-04-15|87.0|0|83.0|0|4.0|0|0.0|100
0|2020-04-16|89.0|0|89.0|0|4.0|0|0.0|100
0|2020-04-17|91.0|0|91.0|0|7.0|0|0.0|100
0|2020-04-18|95.0|0|95.0|0|7.0|0|0.0|100
0|2020-04-19|98.0|0|98.0|0|7.0|0|0.0|100
0|2020-04-20|99.0|0|99.0|0|7.0|0|0.0|100
0|2020-04-21|102.0|0|102.0|0|8.0|0|0.0|100
0|2020-04-22|105.0|0|102.0|0|10.0|0|0.0|100
0|2020-04-23|105.0|0|103.0|0|10.0|0|0.0|100
0|2020-04-24|106.0|0|106.0|0|10.0|0|0.0|100
0|2020-04-25|106.0|0|106.0|0|8.0|0|0.0|100
0|2020-04-26|106.0|0|106.0|0|8.0|0|0.0|100
0|2020-04-27|106.0|0|106.0|0|8.0|0|0.0|100
0|2020-04-28|110.0|0|110.0|0|8.0|0|0.0|100
0|2020-04-29|112.0|0|110.0|0|12.0|0|0.0|100
0|2020-04-30|114.0|0|114.0|0|12.0|0|0.0|100
0|2020-05-01|114.0|0|114.0|0|12.0|0|0.0|100
0|2020-05-02|119.0|0|119.0|0|12.0|0|0.0|100
0|2020-05-03|122.0|0|122.0|0|12.0|0|0.0|100
0|2020-05-04|125.0|0|125.0|0|12.0|0|0.0|100
0|2020-05-05|127.0|0|127.0|0|13.0|0|0.0|100
0|2020-05-06|132.0|0|132.0|0|13.0|0|0.0|100
0|2020-05-07|137.0|0|137.0|0|13.0|0|0.0|100
0|2020-05-08|129.0|0|129.0|0|13.0|0|0.0|100
0|2020-05-09|129.0|0|128.0|0|13.0|0|0.0|100
0|2020-05-10|129.0|0|128.0|0|13.0|0|0.0|100
0|2020-05-11|130.0|0|130.0|0|13.0|0|0.0|100
0|2020-05-12|131.0|0|131.0|0|14.0|0|0.0|100
0|2020-05-13|133.0|0|133.0|0|14.0|0|0.0|100
