|dates|Sedgwick_Kansas_UnitedStates.JHU_ConfirmedCases.data|Sedgwick_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Sedgwick_Kansas_UnitedStates.NYT_ConfirmedCases.data|Sedgwick_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Sedgwick_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Sedgwick_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Sedgwick_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Sedgwick_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-22|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-23|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-24|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-25|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-26|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-27|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-03-28|33.0|0|33.0|0|0.0|0|0.0|100
0|2020-03-29|42.0|0|42.0|0|0.0|0|0.0|100
0|2020-03-30|49.0|0|49.0|0|1.0|0|0.0|100
0|2020-03-31|58.0|0|58.0|0|1.0|0|0.0|100
0|2020-04-01|64.0|0|64.0|0|1.0|0|0.0|100
0|2020-04-02|79.0|0|79.0|0|1.0|0|0.0|100
0|2020-04-03|85.0|0|85.0|0|1.0|0|0.0|100
0|2020-04-04|97.0|0|97.0|0|1.0|0|0.0|100
0|2020-04-05|108.0|0|108.0|0|1.0|0|0.0|100
0|2020-04-06|124.0|0|124.0|0|1.0|0|0.0|100
0|2020-04-07|134.0|0|134.0|0|1.0|0|0.0|100
0|2020-04-08|154.0|0|154.0|0|1.0|0|0.0|100
0|2020-04-09|161.0|0|161.0|0|2.0|0|0.0|100
0|2020-04-10|161.0|0|172.0|0|2.0|0|0.0|100
0|2020-04-11|191.0|0|191.0|0|2.0|0|0.0|100
0|2020-04-12|196.0|0|194.0|0|2.0|0|0.0|100
0|2020-04-13|200.0|0|200.0|0|2.0|0|0.0|100
0|2020-04-14|206.0|0|205.0|0|3.0|0|0.0|100
0|2020-04-15|209.0|0|209.0|0|3.0|0|0.0|100
0|2020-04-16|219.0|0|217.0|0|3.0|0|0.0|100
0|2020-04-17|231.0|0|231.0|0|3.0|0|0.0|100
0|2020-04-18|238.0|0|232.0|0|3.0|0|0.0|100
0|2020-04-19|242.0|0|242.0|0|4.0|0|0.0|100
0|2020-04-20|250.0|0|248.0|0|4.0|0|0.0|100
0|2020-04-21|283.0|0|251.0|0|5.0|0|0.0|100
0|2020-04-22|295.0|0|265.0|0|5.0|0|0.0|100
0|2020-04-23|316.0|0|314.0|0|6.0|0|0.0|100
0|2020-04-24|323.0|0|323.0|0|6.0|0|0.0|100
0|2020-04-25|334.0|0|334.0|0|6.0|0|0.0|100
0|2020-04-26|338.0|0|338.0|0|6.0|0|0.0|100
0|2020-04-27|339.0|0|339.0|0|6.0|0|0.0|100
0|2020-04-28|354.0|0|354.0|0|6.0|0|0.0|100
0|2020-04-29|366.0|0|366.0|0|9.0|0|0.0|100
0|2020-04-30|402.0|0|402.0|0|9.0|0|0.0|100
0|2020-05-01|408.0|0|408.0|0|11.0|0|0.0|100
0|2020-05-02|418.0|0|418.0|0|12.0|0|0.0|100
0|2020-05-03|426.0|0|426.0|0|13.0|0|0.0|100
0|2020-05-04|436.0|0|436.0|0|13.0|0|0.0|100
0|2020-05-05|439.0|0|439.0|0|15.0|0|0.0|100
0|2020-05-06|441.0|0|441.0|0|17.0|0|0.0|100
0|2020-05-07|454.0|0|454.0|0|18.0|0|0.0|100
0|2020-05-08|457.0|0|457.0|0|18.0|0|0.0|100
0|2020-05-09|458.0|0|458.0|0|19.0|0|0.0|100
0|2020-05-10|468.0|0|468.0|0|19.0|0|0.0|100
0|2020-05-11|469.0|0|469.0|0|19.0|0|0.0|100
0|2020-05-12|471.0|0|471.0|0|20.0|0|0.0|100
0|2020-05-13|507.0|0|507.0|0|20.0|0|0.0|100
