|dates|Ozaukee_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Ozaukee_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Ozaukee_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Ozaukee_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Ozaukee_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Ozaukee_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Ozaukee_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Ozaukee_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|3.0|0|3.0|0|2.0|0|0.0|100
0|2020-03-20|7.0|0|7.0|0|1.0|0|0.0|100
0|2020-03-21|11.0|0|11.0|0|1.0|0|0.0|100
0|2020-03-22|13.0|0|13.0|0|1.0|0|0.0|100
0|2020-03-23|14.0|0|14.0|0|1.0|0|0.0|100
0|2020-03-24|16.0|0|16.0|0|1.0|0|0.0|100
0|2020-03-25|20.0|0|20.0|0|1.0|0|0.0|100
0|2020-03-26|22.0|0|22.0|0|1.0|0|0.0|100
0|2020-03-27|30.0|0|30.0|0|3.0|0|0.0|100
0|2020-03-28|33.0|0|33.0|0|3.0|0|0.0|100
0|2020-03-29|34.0|0|34.0|0|3.0|0|0.0|100
0|2020-03-30|36.0|0|36.0|0|3.0|0|0.0|100
0|2020-03-31|43.0|0|43.0|0|5.0|0|0.0|100
0|2020-04-01|46.0|0|46.0|0|5.0|0|0.0|100
0|2020-04-02|47.0|0|47.0|0|5.0|0|0.0|100
0|2020-04-03|50.0|0|50.0|0|5.0|0|0.0|100
0|2020-04-04|50.0|0|53.0|0|5.0|0|0.0|100
0|2020-04-05|56.0|0|56.0|0|6.0|0|0.0|100
0|2020-04-06|62.0|0|62.0|0|6.0|0|0.0|100
0|2020-04-07|66.0|0|66.0|0|7.0|0|0.0|100
0|2020-04-08|70.0|0|70.0|0|7.0|0|0.0|100
0|2020-04-09|71.0|0|71.0|0|8.0|0|0.0|100
0|2020-04-10|71.0|0|71.0|0|9.0|0|0.0|100
0|2020-04-11|72.0|0|72.0|0|9.0|0|0.0|100
0|2020-04-12|72.0|0|72.0|0|9.0|0|0.0|100
0|2020-04-13|72.0|0|72.0|0|9.0|0|0.0|100
0|2020-04-14|73.0|0|73.0|0|9.0|0|0.0|100
0|2020-04-15|77.0|0|77.0|0|9.0|0|0.0|100
0|2020-04-16|77.0|0|77.0|0|9.0|0|0.0|100
0|2020-04-17|78.0|0|78.0|0|9.0|0|0.0|100
0|2020-04-18|79.0|0|79.0|0|9.0|0|0.0|100
0|2020-04-19|79.0|0|79.0|0|9.0|0|0.0|100
0|2020-04-20|80.0|0|80.0|0|9.0|0|0.0|100
0|2020-04-21|80.0|0|80.0|0|9.0|0|0.0|100
0|2020-04-22|80.0|0|80.0|0|9.0|0|0.0|100
0|2020-04-23|80.0|0|80.0|0|9.0|0|0.0|100
0|2020-04-24|80.0|0|80.0|0|9.0|0|0.0|100
0|2020-04-25|82.0|0|82.0|0|9.0|0|0.0|100
0|2020-04-26|85.0|0|85.0|0|9.0|0|0.0|100
0|2020-04-27|86.0|0|86.0|0|9.0|0|0.0|100
0|2020-04-28|86.0|0|86.0|0|9.0|0|0.0|100
0|2020-04-29|86.0|0|86.0|0|9.0|0|0.0|100
0|2020-04-30|88.0|0|88.0|0|9.0|0|0.0|100
0|2020-05-01|88.0|0|88.0|0|9.0|0|0.0|100
0|2020-05-02|89.0|0|89.0|0|9.0|0|0.0|100
0|2020-05-03|92.0|0|92.0|0|9.0|0|0.0|100
0|2020-05-04|94.0|0|94.0|0|9.0|0|0.0|100
0|2020-05-05|95.0|0|95.0|0|9.0|0|0.0|100
0|2020-05-06|95.0|0|95.0|0|9.0|0|0.0|100
0|2020-05-07|99.0|0|99.0|0|9.0|0|0.0|100
0|2020-05-08|101.0|0|101.0|0|9.0|0|0.0|100
0|2020-05-09|104.0|0|104.0|0|9.0|0|0.0|100
0|2020-05-10|105.0|0|105.0|0|9.0|0|0.0|100
0|2020-05-11|107.0|0|107.0|0|9.0|0|0.0|100
0|2020-05-12|107.0|0|107.0|0|10.0|0|0.0|100
