|dates|Albemarle_Virginia_UnitedStates.JHU_ConfirmedCases.data|Albemarle_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Albemarle_Virginia_UnitedStates.NYT_ConfirmedCases.data|Albemarle_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Albemarle_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Albemarle_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Albemarle_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Albemarle_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|1.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-22|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-23|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-24|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-25|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-26|6.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-27|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-28|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-29|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-30|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-03-31|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-04-01|21.0|0|21.0|0|0.0|0|0.0|100
0|2020-04-02|23.0|0|23.0|0|0.0|0|0.0|100
0|2020-04-03|26.0|0|26.0|0|0.0|0|0.0|100
0|2020-04-04|27.0|0|27.0|0|0.0|0|0.0|100
0|2020-04-05|32.0|0|32.0|0|0.0|0|0.0|100
0|2020-04-06|34.0|0|34.0|0|0.0|0|0.0|100
0|2020-04-07|38.0|0|38.0|0|0.0|0|0.0|100
0|2020-04-08|41.0|0|41.0|0|0.0|0|0.0|100
0|2020-04-09|43.0|0|43.0|0|0.0|0|0.0|100
0|2020-04-10|43.0|0|43.0|0|0.0|0|0.0|100
0|2020-04-11|46.0|0|46.0|0|0.0|0|0.0|100
0|2020-04-12|46.0|0|46.0|0|0.0|0|0.0|100
0|2020-04-13|49.0|0|49.0|0|0.0|0|0.0|100
0|2020-04-14|50.0|0|50.0|0|0.0|0|0.0|100
0|2020-04-15|53.0|0|53.0|0|0.0|0|0.0|100
0|2020-04-16|54.0|0|54.0|0|0.0|0|0.0|100
0|2020-04-17|56.0|0|56.0|0|0.0|0|0.0|100
0|2020-04-18|56.0|0|56.0|0|0.0|0|0.0|100
0|2020-04-19|57.0|0|57.0|0|0.0|0|0.0|100
0|2020-04-20|61.0|0|61.0|0|0.0|0|0.0|100
0|2020-04-21|66.0|0|66.0|0|0.0|0|0.0|100
0|2020-04-22|68.0|0|68.0|0|3.0|0|0.0|100
0|2020-04-23|71.0|0|71.0|0|3.0|0|0.0|100
0|2020-04-24|72.0|0|72.0|0|3.0|0|0.0|100
0|2020-04-25|73.0|0|73.0|0|3.0|0|0.0|100
0|2020-04-26|76.0|0|76.0|0|3.0|0|0.0|100
0|2020-04-27|77.0|0|77.0|0|3.0|0|0.0|100
0|2020-04-28|80.0|0|80.0|0|4.0|0|0.0|100
0|2020-04-29|81.0|0|81.0|0|4.0|0|0.0|100
0|2020-04-30|103.0|0|103.0|0|4.0|0|0.0|100
0|2020-05-01|103.0|0|103.0|0|4.0|0|0.0|100
0|2020-05-02|105.0|0|105.0|0|4.0|0|0.0|100
0|2020-05-03|108.0|0|108.0|0|4.0|0|0.0|100
0|2020-05-04|110.0|0|110.0|0|4.0|0|0.0|100
0|2020-05-05|110.0|0|110.0|0|4.0|0|0.0|100
0|2020-05-06|110.0|0|110.0|0|4.0|0|0.0|100
0|2020-05-07|112.0|0|112.0|0|4.0|0|0.0|100
0|2020-05-08|116.0|0|116.0|0|4.0|0|0.0|100
0|2020-05-09|119.0|0|119.0|0|4.0|0|0.0|100
0|2020-05-10|120.0|0|120.0|0|4.0|0|0.0|100
0|2020-05-11|123.0|0|123.0|0|4.0|0|0.0|100
0|2020-05-12|124.0|0|124.0|0|4.0|0|0.0|100
0|2020-05-13|126.0|0|126.0|0|4.0|0|0.0|100
