|dates|Unassigned_Georgia_UnitedStates.JHU_ConfirmedCases.data|Unassigned_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_Georgia_UnitedStates.NYT_ConfirmedCases.data|Unassigned_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|5.0|0|0.0|100|7.0|0|0.0|100
0|2020-03-20|28.0|0|6.0|0|4.0|0|0.0|100
0|2020-03-21|37.0|0|27.0|0|6.0|0|0.0|100
0|2020-03-22|36.0|0|27.0|0|10.0|0|0.0|100
0|2020-03-23|45.0|0|46.0|0|10.0|0|0.0|100
0|2020-03-24|81.0|0|79.0|0|17.0|0|0.0|100
0|2020-03-25|146.0|0|157.0|0|24.0|0|0.0|100
0|2020-03-26|166.0|0|175.0|0|32.0|0|0.0|100
0|2020-03-27|217.0|0|211.0|0|42.0|0|0.0|100
0|2020-03-28|230.0|0|229.0|0|2.0|0|0.0|100
0|2020-03-29|262.0|0|226.0|0|2.0|0|0.0|100
0|2020-03-30|164.0|0|114.0|0|1.0|0|0.0|100
0|2020-03-31|165.0|0|187.0|0|1.0|0|0.0|100
0|2020-04-01|516.0|0|489.0|0|2.0|0|0.0|100
0|2020-04-02|778.0|0|665.0|0|1.0|0|0.0|100
0|2020-04-03|507.0|0|264.0|0|4.0|0|0.0|100
0|2020-04-04|245.0|0|88.0|0|4.0|0|0.0|100
0|2020-04-05|278.0|0|283.0|0|5.0|0|0.0|100
0|2020-04-06|320.0|0|309.0|0|5.0|0|0.0|100
0|2020-04-07|489.0|0|441.0|0|7.0|0|0.0|100
0|2020-04-08|857.0|0|871.0|0|6.0|0|0.0|100
0|2020-04-09|1020.0|0|951.0|0|8.0|0|0.0|100
0|2020-04-10|1246.0|0|1226.0|0|5.0|0|0.0|100
0|2020-04-11|1397.0|0|1300.0|0|4.0|0|0.0|100
0|2020-04-12|1218.0|0|613.0|0|4.0|0|0.0|100
0|2020-04-13|1219.0|0|560.0|0|1.0|0|0.0|100
0|2020-04-14|287.0|0|287.0|0|7.0|0|0.0|100
0|2020-04-15|263.0|0|136.0|0|7.0|0|0.0|100
0|2020-04-16|144.0|0|212.0|0|0.0|0|0.0|100
0|2020-04-17|255.0|0|264.0|0|0.0|0|0.0|100
0|2020-04-18|220.0|0|245.0|0|0.0|0|0.0|100
0|2020-04-19|254.0|0|257.0|0|0.0|0|0.0|100
0|2020-04-20|296.0|0|296.0|0|2.0|0|0.0|100
0|2020-04-21|470.0|0|483.0|0|0.0|0|0.0|100
0|2020-04-22|667.0|0|576.0|0|0.0|0|0.0|100
0|2020-04-23|361.0|0|361.0|0|0.0|0|0.0|100
0|2020-04-24|447.0|0|447.0|0|0.0|0|0.0|100
0|2020-04-25|608.0|0|608.0|0|1.0|0|0.0|100
0|2020-04-26|622.0|0|622.0|0|0.0|0|0.0|100
0|2020-04-27|633.0|0|600.0|0|2.0|0|0.0|100
0|2020-04-28|608.0|0|172.0|0|2.0|0|0.0|100
0|2020-04-29|579.0|0|0.0|100|2.0|0|0.0|100
0|2020-04-30|394.0|0|395.0|0|0.0|0|0.0|100
0|2020-05-01|647.0|0|647.0|0|0.0|0|0.0|100
0|2020-05-02|652.0|0|652.0|0|0.0|0|0.0|100
0|2020-05-03|694.0|0|694.0|0|0.0|0|0.0|100
0|2020-05-04|703.0|0|703.0|0|3.0|0|0.0|100
0|2020-05-05|686.0|0|617.0|0|3.0|0|0.0|100
0|2020-05-06|528.0|0|529.0|0|0.0|0|0.0|100
0|2020-05-07|850.0|0|852.0|0|0.0|0|0.0|100
0|2020-05-08|854.0|0|853.0|0|0.0|0|0.0|100
0|2020-05-09|750.0|0|750.0|0|0.0|0|0.0|100
0|2020-05-10|840.0|0|1004.0|0|2.0|0|0.0|100
0|2020-05-11|914.0|0|914.0|0|2.0|0|0.0|100
0|2020-05-12|1135.0|0|1135.0|0|1.0|0|0.0|100
0|2020-05-13|1284.0|0|1284.0|0|0.0|0|0.0|100
