|dates|St.Clair_Michigan_UnitedStates.JHU_ConfirmedCases.data|St.Clair_Michigan_UnitedStates.JHU_ConfirmedCases.missing|St.Clair_Michigan_UnitedStates.NYT_ConfirmedCases.data|St.Clair_Michigan_UnitedStates.NYT_ConfirmedCases.missing|St.Clair_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|St.Clair_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|St.Clair_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|St.Clair_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-13|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-14|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-15|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-16|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-17|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-18|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-19|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-20|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-21|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-22|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-23|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-24|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-25|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-26|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-27|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-28|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-29|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-03-30|25.0|0|25.0|0|0.0|0|0.0|100
0|2020-03-31|32.0|0|32.0|0|0.0|0|0.0|100
0|2020-04-01|41.0|0|41.0|0|0.0|0|0.0|100
0|2020-04-02|53.0|0|53.0|0|0.0|0|0.0|100
0|2020-04-03|66.0|0|66.0|0|0.0|0|0.0|100
0|2020-04-04|85.0|0|85.0|0|2.0|0|0.0|100
0|2020-04-05|94.0|0|94.0|0|2.0|0|0.0|100
0|2020-04-06|110.0|0|110.0|0|3.0|0|0.0|100
0|2020-04-07|129.0|0|129.0|0|3.0|0|0.0|100
0|2020-04-08|140.0|0|140.0|0|3.0|0|0.0|100
0|2020-04-09|162.0|0|162.0|0|4.0|0|0.0|100
0|2020-04-10|179.0|0|179.0|0|4.0|0|0.0|100
0|2020-04-11|190.0|0|190.0|0|4.0|0|0.0|100
0|2020-04-12|199.0|0|199.0|0|6.0|0|0.0|100
0|2020-04-13|206.0|0|206.0|0|7.0|0|0.0|100
0|2020-04-14|211.0|0|211.0|0|7.0|0|0.0|100
0|2020-04-15|221.0|0|221.0|0|8.0|0|0.0|100
0|2020-04-16|232.0|0|232.0|0|8.0|0|0.0|100
0|2020-04-17|236.0|0|236.0|0|8.0|0|0.0|100
0|2020-04-18|241.0|0|241.0|0|8.0|0|0.0|100
0|2020-04-19|244.0|0|244.0|0|11.0|0|0.0|100
0|2020-04-20|252.0|0|252.0|0|11.0|0|0.0|100
0|2020-04-21|259.0|0|259.0|0|15.0|0|0.0|100
0|2020-04-22|271.0|0|271.0|0|16.0|0|0.0|100
0|2020-04-23|284.0|0|284.0|0|16.0|0|0.0|100
0|2020-04-24|294.0|0|294.0|0|16.0|0|0.0|100
0|2020-04-25|297.0|0|297.0|0|18.0|0|0.0|100
0|2020-04-26|302.0|0|302.0|0|18.0|0|0.0|100
0|2020-04-27|304.0|0|304.0|0|18.0|0|0.0|100
0|2020-04-28|309.0|0|309.0|0|21.0|0|0.0|100
0|2020-04-29|313.0|0|313.0|0|21.0|0|0.0|100
0|2020-04-30|328.0|0|328.0|0|21.0|0|0.0|100
0|2020-05-01|331.0|0|331.0|0|21.0|0|0.0|100
0|2020-05-02|336.0|0|336.0|0|21.0|0|0.0|100
0|2020-05-03|335.0|0|335.0|0|21.0|0|0.0|100
0|2020-05-04|339.0|0|339.0|0|21.0|0|0.0|100
0|2020-05-05|342.0|0|342.0|0|21.0|0|0.0|100
0|2020-05-06|342.0|0|342.0|0|22.0|0|0.0|100
0|2020-05-07|342.0|0|342.0|0|23.0|0|0.0|100
0|2020-05-08|353.0|0|353.0|0|23.0|0|0.0|100
0|2020-05-09|353.0|0|353.0|0|25.0|0|0.0|100
0|2020-05-10|357.0|0|357.0|0|25.0|0|0.0|100
0|2020-05-11|358.0|0|358.0|0|25.0|0|0.0|100
0|2020-05-12|366.0|0|366.0|0|28.0|0|0.0|100
0|2020-05-13|373.0|0|373.0|0|28.0|0|0.0|100
