|dates|Becker_Minnesota_UnitedStates.AverageDailyTemperature.data|Becker_Minnesota_UnitedStates.AverageDailyTemperature.missing|Becker_Minnesota_UnitedStates.AverageDewPoint.data|Becker_Minnesota_UnitedStates.AverageDewPoint.missing|Becker_Minnesota_UnitedStates.AverageRelativeHumidity.data|Becker_Minnesota_UnitedStates.AverageRelativeHumidity.missing|Becker_Minnesota_UnitedStates.AverageSurfaceAirPressure.data|Becker_Minnesota_UnitedStates.AverageSurfaceAirPressure.missing
0|2020-01-01|23.75|0|20.947916666666668|0|88.76041666666667|0|27.847656250000018|0
0|2020-01-02|28.583333333333332|0|26.651041666666668|0|92.92708333333333|0|28.042447916666635|0
0|2020-01-03|24.458333333333332|0|22.0|0|91.39583333333333|0|28.405000000000044|0
0|2020-01-04|21.947916666666668|0|19.739583333333332|0|92.14583333333333|0|28.454427083333357|0
0|2020-01-05|28.739583333333332|0|22.708333333333332|0|78.60416666666667|0|28.412343750000016|0
0|2020-01-06|23.041666666666668|0|17.791666666666668|0|81.57291666666667|0|28.457812500000017|0
0|2020-01-07|9.244791666666666|0|2.9791666666666665|0|75.94791666666667|0|28.603906250000005|0
0|2020-01-08|-1.3385416666666667|0|-7.09375|0|76.921875|0|28.680260416666652|0
0|2020-01-09|15.979166666666666|0|10.083333333333334|0|77.99479166666667|0|28.324062499999986|0
0|2020-01-10|-0.3854166666666667|0|-6.829861111111112|0|74.13888888888889|0|28.78473958333333|0
0|2020-01-11|-0.8854166666666666|0|-9.677083333333334|0|68.96875|0|28.76069444444443|0
0|2020-01-12|14.4375|0|8.583333333333334|0|77.421875|0|28.62947916666666|0
0|2020-01-13|21.223958333333332|0|18.90625|0|90.66145833333333|0|28.522812499999997|0
0|2020-01-14|9.442708333333334|0|6.322916666666667|0|87.53645833333333|0|28.567291666666648|0
0|2020-01-15|-2.109375|0|-6.677083333333333|0|80.28125|0|28.803645833333338|0
0|2020-01-16|-11.458333333333334|0|-19.4375|0|68.29166666666667|0|29.16416666666669|0
0|2020-01-17|13.588541666666666|0|8.182291666666666|0|78.640625|0|28.66406249999999|0
0|2020-01-18|6.354166666666667|0|2.5833333333333335|0|83.06770833333333|0|28.499166666666667|0
0|2020-01-19|-0.5260416666666666|0|-4.770833333333333|0|81.7170138888889|0|28.95517361111113|0
0|2020-01-20|-2.0625|0|-6.065972222222222|0|82.86631944444444|0|29.07661458333334|0
0|2020-01-21|15.3125|0|10.010416666666666|0|79.96875|0|28.52437500000001|0
