|dates|Rockdale_Georgia_UnitedStates.JHU_ConfirmedCases.data|Rockdale_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Rockdale_Georgia_UnitedStates.NYT_ConfirmedCases.data|Rockdale_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Rockdale_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Rockdale_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Rockdale_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Rockdale_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-22|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-23|4.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-24|7.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-25|9.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-26|12.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-27|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-28|17.0|0|17.0|0|1.0|0|0.0|100
0|2020-03-29|18.0|0|18.0|0|1.0|0|0.0|100
0|2020-03-30|18.0|0|29.0|0|1.0|0|0.0|100
0|2020-03-31|36.0|0|45.0|0|2.0|0|0.0|100
0|2020-04-01|45.0|0|47.0|0|2.0|0|0.0|100
0|2020-04-02|54.0|0|57.0|0|2.0|0|0.0|100
0|2020-04-03|63.0|0|67.0|0|2.0|0|0.0|100
0|2020-04-04|70.0|0|75.0|0|2.0|0|0.0|100
0|2020-04-05|76.0|0|77.0|0|2.0|0|0.0|100
0|2020-04-06|80.0|0|82.0|0|2.0|0|0.0|100
0|2020-04-07|85.0|0|86.0|0|2.0|0|0.0|100
0|2020-04-08|86.0|0|85.0|0|2.0|0|0.0|100
0|2020-04-09|85.0|0|85.0|0|2.0|0|0.0|100
0|2020-04-10|85.0|0|89.0|0|2.0|0|0.0|100
0|2020-04-11|91.0|0|92.0|0|2.0|0|0.0|100
0|2020-04-12|95.0|0|97.0|0|2.0|0|0.0|100
0|2020-04-13|100.0|0|101.0|0|3.0|0|0.0|100
0|2020-04-14|106.0|0|106.0|0|5.0|0|0.0|100
0|2020-04-15|107.0|0|107.0|0|6.0|0|0.0|100
0|2020-04-16|108.0|0|111.0|0|6.0|0|0.0|100
0|2020-04-17|116.0|0|117.0|0|6.0|0|0.0|100
0|2020-04-18|119.0|0|119.0|0|6.0|0|0.0|100
0|2020-04-19|128.0|0|131.0|0|6.0|0|0.0|100
0|2020-04-20|140.0|0|140.0|0|6.0|0|0.0|100
0|2020-04-21|140.0|0|141.0|0|6.0|0|0.0|100
0|2020-04-22|144.0|0|144.0|0|6.0|0|0.0|100
0|2020-04-23|151.0|0|151.0|0|6.0|0|0.0|100
0|2020-04-24|158.0|0|158.0|0|6.0|0|0.0|100
0|2020-04-25|162.0|0|162.0|0|6.0|0|0.0|100
0|2020-04-26|161.0|0|161.0|0|6.0|0|0.0|100
0|2020-04-27|166.0|0|166.0|0|6.0|0|0.0|100
0|2020-04-28|172.0|0|175.0|0|6.0|0|0.0|100
0|2020-04-29|178.0|0|178.0|0|6.0|0|0.0|100
0|2020-04-30|186.0|0|189.0|0|6.0|0|0.0|100
0|2020-05-01|191.0|0|191.0|0|6.0|0|0.0|100
0|2020-05-02|194.0|0|194.0|0|6.0|0|0.0|100
0|2020-05-03|195.0|0|195.0|0|6.0|0|0.0|100
0|2020-05-04|199.0|0|199.0|0|6.0|0|0.0|100
0|2020-05-05|204.0|0|204.0|0|6.0|0|0.0|100
0|2020-05-06|223.0|0|223.0|0|7.0|0|0.0|100
0|2020-05-07|226.0|0|226.0|0|7.0|0|0.0|100
0|2020-05-08|228.0|0|228.0|0|7.0|0|0.0|100
0|2020-05-09|230.0|0|230.0|0|7.0|0|0.0|100
0|2020-05-10|239.0|0|239.0|0|7.0|0|0.0|100
0|2020-05-11|243.0|0|243.0|0|7.0|0|0.0|100
0|2020-05-12|245.0|0|245.0|0|7.0|0|0.0|100
0|2020-05-13|248.0|0|248.0|0|7.0|0|0.0|100
