|dates|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Bernalillo_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Bernalillo_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-12|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-13|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-14|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-15|6.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-16|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-17|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-18|16.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-19|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-03-20|23.0|0|23.0|0|0.0|0|0.0|100
0|2020-03-21|32.0|0|32.0|0|0.0|0|0.0|100
0|2020-03-22|32.0|0|34.0|0|0.0|0|0.0|100
0|2020-03-23|38.0|0|38.0|0|0.0|0|0.0|100
0|2020-03-24|43.0|0|43.0|0|0.0|0|0.0|100
0|2020-03-25|48.0|0|48.0|0|0.0|0|0.0|100
0|2020-03-26|48.0|0|55.0|0|0.0|0|0.0|100
0|2020-03-27|55.0|0|82.0|0|0.0|0|0.0|100
0|2020-03-28|93.0|0|93.0|0|0.0|0|0.0|100
0|2020-03-29|101.0|0|101.0|0|1.0|0|0.0|100
0|2020-03-30|101.0|0|117.0|0|1.0|0|0.0|100
0|2020-03-31|129.0|0|129.0|0|3.0|0|0.0|100
0|2020-04-01|129.0|0|148.0|0|4.0|0|0.0|100
0|2020-04-02|148.0|0|163.0|0|4.0|0|0.0|100
0|2020-04-03|202.0|0|202.0|0|7.0|0|0.0|100
0|2020-04-04|202.0|0|225.0|0|7.0|0|0.0|100
0|2020-04-05|246.0|0|246.0|0|7.0|0|0.0|100
0|2020-04-06|262.0|0|262.0|0|7.0|0|0.0|100
0|2020-04-07|307.0|0|307.0|0|8.0|0|0.0|100
0|2020-04-08|307.0|0|325.0|0|8.0|0|0.0|100
0|2020-04-09|325.0|0|369.0|0|11.0|0|0.0|100
0|2020-04-10|407.0|0|407.0|0|12.0|0|0.0|100
0|2020-04-11|407.0|0|422.0|0|13.0|0|0.0|100
0|2020-04-12|440.0|0|440.0|0|16.0|0|0.0|100
0|2020-04-13|455.0|0|455.0|0|16.0|0|0.0|100
0|2020-04-14|455.0|0|464.0|0|16.0|0|0.0|100
0|2020-04-15|477.0|0|477.0|0|17.0|0|0.0|100
0|2020-04-16|477.0|0|491.0|0|17.0|0|0.0|100
0|2020-04-17|491.0|0|514.0|0|18.0|0|0.0|100
0|2020-04-18|527.0|0|527.0|0|23.0|0|0.0|100
0|2020-04-19|542.0|0|542.0|0|24.0|0|0.0|100
0|2020-04-20|566.0|0|566.0|0|24.0|0|0.0|100
0|2020-04-21|566.0|0|585.0|0|24.0|0|0.0|100
0|2020-04-22|600.0|0|600.0|0|29.0|0|0.0|100
0|2020-04-23|631.0|0|631.0|0|31.0|0|0.0|100
0|2020-04-24|651.0|0|651.0|0|33.0|0|0.0|100
0|2020-04-25|670.0|0|670.0|0|33.0|0|0.0|100
0|2020-04-26|688.0|0|688.0|0|33.0|0|0.0|100
0|2020-04-27|694.0|0|694.0|0|33.0|0|0.0|100
0|2020-04-28|738.0|0|738.0|0|35.0|0|0.0|100
0|2020-04-29|765.0|0|765.0|0|35.0|0|0.0|100
0|2020-04-30|811.0|0|811.0|0|35.0|0|0.0|100
0|2020-05-01|830.0|0|830.0|0|36.0|0|0.0|100
0|2020-05-02|883.0|0|883.0|0|38.0|0|0.0|100
0|2020-05-03|920.0|0|920.0|0|40.0|0|0.0|100
0|2020-05-04|944.0|0|944.0|0|40.0|0|0.0|100
0|2020-05-05|963.0|0|963.0|0|42.0|0|0.0|100
0|2020-05-06|981.0|0|981.0|0|44.0|0|0.0|100
0|2020-05-07|1012.0|0|1012.0|0|44.0|0|0.0|100
0|2020-05-08|1030.0|0|1030.0|0|45.0|0|0.0|100
0|2020-05-09|1050.0|0|1050.0|0|46.0|0|0.0|100
0|2020-05-10|1073.0|0|1073.0|0|46.0|0|0.0|100
0|2020-05-11|1086.0|0|1086.0|0|48.0|0|0.0|100
0|2020-05-12|1111.0|0|1111.0|0|50.0|0|0.0|100
