|dates|Sonoma_California_UnitedStates.JHU_ConfirmedCases.data|Sonoma_California_UnitedStates.JHU_ConfirmedCases.missing|Sonoma_California_UnitedStates.NYT_ConfirmedCases.data|Sonoma_California_UnitedStates.NYT_ConfirmedCases.missing|Sonoma_California_UnitedStates.JHU_ConfirmedDeaths.data|Sonoma_California_UnitedStates.JHU_ConfirmedDeaths.missing|Sonoma_California_UnitedStates.JHU_ConfirmedRecoveries.data|Sonoma_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-02-27|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-02-28|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-02-29|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-01|0.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-02|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-03|1.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-04|1.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-05|1.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-06|1.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-07|1.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-08|1.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-09|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-10|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-11|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-12|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-13|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-14|1.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-15|2.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-16|5.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-17|4.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-18|8.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-19|6.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-20|9.0|0|11.0|0|1.0|0|0.0|100
0|2020-03-21|22.0|0|11.0|0|1.0|0|0.0|100
0|2020-03-22|22.0|0|11.0|0|1.0|0|0.0|100
0|2020-03-23|29.0|0|29.0|0|1.0|0|0.0|100
0|2020-03-24|29.0|0|34.0|0|1.0|0|0.0|100
0|2020-03-25|34.0|0|39.0|0|1.0|0|0.0|100
0|2020-03-26|37.0|0|49.0|0|1.0|0|0.0|100
0|2020-03-27|44.0|0|50.0|0|1.0|0|0.0|100
0|2020-03-28|50.0|0|50.0|0|1.0|0|0.0|100
0|2020-03-29|58.0|0|57.0|0|1.0|0|0.0|100
0|2020-03-30|58.0|0|73.0|0|1.0|0|0.0|100
0|2020-03-31|73.0|0|85.0|0|1.0|0|0.0|100
0|2020-04-01|78.0|0|91.0|0|2.0|0|0.0|100
0|2020-04-02|91.0|0|95.0|0|2.0|0|0.0|100
0|2020-04-03|95.0|0|100.0|0|2.0|0|0.0|100
0|2020-04-04|105.0|0|105.0|0|2.0|0|0.0|100
0|2020-04-05|107.0|0|107.0|0|2.0|0|0.0|100
0|2020-04-06|111.0|0|115.0|0|2.0|0|0.0|100
0|2020-04-07|111.0|0|120.0|0|2.0|0|0.0|100
0|2020-04-08|120.0|0|123.0|0|1.0|0|0.0|100
0|2020-04-09|136.0|0|136.0|0|1.0|0|0.0|100
0|2020-04-10|142.0|0|145.0|0|1.0|0|0.0|100
0|2020-04-11|145.0|0|145.0|0|2.0|0|0.0|100
0|2020-04-12|145.0|0|147.0|0|2.0|0|0.0|100
0|2020-04-13|147.0|0|152.0|0|2.0|0|0.0|100
0|2020-04-14|152.0|0|160.0|0|2.0|0|0.0|100
0|2020-04-15|160.0|0|163.0|0|2.0|0|0.0|100
0|2020-04-16|163.0|0|172.0|0|2.0|0|0.0|100
0|2020-04-17|172.0|0|180.0|0|2.0|0|0.0|100
0|2020-04-18|180.0|0|180.0|0|2.0|0|0.0|100
0|2020-04-19|180.0|0|181.0|0|2.0|0|0.0|100
0|2020-04-20|181.0|0|182.0|0|2.0|0|0.0|100
0|2020-04-21|182.0|0|192.0|0|2.0|0|0.0|100
0|2020-04-22|192.0|0|194.0|0|2.0|0|0.0|100
0|2020-04-23|194.0|0|216.0|0|2.0|0|0.0|100
0|2020-04-24|217.0|0|217.0|0|2.0|0|0.0|100
0|2020-04-25|217.0|0|218.0|0|2.0|0|0.0|100
0|2020-04-26|218.0|0|220.0|0|2.0|0|0.0|100
0|2020-04-27|220.0|0|222.0|0|2.0|0|0.0|100
0|2020-04-28|222.0|0|228.0|0|2.0|0|0.0|100
0|2020-04-29|228.0|0|232.0|0|2.0|0|0.0|100
0|2020-04-30|232.0|0|244.0|0|2.0|0|0.0|100
0|2020-05-01|244.0|0|248.0|0|2.0|0|0.0|100
0|2020-05-02|248.0|0|252.0|0|2.0|0|0.0|100
0|2020-05-03|252.0|0|257.0|0|2.0|0|0.0|100
0|2020-05-04|257.0|0|261.0|0|3.0|0|0.0|100
0|2020-05-05|261.0|0|261.0|0|3.0|0|0.0|100
0|2020-05-06|272.0|0|286.0|0|3.0|0|0.0|100
0|2020-05-07|286.0|0|292.0|0|3.0|0|0.0|100
0|2020-05-08|292.0|0|300.0|0|3.0|0|0.0|100
0|2020-05-09|300.0|0|309.0|0|3.0|0|0.0|100
0|2020-05-10|309.0|0|309.0|0|3.0|0|0.0|100
0|2020-05-11|309.0|0|312.0|0|4.0|0|0.0|100
0|2020-05-12|312.0|0|312.0|0|4.0|0|0.0|100
0|2020-05-13|333.0|0|337.0|0|4.0|0|0.0|100
0|2020-05-14|337.0|0|351.0|0|4.0|0|0.0|100
