|dates|Morehouse_Louisiana_UnitedStates.AveragePrecipitationTotal.data|Morehouse_Louisiana_UnitedStates.AveragePrecipitationTotal.missing|Morehouse_Louisiana_UnitedStates.AveragePrecipitation.data|Morehouse_Louisiana_UnitedStates.AveragePrecipitation.missing|Morehouse_Louisiana_UnitedStates.AverageWindDirection.data|Morehouse_Louisiana_UnitedStates.AverageWindDirection.missing|Morehouse_Louisiana_UnitedStates.AverageWindSpeed.data|Morehouse_Louisiana_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|309.0625|0|6.072916666666667|0
0|2020-01-02|0.0|0|0.02598958333333334|0|64.63541666666667|0|1.5677083333333333|0
0|2020-01-03|0.0|0|0.004166666666666667|0|165.26041666666666|0|3.703125|0
0|2020-01-04|0.0|0|0.0|0|316.875|0|7.364583333333333|0
0|2020-01-05|0.0|0|0.0|0|224.73958333333334|0|5.979166666666667|0
0|2020-01-06|0.0|0|0.0|0|203.75|0|6.416666666666667|0
0|2020-01-07|0.0|0|0.0|0|201.5625|0|4.072916666666667|0
0|2020-01-08|0.0|0|0.0|0|72.70833333333333|0|2.6875|0
0|2020-01-09|0.0|0|0.0|0|120.83333333333333|0|5.322916666666667|0
0|2020-01-10|0.0|0|0.0006770833333333334|0|129.16666666666666|0|6.609375|0
0|2020-01-11|0.0|0|0.06541666666666665|0|235.10416666666666|0|9.270833333333334|0
0|2020-01-12|0.003958333333333334|0|0.0|0|63.958333333333336|0|1.7916666666666667|0
0|2020-01-13|0.0|0|0.00020833333333333335|0|34.375|0|1.6458333333333333|0
0|2020-01-14|0.03375|0|0.0984375|0|77.8125|0|2.4270833333333335|0
0|2020-01-15|0.0|0|0.0|0|140.625|0|3.9270833333333335|0
0|2020-01-16|0.0008333333333333334|0|0.0015625000000000003|0|35.0|0|6.619791666666667|0
0|2020-01-17|0.0|0|0.0021875|0|57.239583333333336|0|2.6875|0
0|2020-01-18|0.0|0|0.016249999999999997|0|238.125|0|6.03125|0
