|dates|Carbon_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Carbon_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Carbon_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Carbon_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Carbon_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Carbon_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Carbon_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Carbon_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-24|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-25|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-26|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-27|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-28|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-29|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-30|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-31|17.0|0|17.0|0|1.0|0|0.0|100
0|2020-04-01|23.0|0|23.0|0|1.0|0|0.0|100
0|2020-04-02|26.0|0|26.0|0|1.0|0|0.0|100
0|2020-04-03|34.0|0|34.0|0|1.0|0|0.0|100
0|2020-04-04|46.0|0|46.0|0|1.0|0|0.0|100
0|2020-04-05|50.0|0|50.0|0|1.0|0|0.0|100
0|2020-04-06|59.0|0|59.0|0|1.0|0|0.0|100
0|2020-04-07|67.0|0|67.0|0|1.0|0|0.0|100
0|2020-04-08|76.0|0|76.0|0|1.0|0|0.0|100
0|2020-04-09|83.0|0|83.0|0|2.0|0|0.0|100
0|2020-04-10|93.0|0|93.0|0|3.0|0|0.0|100
0|2020-04-11|98.0|0|98.0|0|3.0|0|0.0|100
0|2020-04-12|102.0|0|102.0|0|3.0|0|0.0|100
0|2020-04-13|102.0|0|102.0|0|3.0|0|0.0|100
0|2020-04-14|103.0|0|103.0|0|3.0|0|0.0|100
0|2020-04-15|112.0|0|112.0|0|6.0|0|0.0|100
0|2020-04-16|113.0|0|113.0|0|6.0|0|0.0|100
0|2020-04-17|118.0|0|118.0|0|7.0|0|0.0|100
0|2020-04-18|136.0|0|136.0|0|8.0|0|0.0|100
0|2020-04-19|140.0|0|140.0|0|8.0|0|0.0|100
0|2020-04-20|144.0|0|144.0|0|9.0|0|0.0|100
0|2020-04-21|150.0|0|150.0|0|11.0|0|0.0|100
0|2020-04-22|154.0|0|154.0|0|11.0|0|0.0|100
0|2020-04-23|155.0|0|155.0|0|11.0|0|0.0|100
0|2020-04-24|160.0|0|160.0|0|12.0|0|0.0|100
0|2020-04-25|162.0|0|162.0|0|12.0|0|0.0|100
0|2020-04-26|163.0|0|163.0|0|12.0|0|0.0|100
0|2020-04-27|164.0|0|164.0|0|12.0|0|0.0|100
0|2020-04-28|169.0|0|169.0|0|13.0|0|0.0|100
0|2020-04-29|170.0|0|170.0|0|14.0|0|0.0|100
0|2020-04-30|175.0|0|175.0|0|15.0|0|0.0|100
0|2020-05-01|181.0|0|181.0|0|15.0|0|0.0|100
0|2020-05-02|182.0|0|182.0|0|15.0|0|0.0|100
0|2020-05-03|183.0|0|183.0|0|15.0|0|0.0|100
0|2020-05-04|185.0|0|185.0|0|15.0|0|0.0|100
0|2020-05-05|185.0|0|185.0|0|15.0|0|0.0|100
0|2020-05-06|186.0|0|186.0|0|16.0|0|0.0|100
0|2020-05-07|189.0|0|189.0|0|16.0|0|0.0|100
0|2020-05-08|192.0|0|192.0|0|16.0|0|0.0|100
0|2020-05-09|195.0|0|195.0|0|16.0|0|0.0|100
0|2020-05-10|198.0|0|198.0|0|17.0|0|0.0|100
0|2020-05-11|198.0|0|198.0|0|17.0|0|0.0|100
0|2020-05-12|198.0|0|198.0|0|17.0|0|0.0|100
