|dates|Clark_Indiana_UnitedStates.JHU_ConfirmedCases.data|Clark_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Clark_Indiana_UnitedStates.NYT_ConfirmedCases.data|Clark_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Clark_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Clark_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Clark_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Clark_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-19|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-20|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-21|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-22|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-23|4.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-24|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-03-25|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-26|10.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-27|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-28|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-29|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-03-30|27.0|0|27.0|0|0.0|0|0.0|100
0|2020-03-31|33.0|0|33.0|0|0.0|0|0.0|100
0|2020-04-01|38.0|0|38.0|0|0.0|0|0.0|100
0|2020-04-02|49.0|0|49.0|0|1.0|0|0.0|100
0|2020-04-03|55.0|0|55.0|0|2.0|0|0.0|100
0|2020-04-04|61.0|0|61.0|0|3.0|0|0.0|100
0|2020-04-05|66.0|0|66.0|0|4.0|0|0.0|100
0|2020-04-06|71.0|0|72.0|0|4.0|0|0.0|100
0|2020-04-07|82.0|0|83.0|0|7.0|0|0.0|100
0|2020-04-08|86.0|0|87.0|0|7.0|0|0.0|100
0|2020-04-09|96.0|0|97.0|0|7.0|0|0.0|100
0|2020-04-10|104.0|0|105.0|0|8.0|0|0.0|100
0|2020-04-11|106.0|0|107.0|0|8.0|0|0.0|100
0|2020-04-12|112.0|0|113.0|0|8.0|0|0.0|100
0|2020-04-13|117.0|0|118.0|0|8.0|0|0.0|100
0|2020-04-14|132.0|0|133.0|0|8.0|0|0.0|100
0|2020-04-15|137.0|0|138.0|0|9.0|0|0.0|100
0|2020-04-16|143.0|0|144.0|0|9.0|0|0.0|100
0|2020-04-17|151.0|0|152.0|0|10.0|0|0.0|100
0|2020-04-18|160.0|0|161.0|0|11.0|0|0.0|100
0|2020-04-19|162.0|0|163.0|0|11.0|0|0.0|100
0|2020-04-20|177.0|0|178.0|0|11.0|0|0.0|100
0|2020-04-21|181.0|0|182.0|0|11.0|0|0.0|100
0|2020-04-22|188.0|0|190.0|0|11.0|0|0.0|100
0|2020-04-23|195.0|0|197.0|0|11.0|0|0.0|100
0|2020-04-24|207.0|0|209.0|0|11.0|0|0.0|100
0|2020-04-25|223.0|0|225.0|0|13.0|0|0.0|100
0|2020-04-26|227.0|0|229.0|0|13.0|0|0.0|100
0|2020-04-27|277.0|0|278.0|0|13.0|0|0.0|100
0|2020-04-28|283.0|0|284.0|0|13.0|0|0.0|100
0|2020-04-29|288.0|0|289.0|0|13.0|0|0.0|100
0|2020-04-30|293.0|0|295.0|0|14.0|0|0.0|100
0|2020-05-01|316.0|0|319.0|0|16.0|0|0.0|100
0|2020-05-02|329.0|0|332.0|0|16.0|0|0.0|100
0|2020-05-03|331.0|0|334.0|0|16.0|0|0.0|100
0|2020-05-04|334.0|0|337.0|0|16.0|0|0.0|100
0|2020-05-05|339.0|0|342.0|0|21.0|0|0.0|100
0|2020-05-06|347.0|0|350.0|0|23.0|0|0.0|100
0|2020-05-07|355.0|0|358.0|0|23.0|0|0.0|100
0|2020-05-08|358.0|0|361.0|0|23.0|0|0.0|100
0|2020-05-09|374.0|0|379.0|0|25.0|0|0.0|100
0|2020-05-10|377.0|0|382.0|0|25.0|0|0.0|100
0|2020-05-11|380.0|0|385.0|0|25.0|0|0.0|100
0|2020-05-12|389.0|0|394.0|0|26.0|0|0.0|100
0|2020-05-13|394.0|0|399.0|0|27.0|0|0.0|100
